school_year,nces_school_id,nces_lea_id,school_name,district_name,lea_name,state,county_name,county_fips,latitude,longitude,distance_downtown_kc_miles,operational_status,is_operating,school_type,is_charter,grade_span,grade_span_low,grade_span_high,lowest_grade,highest_grade,locale_code_year,locale_desc_year,locale_group_year,locale_code,locale_desc,locale_group,virtual_status_desc,is_virtual,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,has_pre_k,is_standalone_pk,classroom_teacher_fte,teacher_fte_valid,students_per_classroom_teacher_fte_allgrades,frl_eligible,frl_rate,frl_observed,analytical_stratum,years_observed_count,years_operating_count,first_observed_school_year,last_observed_school_year,balanced_panel_eligible,grade_span_changed_any,lea_changed_any,school_type_changed_any,locale_changed_any,locale_code_fixed_2024_2025,locale_group_fixed_2024_2025,school_level
2014-2015,291376002594,2913760,EVERETT WADE JUVENILE CTR.,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,29037,38.652053,-94.348012,33.5,1,True,Alternative,False,KG-12,KG,12,KG,12,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,10.0,0.0,10.0,0.0,False,False,1.0,True,10.0,3.0,0.3,True,Alternative,11,11,2014-2015,2024-2025,True,False,False,False,True,41,Rural,Other
2014-2015,291376002659,2913760,HARRISONVILLE MIDDLE,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,29037,38.65167,-94.344871,33.59,1,True,Regular School,False,06-08,06,08,06,08,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,563.0,0.0,563.0,0.0,False,False,45.17,True,12.46,256.0,0.4547,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,32,Town,Middle
2014-2015,291434000651,2914340,BURKE ELEM.,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.92096,-94.51422,13.01,1,True,Regular School,False,01-06,01,06,01,06,11,City: Large,City,11,City: Large,City,Not reported,False,313.0,0.0,313.0,0.0,False,False,24.49,True,12.78,313.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2014-2015,291434000652,2914340,DOBBS ELEM.,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.95407,-94.50587,10.97,1,True,Regular School,False,01-06,01,06,01,06,11,City: Large,City,11,City: Large,City,Not reported,False,486.0,0.0,486.0,0.0,False,False,32.5,True,14.95,486.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2014-2015,291434000655,2914340,INGELS ELEM.,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.91322,-94.50594,13.65,1,True,Regular School,False,01-06,01,06,01,06,11,City: Large,City,11,City: Large,City,Not reported,False,446.0,0.0,446.0,0.0,False,False,27.4,True,16.28,446.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2014-2015,291434000659,2914340,SANTA FE ELEM.,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.96197,-94.50358,10.51,1,True,Regular School,False,01-06,01,06,01,06,11,City: Large,City,11,City: Large,City,Not reported,False,428.0,0.0,428.0,0.0,False,False,38.6,True,11.09,428.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2014-2015,291434000663,2914340,TRUMAN ELEM.,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.949464,-94.493619,11.51,1,True,Regular School,False,01-06,01,06,01,06,11,City: Large,City,11,City: Large,City,Not reported,False,428.0,0.0,428.0,0.0,False,False,27.88,True,15.35,428.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2014-2015,291434000664,2914340,WARFORD ELEM.,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.919486,-94.54769,12.76,1,True,Regular School,False,01-06,01,06,01,06,11,City: Large,City,11,City: Large,City,Not reported,False,339.0,0.0,339.0,0.0,False,False,25.99,True,13.04,339.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2014-2015,291434002287,2914340,CRITTENTON TREATMENT CENTER,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.924294,-94.481661,13.37,1,True,Regular School,False,KG-12,KG,12,KG,12,11,City: Large,City,11,City: Large,City,Not reported,False,0.0,0.0,0.0,0.0,False,False,,False,,0.0,,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,41,Rural,Other
2014-2015,291434002979,2914340,EARLY CHILDHOOD CTR.,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.937561,-94.525986,11.75,1,True,Regular School,False,PK-PK,PK,PK,PK,PK,11,City: Large,City,11,City: Large,City,Not reported,False,266.0,266.0,0.0,0.0,True,True,20.0,True,13.3,266.0,1.0,True,Standalone Early Childhood,11,11,2014-2015,2024-2025,True,False,False,False,True,41,Rural,Primary
2014-2015,291434003156,2914340,RUSKIN HIGH SCHOOL,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.922543,-94.50802,13.0,1,True,Regular School,False,10-12,10,12,10,12,11,City: Large,City,11,City: Large,City,Not reported,False,1121.0,0.0,1121.0,0.0,False,False,83.21,True,13.47,1121.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2014-2015,291434003246,2914340,ERVIN EARLY LEARNING CENTER,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,29095,38.93328,-94.488171,12.66,3,True,Regular School,False,PK-KG,PK,KG,PK,KG,11,City: Large,City,11,City: Large,City,Not reported,False,800.0,229.0,571.0,571.0,True,False,59.53,True,13.44,800.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2014-2015,291548000707,2915480,THOMAS HART BENTON ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.08791,-94.40664,9.24,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,479.0,15.0,464.0,84.0,True,False,26.0,True,18.42,392.0,0.8184,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000708,2915480,BLACKBURN ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.074264,-94.373211,11.15,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,454.0,22.0,432.0,60.0,True,False,26.0,True,17.46,186.0,0.4097,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000709,2915480,BRIDGER MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.080589,-94.364142,11.56,1,True,Regular School,False,06-06,06,06,06,06,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,815.0,0.0,815.0,0.0,False,False,46.95,True,17.36,536.0,0.6577,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2014-2015,291548000710,2915480,BRYANT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.09804,-94.4254,8.18,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,276.0,0.0,276.0,42.0,False,False,16.0,True,17.25,213.0,0.7717,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000711,2915480,GLENDALE ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.07191,-94.39095,10.25,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,457.0,27.0,430.0,69.0,True,False,26.5,True,17.25,309.0,0.6761,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000713,2915480,JOHN W. LUFF ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.05701,-94.43006,8.53,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,421.0,19.0,402.0,65.0,True,False,23.0,True,18.3,255.0,0.6057,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000714,2915480,MILL CREEK ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.124831,-94.415472,8.84,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,287.0,19.0,268.0,45.0,True,False,19.0,True,15.11,214.0,0.7456,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000716,2915480,OTT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.108088,-94.411691,8.92,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,446.0,12.0,434.0,77.0,True,False,23.0,True,19.39,340.0,0.7623,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000718,2915480,PROCTER ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.08441,-94.43375,7.83,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,242.0,0.0,242.0,44.0,False,False,13.5,True,17.93,190.0,0.7851,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000719,2915480,RANDALL ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.11119,-94.375,10.89,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,286.0,23.0,263.0,48.0,True,False,17.5,True,16.34,230.0,0.8042,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000720,2915480,SPRING BRANCH ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.09132,-94.33691,12.95,1,True,Regular School,False,PK-05,PK,05,PK,05,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,Not reported,False,245.0,0.0,245.0,44.0,False,False,20.0,True,12.25,138.0,0.5633,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,41,Rural,Primary
2014-2015,291548000721,2915480,SYCAMORE HILLS ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.050229,-94.397733,10.32,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,503.0,22.0,481.0,94.0,True,False,29.0,True,17.34,277.0,0.5507,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000722,2915480,TRUMAN HIGH,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.059648,-94.412354,9.36,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,1600.0,0.0,1600.0,0.0,False,False,88.48,True,18.08,721.0,0.4506,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2014-2015,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.104078,-94.412095,8.89,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,1462.0,0.0,1462.0,0.0,False,False,83.42,True,17.53,889.0,0.6081,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2014-2015,291548000725,2915480,WILLIAM SOUTHERN ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.041509,-94.402963,10.29,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,527.0,24.0,503.0,86.0,True,False,31.0,True,17.0,319.0,0.6053,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548000952,2915480,DAY TREATMENT,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.104747,-94.422242,8.35,1,True,Regular School,False,KG-12,KG,12,KG,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,0.0,0.0,0.0,0.0,False,False,11.0,True,0.0,0.0,,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Other
2014-2015,291548001485,2915480,HANTHORN EARLY EDUCATION,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.07449,-94.39812,9.84,1,True,Regular School,False,PK-PK,PK,PK,PK,PK,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,308.0,308.0,0.0,0.0,True,True,14.0,True,22.0,200.0,0.6494,True,Standalone Early Childhood,11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548001707,2915480,INDEPENDENCE ACADEMY,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.104902,-94.422235,8.35,1,True,Alternative,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,0.0,0.0,0.0,0.0,False,False,13.5,True,0.0,0.0,,True,Alternative,11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2014-2015,291548002339,2915480,BINGHAM MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.084154,-94.363656,11.56,1,True,Regular School,False,07-08,07,08,07,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,827.0,0.0,827.0,0.0,False,False,47.0,True,17.6,597.0,0.7219,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2014-2015,291548002374,2915480,SANTA FE TRAIL ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.077281,-94.426724,8.3,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,399.0,23.0,376.0,61.0,True,False,26.0,True,15.35,313.0,0.7845,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548002807,2915480,PIONEER RIDGE MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.087388,-94.363491,11.55,1,True,Regular School,False,07-08,07,08,07,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,782.0,0.0,782.0,0.0,False,False,44.6,True,17.53,421.0,0.5384,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2014-2015,291548003090,2915480,CLIFFORD H. NOWLIN MIDDLE,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.07021,-94.457091,6.86,1,True,Regular School,False,06-08,06,08,06,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,798.0,0.0,798.0,0.0,False,False,49.71,True,16.05,645.0,0.8083,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2014-2015,291548003091,2915480,THREE TRAILS ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.06282,-94.441211,7.83,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,463.0,0.0,463.0,78.0,False,False,24.5,True,18.9,345.0,0.7451,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548003096,2915480,VAN HORN HIGH,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.0969,-94.462441,6.2,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,962.0,0.0,962.0,0.0,False,False,56.67,True,16.98,742.0,0.7713,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2014-2015,291548003098,2915480,SUGAR CREEK ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.11433,-94.440581,7.41,1,True,Regular School,False,PK-01,PK,01,PK,01,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,196.0,0.0,196.0,107.0,False,False,11.7,True,16.75,169.0,0.8622,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548003099,2915480,FAIRMOUNT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.11089,-94.458231,6.44,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,393.0,0.0,393.0,70.0,False,False,23.5,True,16.72,335.0,0.8524,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548003107,2915480,KORTE ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.07717,-94.454121,6.87,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,622.0,22.0,600.0,109.0,True,False,35.0,True,17.77,526.0,0.8457,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548003157,2915480,SUNSHINE CENTER,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.10792,-94.362641,11.55,1,True,Regular School,False,PK-PK,PK,PK,PK,PK,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,204.0,204.0,0.0,0.0,True,True,,False,,179.0,0.8775,True,Standalone Early Childhood,11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548003210,2915480,ABRAHAM MALLINSON ELEMENTARY,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.09914,-94.436001,7.61,1,True,Regular School,False,02-05,02,05,02,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,348.0,0.0,348.0,0.0,False,False,18.8,True,18.51,297.0,0.8534,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,291548003213,2915480,LITTLE BLUE ELEMENTARY,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,39.080327,-94.340732,12.81,1,True,Regular School,False,PK-05,PK,05,PK,05,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,Not reported,False,265.0,19.0,246.0,38.0,True,False,17.0,True,15.59,105.0,0.3962,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,41,Rural,Primary
2014-2015,291640000557,2916400,BORDER STAR MONTESSORI,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.013304,-94.592692,6.23,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,339.0,78.0,261.0,60.0,True,False,22.3,True,15.2,339.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000808,2916400,FAXON ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.067662,-94.568693,2.47,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,231.0,0.0,231.0,51.0,False,False,19.17,True,12.05,231.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000818,2916400,CARVER DUAL LANGUAGE SCHOOL,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.04184,-94.533211,4.84,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,380.0,0.0,380.0,65.0,False,False,26.47,True,14.36,380.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000824,2916400,GARFIELD ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.1088,-94.55176,1.46,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,799.0,304.0,495.0,78.0,True,False,51.07,True,15.65,799.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000826,2916400,GEORGE MELCHER ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.05447,-94.52724,4.3,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,362.0,0.0,362.0,65.0,False,False,25.47,True,14.21,362.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000837,2916400,JAMES ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.11429,-94.5139,3.52,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,379.0,0.0,379.0,59.0,False,False,30.46,True,12.44,379.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000838,2916400,JOHN T. HARTMAN ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,38.980429,-94.584728,8.46,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,295.0,19.0,276.0,57.0,True,False,18.77,True,15.72,295.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000840,2916400,CENTRAL ACADEMY OF EXCELLENCE,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.066871,-94.542031,3.14,1,True,Career and Technical,False,08-12,08,12,08,12,11,City: Large,City,11,City: Large,City,Not reported,False,734.0,0.0,734.0,0.0,False,False,38.05,True,19.29,734.0,1.0,True,Career and Technical,11,11,2014-2015,2024-2025,True,True,False,True,False,11,City,High
2014-2015,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.086879,-94.560568,1.43,1,True,Regular School,False,06-12,06,12,06,12,11,City: Large,City,11,City: Large,City,Not reported,False,836.0,0.0,836.0,0.0,False,False,45.98,True,18.18,836.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Other
2014-2015,291640000860,2916400,NORTHEAST HIGH,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.1082,-94.52546,2.84,1,True,Regular School,False,08-12,08,12,08,12,11,City: Large,City,11,City: Large,City,Not reported,False,873.0,0.0,873.0,0.0,False,False,46.97,True,18.59,873.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2014-2015,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.039633,-94.565801,4.41,1,True,Regular School,False,07-12,07,12,07,12,11,City: Large,City,11,City: Large,City,Not reported,False,485.0,0.0,485.0,0.0,False,False,41.68,True,11.64,485.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2014-2015,291640000863,2916400,PHILLIS WHEATLEY ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.082384,-94.547142,2.17,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,322.0,3.0,319.0,48.0,True,False,28.33,True,11.37,322.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000864,2916400,PITCHER ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.05273,-94.46263,7.08,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,357.0,37.0,320.0,53.0,True,False,26.0,True,13.73,357.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000865,2916400,CONTRACT,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.068088,-94.540031,3.14,1,True,Regular School,False,PK-12,PK,12,PK,12,11,City: Large,City,11,City: Large,City,Not reported,False,0.0,0.0,0.0,0.0,False,False,,False,,0.0,,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Other
2014-2015,291640000880,2916400,EAST HIGH SCHOOL,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.08876,-94.522231,3.14,1,True,Regular School,False,08-12,08,12,08,12,11,City: Large,City,11,City: Large,City,Not reported,False,973.0,0.0,973.0,0.0,False,False,60.03,True,16.21,973.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2014-2015,291640000882,2916400,WENDELL PHILLIPS ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.08219,-94.56354,1.61,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,244.0,0.0,244.0,47.0,False,False,16.16,True,15.1,244.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640000887,2916400,WHITTIER ELEM.,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.10075,-94.54107,1.98,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,475.0,0.0,475.0,75.0,False,False,30.07,True,15.8,475.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2014-2015,291640001718,2916400,AC PREP ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,39.009782,-94.543276,6.68,1,True,Regular School,False,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,Not reported,False,344.0,35.0,309.0,38.0,True,False,20.46,True,16.81,344.0,1.0,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
