school_year,nces_school_id,nces_lea_id,school_name,district_name,lea_name,state,county_name,county_fips,latitude,longitude,distance_downtown_kc_miles,operational_status,is_operating,school_type,is_charter,grade_span,grade_span_low,grade_span_high,lowest_grade,highest_grade,locale_code_year,locale_desc_year,locale_group_year,locale_code,locale_desc,locale_group,virtual_status_desc,is_virtual,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,has_pre_k,is_standalone_pk,classroom_teacher_fte,teacher_fte_valid,students_per_classroom_teacher_fte_allgrades,frl_eligible,frl_rate,frl_observed,analytical_stratum,years_observed_count,years_operating_count,first_observed_school_year,last_observed_school_year,balanced_panel_eligible,grade_span_changed_any,lea_changed_any,school_type_changed_any,locale_changed_any,locale_code_fixed_2024_2025,locale_group_fixed_2024_2025,school_level
2020-2021,290002203076,2900022,DALE M THOMPSON/TRAILS WEST S,MO SCHLS FOR THE SEV DISABLED,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,29095,38.930041,-94.534776,12.15,1,True,Special Education,False,KG-12,KG,12,KG,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,33.0,0.0,33.0,0.0,False,False,6.8,True,4.85,29.0,0.8788,True,Special Education,11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Other
2020-2021,290002402838,2900024,BROOKSIDE CHARTER ELEMENTARY,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,29095,39.012349,-94.563663,6.29,1,True,Regular School,True,PK-05,PK,05,PK,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,511.0,27.0,484.0,65.0,True,False,42.8,True,11.94,508.0,0.9941,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290002403184,2900024,BROOKSIDE CHARTER MIDDLE SCHL,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,29095,39.012349,-94.563663,6.29,1,True,Regular School,True,06-08,06,08,06,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,207.0,0.0,207.0,0.0,False,False,18.5,True,11.19,204.0,0.9855,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Middle
2020-2021,290002502748,2900025,ALLEN VILLAGE ELEMENTARY,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,29095,39.052917,-94.594845,3.56,1,True,Regular School,True,03-05,03,05,03,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,101.0,0.0,101.0,0.0,False,False,8.53,True,11.84,83.0,0.8218,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290002503233,2900025,ALLEN VILLAGE HIGH SCHOOL,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,29095,39.051364,-94.592616,3.63,1,True,Regular School,True,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,164.0,0.0,164.0,0.0,False,False,10.96,True,14.96,123.0,0.75,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2020-2021,290002702808,2900027,UNIVERSITY ACADEMY-UPPER,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,29095,39.003423,-94.578839,6.86,1,True,Regular School,True,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,227.0,0.0,227.0,0.0,False,False,20.8,True,10.91,118.0,0.5198,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2020-2021,290002702914,2900027,UNIVERSITY ACADEMY-MIDDLE,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,29095,39.003423,-94.578839,6.86,1,True,Regular School,True,06-08,06,08,06,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,250.0,0.0,250.0,0.0,False,False,15.75,True,15.87,163.0,0.652,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Middle
2020-2021,290002702915,2900027,UNIVERSITY ACADEMY-LOWER,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,29095,39.003423,-94.578839,6.86,1,True,Regular School,True,PK-05,PK,05,PK,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,625.0,13.0,612.0,103.0,True,False,41.85,True,14.93,384.0,0.6144,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290002802749,2900028,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,MO,Jackson County,29095,39.064469,-94.568038,2.69,1,True,Regular School,True,PK-08,PK,08,PK,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,453.0,16.0,437.0,36.0,True,False,34.8,True,13.02,450.0,0.9934,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290002902741,2900029,GUADALUPE CENTERS HIGH SCHOOL,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS SCHOOLS,MO,Jackson County,29095,39.094229,-94.564976,0.91,1,True,Regular School,True,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,414.0,0.0,414.0,0.0,False,False,31.5,True,13.14,271.0,0.6546,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2020-2021,290002903166,2900029,GUADALUPE CENTERS MIDDLE,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS SCHOOLS,MO,Jackson County,29095,39.079253,-94.596945,1.92,1,True,Regular School,True,06-08,06,08,06,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,327.0,0.0,327.0,0.0,False,False,30.0,True,10.9,301.0,0.9205,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Middle
2020-2021,290002903216,2900029,GUADALUPE CENTERS ELEMENTARY,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS SCHOOLS,MO,Jackson County,29095,39.093568,-94.521265,3.1,1,True,Regular School,True,PK-05,PK,05,PK,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,703.0,79.0,624.0,114.0,True,False,54.5,True,12.9,510.0,0.7255,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290003103013,2900031,KIPP ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,29095,39.091598,-94.550778,1.64,1,True,Regular School,True,PK-08,PK,08,PK,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,675.0,16.0,659.0,58.0,True,False,50.0,True,13.5,672.0,0.9956,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290059003127,2900590,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,29095,39.136006,-94.503465,4.61,1,True,Regular School,True,PK-05,PK,05,PK,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,614.0,42.0,572.0,84.0,True,False,58.49,True,10.5,487.0,0.7932,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290059003180,2900590,FRONTIER SCHL OF EXCELLENCE-M,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,29095,39.025086,-94.573564,5.37,1,True,Regular School,True,06-08,06,08,06,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,112.0,0.0,112.0,0.0,False,False,10.25,True,10.93,89.0,0.7946,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Middle
2020-2021,290059003181,2900590,FRONTIER SCHL OF EXCELLENCE-U,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,29095,39.025086,-94.573564,5.37,1,True,Regular School,True,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,180.0,0.0,180.0,0.0,False,False,23.15,True,7.78,139.0,0.7722,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2020-2021,290059003182,2900590,FRONTIER SCHL OF INNOVATION-M,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,29095,39.136342,-94.504434,4.57,1,True,Regular School,True,06-08,06,08,06,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,322.0,0.0,322.0,0.0,False,False,27.01,True,11.92,261.0,0.8106,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Middle
2020-2021,290059003232,2900590,FRONTIER STEM HIGH SCHOOL,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,29095,39.131057,-94.507006,4.28,1,True,Regular School,True,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,367.0,0.0,367.0,0.0,False,False,29.6,True,12.4,300.0,0.8174,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,High
2020-2021,290059303176,2900593,DeLaSalle Charter High School,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson County,29095,39.058451,-94.571505,3.08,1,True,Regular School,True,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,162.0,0.0,162.0,0.0,False,False,10.39,True,15.59,159.0,0.9815,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2020-2021,290059703195,2900597,Ewing Marion Kauffman Middle,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,29095,39.011582,-94.567156,6.32,1,True,Regular School,True,05-08,05,08,05,08,11,City: Large,City,11,City: Large,City,No virtual instruction,False,776.0,0.0,776.0,0.0,False,False,65.5,True,11.85,627.0,0.808,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Middle
2020-2021,290060103194,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,29095,39.068236,-94.550288,2.8,1,True,Regular School,True,KG-04,KG,04,KG,04,11,City: Large,City,11,City: Large,City,No virtual instruction,False,114.0,0.0,114.0,38.0,False,False,10.0,True,11.4,111.0,0.9737,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,39.101946,-94.586664,0.47,1,True,Regular School,True,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,379.0,19.0,360.0,49.0,True,False,32.5,True,11.66,212.0,0.5594,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290060403209,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,29095,38.984194,-94.576428,8.19,1,True,Regular School,True,PK-06,PK,06,PK,06,11,City: Large,City,11,City: Large,City,No virtual instruction,False,255.0,12.0,243.0,46.0,True,False,17.5,True,14.57,252.0,0.9882,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,11,City,Primary
2020-2021,290320000024,2903200,CASS CO. ELEM.,ARCHIE R-V,ARCHIE R-V,MO,Cass County,29037,38.484168,-94.355837,44.38,1,True,Regular School,False,PK-05,PK,05,PK,05,42,Rural: Distant,Rural,42,Rural: Distant,Rural,No virtual instruction,False,218.0,5.0,213.0,28.0,True,False,16.99,True,12.83,74.0,0.3394,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,42,Rural,Primary
2020-2021,290320000025,2903200,ARCHIE HIGH,ARCHIE R-V,ARCHIE R-V,MO,Cass County,29037,38.484168,-94.355837,44.38,1,True,Regular School,False,06-12,06,12,06,12,42,Rural: Distant,Rural,42,Rural: Distant,Rural,No virtual instruction,False,282.0,0.0,282.0,0.0,False,False,20.98,True,13.44,84.0,0.2979,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,42,Rural,High
2020-2021,290462000051,2904620,CAMBRIDGE ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,38.799696,-94.536603,21.05,1,True,Regular School,False,KG-04,KG,04,KG,04,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,323.0,0.0,323.0,74.0,False,False,19.44,True,16.62,140.0,0.4334,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2020-2021,290462000052,2904620,GLADDEN ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,38.821901,-94.542887,19.49,1,True,Regular School,False,KG-04,KG,04,KG,04,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,449.0,0.0,449.0,100.0,False,False,26.7,True,16.82,223.0,0.4967,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2020-2021,290462000053,2904620,HILLCREST STEAM ACADEMY,BELTON 124,BELTON 124,MO,Cass County,29037,38.814284,-94.542135,20.02,1,True,Regular School,False,KG-06,KG,06,KG,06,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,500.0,0.0,500.0,67.0,False,False,32.37,True,15.45,166.0,0.332,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290462000055,2904620,BELTON HIGH,BELTON 124,BELTON 124,MO,Cass County,29037,38.813735,-94.552162,20.01,1,True,Regular School,False,09-12,09,12,09,12,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,1447.0,0.0,1447.0,0.0,False,False,84.01,True,17.22,480.0,0.3317,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,True,21,Suburb,High
2020-2021,290462002724,2904620,MILL CREEK UPPER ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,38.810556,-94.550354,20.24,1,True,Regular School,False,05-06,05,06,05,06,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,514.0,0.0,514.0,0.0,False,False,32.51,True,15.81,206.0,0.4008,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,21,Suburb,Middle
2020-2021,290462002725,2904620,GRACE EARLY CHILD.  ED. CTR.,BELTON 124,BELTON 124,MO,Cass County,29037,38.812934,-94.547446,20.09,1,True,Regular School,False,PK-PK,PK,PK,PK,PK,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,249.0,249.0,0.0,,True,True,14.79,True,16.84,95.0,0.3815,True,Standalone Early Childhood,11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Prekindergarten
2020-2021,290462002988,2904620,KENTUCKY TRAIL ELEM.,BELTON 124,BELTON 124,MO,Cass County,29037,38.826496,-94.494868,19.6,1,True,Regular School,False,KG-04,KG,04,KG,04,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,385.0,0.0,385.0,83.0,False,False,24.34,True,15.82,151.0,0.3922,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2020-2021,290462003025,2904620,BELTON MIDDLE SCHOOL,BELTON 124,BELTON 124,MO,Cass County,29037,38.80685,-94.535941,20.57,1,True,Regular School,False,07-08,07,08,07,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,716.0,0.0,716.0,0.0,False,False,46.98,True,15.24,255.0,0.3561,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Middle
2020-2021,290531000078,2905310,CORDILL-MASON ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,38.980111,-94.270406,18.55,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,816.0,13.0,803.0,123.0,True,False,46.13,True,17.69,194.0,0.2377,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531000080,2905310,FRANKLIN SMITH ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.002857,-94.284989,17.16,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,421.0,6.0,415.0,67.0,True,False,29.45,True,14.3,185.0,0.4394,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531000082,2905310,JAMES LEWIS ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.048735,-94.272466,16.8,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,494.0,21.0,473.0,75.0,True,False,30.54,True,16.18,133.0,0.2692,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2020-2021,290531000083,2905310,JAMES WALKER ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.017413,-94.259349,18.08,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,458.0,12.0,446.0,68.0,True,False,28.08,True,16.31,210.0,0.4585,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531000084,2905310,JOHN NOWLIN ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.03117,-94.321932,14.59,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,460.0,9.0,451.0,73.0,True,False,30.65,True,15.01,162.0,0.3522,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.027389,-94.286936,16.45,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,2425.0,0.0,2425.0,0.0,False,False,106.82,True,22.7,767.0,0.3163,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2020-2021,290531000086,2905310,THOMAS J. ULTICAN ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.019857,-94.286106,16.67,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,479.0,14.0,465.0,80.0,True,False,27.75,True,17.26,196.0,0.4092,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531000087,2905310,WILLIAM YATES ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.053101,-94.376399,11.34,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,374.0,10.0,364.0,59.0,True,False,27.4,True,13.65,153.0,0.4091,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531000170,2905310,BLUE SPRINGS SOUTH HIGH,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.003824,-94.252841,18.73,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,2152.0,0.0,2152.0,0.0,False,False,117.55,True,18.31,459.0,0.2133,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2020-2021,290531000200,2905310,VALLEY VIEW HIGH,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.031269,-94.320245,14.68,1,True,Alternative,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,0.0,0.0,0.0,0.0,False,False,13.58,True,0.0,,,False,Alternative,11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,High
2020-2021,290531000270,2905310,LIGGETT TRAIL EDUCATION CENTER,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,38.984439,-94.294288,17.27,1,True,Regular School,False,PK-12,PK,12,PK,12,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,0.0,0.0,0.0,0.0,False,False,11.5,True,0.0,,,False,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,21,Suburb,Other
2020-2021,290531000943,2905310,BRITTANY HILL MIDDLE,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.050615,-94.263399,17.25,1,True,Regular School,False,06-08,06,08,06,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,862.0,0.0,862.0,0.0,False,False,51.42,True,16.76,261.0,0.3028,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2020-2021,290531001706,2905310,MORELAND RIDGE MIDDLE,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,38.984985,-94.277789,18.04,1,True,Regular School,False,06-08,06,08,06,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,1079.0,0.0,1079.0,0.0,False,False,57.52,True,18.76,383.0,0.355,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2020-2021,290531002367,2905310,DANIEL YOUNG ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,38.99278,-94.262442,18.55,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,371.0,25.0,346.0,56.0,True,False,25.97,True,14.29,135.0,0.3639,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2020-2021,290531002488,2905310,WILLIAM BRYANT ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.004425,-94.256774,18.52,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,420.0,7.0,413.0,72.0,True,False,23.25,True,18.06,146.0,0.3476,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531002549,2905310,LUCY FRANKLIN ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.045765,-94.260413,17.48,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,623.0,10.0,613.0,83.0,True,False,37.08,True,16.8,130.0,0.2087,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531002682,2905310,CHAPEL LAKES ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,38.979392,-94.364051,14.29,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,588.0,17.0,571.0,111.0,True,False,30.8,True,19.09,95.0,0.1616,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290531002736,2905310,DELTA WOODS MIDDLE,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,38.992039,-94.355351,14.18,1,True,Regular School,False,06-08,06,08,06,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,798.0,0.0,798.0,0.0,False,False,46.86,True,17.03,151.0,0.1892,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2020-2021,290531002737,2905310,SUNNY POINTE ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.043736,-94.313157,14.77,1,True,Regular School,False,PK-05,PK,05,PK,05,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,533.0,13.0,520.0,76.0,True,False,34.9,True,15.27,201.0,0.3771,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,True,21,Suburb,Primary
2020-2021,290531002835,2905310,PAUL KINDER MIDDLE SCHOOL,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.042104,-94.311931,14.87,1,True,Regular School,False,06-08,06,08,06,08,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,No virtual instruction,False,820.0,0.0,820.0,0.0,False,False,48.49,True,16.91,295.0,0.3598,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,21,Suburb,Middle
2020-2021,290531002836,2905310,VOY SPEARS JR. ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,39.017278,-94.37209,12.52,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,No virtual instruction,False,514.0,9.0,505.0,82.0,True,False,35.6,True,14.44,59.0,0.1148,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,21,Suburb,Primary
2020-2021,290825000223,2908250,BOONE ELEM.,CENTER 58,CENTER 58,MO,Jackson County,29095,38.967584,-94.594007,9.38,1,True,Regular School,False,KG-05,KG,05,KG,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,288.0,0.0,288.0,45.0,False,False,28.72,True,10.03,112.0,0.3889,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2020-2021,290825000224,2908250,CENTER ELEM.,CENTER 58,CENTER 58,MO,Jackson County,29095,38.974215,-94.56382,8.91,1,True,Regular School,False,KG-05,KG,05,KG,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,311.0,0.0,311.0,33.0,False,False,27.39,True,11.35,308.0,0.9904,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
2020-2021,290825000225,2908250,CENTER SR. HIGH,CENTER 58,CENTER 58,MO,Jackson County,29095,38.96829,-94.57976,9.29,1,True,Regular School,False,09-12,09,12,09,12,11,City: Large,City,11,City: Large,City,No virtual instruction,False,692.0,0.0,692.0,0.0,False,False,59.3,True,11.67,371.0,0.5361,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,High
2020-2021,290825000226,2908250,INDIAN CREEK ELEM.,CENTER 58,CENTER 58,MO,Jackson County,29095,38.950363,-94.588275,10.54,1,True,Regular School,False,KG-05,KG,05,KG,05,11,City: Large,City,11,City: Large,City,No virtual instruction,False,267.0,0.0,267.0,41.0,False,False,25.23,True,10.58,264.0,0.9888,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,11,City,Primary
