school_year,nces_lea_id,district_name,lea_name,state,county_primary,operating_schools_count,regular_schools_count,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_reported_fte,teachers_k12_fte,teachers_k12_fte_components,teachers_sum_diff_reported,paraprofessionals_fte,instructional_coordinators_fte,counselors_fte,psychologists_fte,student_support_staff_fte,librarians_fte,school_administrators_fte,school_admin_support_fte,lea_administrators_fte,lea_admin_support_fte,other_support_staff_fte,total_staff_fte,teacher_k12_valid,students_per_teacher_fte_k12,students_per_teacher_para_fte_k12,teachers_k12_per_1000,paraprofessionals_per_1000,counselors_per_1000,school_administrators_per_1000,lea_total_operating_schools_national,lea_operating_schools_in_region,lea_operating_schools_outside_region,lea_geographic_coverage_share,lea_fully_within_region
2017-2018,2900597,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,2,2,962,0,962,0,0.0,0.0,0.0,90.4,0.0,90.4,90.4,90.4,0.0,5.0,6.6,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,106.0,True,10.64,10.08,93.97,5.2,0.0,3.12,2,2,0,1.0,True
2017-2018,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,1,1,113,0,113,36,0.0,2.0,6.2,0.0,0.0,8.2,8.2,8.2,0.0,3.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5,1.0,16.5,True,13.78,9.42,72.57,33.63,0.0,17.7,1,1,0,1.0,True
2017-2018,2900603,CROSSROADS CHARTER SCHOOLS,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,2,2,683,0,683,106,0.0,8.53,49.47,4.1,0.0,62.1,62.1,62.1,0.0,7.0,1.0,2.0,0.0,0.0,0.0,3.5,0.0,1.0,9.5,0.0,86.1,True,11.0,9.88,90.92,10.25,2.93,5.12,2,2,0,1.0,True
2017-2018,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,1,1,207,17,190,44,0.0,4.0,9.75,0.0,0.0,13.75,13.75,13.75,0.0,5.65,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,23.65,True,13.82,9.79,72.37,29.74,0.0,5.26,1,1,0,1.0,True
2017-2018,2900612,CITIZENS OF THE WORLD CHARTER,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,1,1,221,0,221,93,0.0,6.41,11.99,0.0,0.0,18.4,18.4,18.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,29.4,True,12.01,12.01,83.26,0.0,0.0,4.52,1,1,0,1.0,True
2017-2018,2903200,ARCHIE R-V,ARCHIE R-V,MO,Cass County,2,2,537,6,531,34,1.05,2.24,14.83,24.73,0.0,42.85,41.8,41.8,-0.0,6.38,0.22,0.81,0.0,0.0,0.51,3.0,0.0,1.0,4.62,6.0,65.39,True,12.7,11.02,78.72,12.02,1.53,5.65,2,2,0,1.0,True
2017-2018,2904620,BELTON 124,BELTON 124,MO,Cass County,9,8,4868,306,4562,355,14.93,18.89,148.56,129.37,0.0,311.75,296.82,296.82,0.0,67.95,13.5,13.0,0.0,0.0,7.93,15.0,0.0,5.0,41.5,83.33,558.96,True,15.37,12.51,65.06,14.89,2.85,3.29,9,9,0,1.0,True
2017-2018,2905310,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,22,21,14489,161,14328,998,19.31,57.38,348.84,459.74,0.0,885.27,865.96,865.96,0.0,145.63,19.0,34.72,0.0,0.0,12.86,46.0,14.0,6.0,0.0,157.37,1320.85,True,16.55,14.16,60.44,10.16,2.42,3.21,22,22,0,1.0,True
2017-2018,2908250,CENTER 58,CENTER 58,MO,Jackson County,8,6,2625,162,2463,219,9.25,11.0,89.4,111.4,0.0,221.05,211.8,211.8,0.0,45.0,9.42,6.75,0.0,0.0,2.8,11.8,0.0,2.0,27.0,98.2,424.02,True,11.63,9.59,85.99,18.27,2.74,4.79,8,8,0,1.0,True
2017-2018,2910320,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,3,3,835,45,790,67,2.13,4.91,23.64,31.89,0.0,62.57,60.44,60.44,0.0,17.71,3.2,3.0,0.0,0.0,0.66,3.0,0.0,1.0,7.0,20.0,118.14,True,13.07,10.11,76.51,22.42,3.8,3.8,3,3,0,1.0,True
2017-2018,2911070,DREXEL R-IV,DREXEL R-IV,MO,Cass County,2,2,342,30,312,17,1.0,0.41,12.31,16.78,0.0,30.5,29.5,29.5,0.0,7.0,0.5,1.0,0.0,0.0,0.8,2.0,0.0,1.0,4.0,8.58,55.38,True,10.58,8.55,94.55,22.44,3.21,6.41,2,2,0,1.0,True
2017-2018,2911160,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,1,1,125,10,115,16,0.0,1.23,12.22,0.0,0.0,13.45,13.45,13.45,0.0,3.75,0.0,0.0,0.0,0.0,0.35,0.8,0.0,0.5,2.0,2.2,23.05,True,8.55,6.69,116.96,32.61,0.0,6.96,1,1,0,1.0,True
2017-2018,2911650,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,7,5,2841,76,2765,216,7.0,12.2,76.66,130.21,0.0,226.07,219.07,219.07,0.0,32.5,19.3,7.0,0.0,0.0,4.0,10.0,0.0,4.0,24.0,41.0,367.87,True,12.62,10.99,79.23,11.75,2.53,3.62,7,7,0,1.0,True
2017-2018,2912290,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,11,8,5069,119,4950,360,10.4,22.12,157.73,151.95,0.0,342.2,331.8,331.8,0.0,87.58,9.6,15.0,0.0,0.0,13.0,13.9,1.0,6.75,90.0,85.42,664.45,True,14.92,11.8,67.03,17.69,3.03,2.81,11,11,0,1.0,True
2017-2018,2913080,GRAIN VALLEY R-V,GRAIN VALLEY R-V,MO,Jackson County,8,7,4433,109,4324,320,9.4,18.8,142.87,156.73,0.0,327.8,318.4,318.4,-0.0,72.0,6.0,10.0,0.0,0.0,7.0,18.0,0.0,3.0,0.0,0.0,443.8,True,13.58,11.08,73.64,16.65,2.31,4.16,8,8,0,1.0,True
2017-2018,2913140,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,9,7,4301,141,4160,320,5.8,18.4,148.05,121.25,0.0,293.5,287.7,287.7,0.0,47.63,8.0,14.0,0.0,0.0,7.0,15.0,0.0,5.0,0.0,0.0,390.13,True,14.46,12.41,69.16,11.45,3.37,3.61,9,9,0,1.0,True
2017-2018,2913680,HARDIN-CENTRAL C-2,HARDIN-CENTRAL C-2,MO,Ray County,2,2,84,0,84,5,0.96,1.17,9.13,10.19,0.0,21.45,20.49,20.49,0.0,3.0,0.0,0.47,0.0,0.0,0.8,1.0,0.0,1.0,2.0,4.0,33.72,True,4.1,3.58,243.93,35.71,5.6,11.9,2,2,0,1.0,True
2017-2018,2913760,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,7,5,2537,140,2397,167,4.44,11.38,62.78,114.92,0.0,193.52,189.08,189.08,0.0,26.4,4.6,10.0,0.0,0.0,3.98,8.5,0.0,5.0,26.0,112.0,390.0,True,12.68,11.12,78.88,11.01,4.17,3.55,7,7,0,1.0,True
2017-2018,2914340,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,15,14,6019,469,5550,504,33.96,35.54,207.5,162.93,0.0,439.93,405.97,405.97,0.0,85.0,14.24,15.4,0.0,0.0,11.0,18.0,0.0,6.66,0.0,1.0,591.23,True,13.67,11.3,73.15,15.32,2.77,3.24,15,15,0,1.0,True
2017-2018,2915480,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,30,27,15143,851,14292,1122,25.0,70.8,404.97,443.85,0.0,944.62,919.62,919.62,0.0,228.46,21.0,35.0,0.0,0.0,21.0,52.0,0.0,9.0,135.6,417.68,1864.36,True,15.54,12.45,64.35,15.99,2.45,3.64,30,30,0,1.0,True
2017-2018,2916400,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,35,33,15370,1162,14208,1239,59.0,79.8,518.62,406.78,0.0,1064.2,1005.2,1005.2,0.0,223.12,22.5,43.0,0.0,0.0,27.97,65.7,0.0,8.5,73.0,581.0,2108.99,True,14.13,11.57,70.75,15.7,3.03,4.62,35,35,0,1.0,True
2017-2018,2916450,KEARNEY R-I,KEARNEY R-I,MO,Clay County,7,7,3507,50,3457,252,4.0,12.0,93.44,125.5,0.0,234.94,230.94,230.94,0.0,57.12,2.7,8.0,0.0,0.0,7.0,11.5,0.0,3.7,0.0,14.14,339.1,True,14.97,12.0,66.8,16.52,2.31,3.33,7,7,0,1.0,True
2017-2018,2918220,LAWSON R-XIV,LAWSON R-XIV,MO,Ray County,3,3,1159,16,1143,72,1.24,4.76,24.47,46.62,0.0,77.09,75.85,75.85,-0.0,9.12,1.5,2.0,0.0,0.0,1.6,5.5,0.32,1.0,7.5,13.5,119.13,True,15.07,13.45,66.36,7.98,1.75,4.81,3,3,0,1.0,True
2017-2018,2918300,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,27,25,18287,359,17928,1216,29.7,69.33,511.88,610.23,0.0,1221.14,1191.44,1191.44,0.0,207.0,8.0,42.54,0.0,0.0,19.0,56.0,0.0,6.0,161.0,792.1,2512.78,True,15.05,12.82,66.46,11.55,2.37,3.12,27,27,0,1.0,True
2017-2018,2918540,LIBERTY 53,LIBERTY 53,MO,Clay County,20,17,12611,265,12346,875,25.15,49.85,314.15,417.36,0.0,806.51,781.36,781.36,0.0,141.95,9.24,31.05,0.0,0.0,14.15,41.33,0.0,6.0,80.0,640.0,1770.23,True,15.8,13.37,63.29,11.5,2.51,3.35,20,20,0,1.0,True
2017-2018,2919230,LONE JACK C-6,LONE JACK C-6,MO,Jackson County,2,2,676,53,623,55,1.5,3.17,19.57,24.94,0.0,49.18,47.68,47.68,0.0,9.3,0.5,1.88,0.0,0.0,1.62,3.0,0.0,1.0,7.0,8.0,81.48,True,13.07,10.93,76.53,14.93,3.02,4.82,2,2,0,1.0,True
2017-2018,2921060,MISSOURI CITY 56,MISSOURI CITY 56,MO,Clay County,1,1,19,0,19,2,0.0,0.56,3.23,0.0,0.0,3.79,3.79,3.79,0.0,0.8,0.0,0.2,0.0,0.0,0.2,0.45,0.15,0.0,1.5,1.1,8.19,True,5.01,4.14,199.47,42.11,10.53,23.68,1,1,0,1.0,True
2017-2018,2922800,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,32,30,20309,628,19681,1502,41.41,90.83,540.81,721.49,0.0,1394.54,1353.13,1353.13,0.0,244.0,20.52,48.49,0.0,0.0,27.0,69.18,0.0,5.0,201.05,861.18,2870.96,True,14.54,12.32,68.75,12.4,2.46,3.52,32,32,0,1.0,True
2017-2018,2922830,NORTH PLATTE CO. R-I,NORTH PLATTE CO. R-I,MO,Platte County,5,4,602,0,602,50,1.0,3.41,20.64,27.24,0.0,52.29,51.29,51.29,0.0,9.0,1.69,2.0,0.0,0.0,1.0,2.65,0.0,1.0,0.0,0.0,69.63,True,11.74,9.99,85.2,14.95,3.32,4.4,5,5,0,1.0,True
2017-2018,2923010,OAK GROVE R-VI,OAK GROVE R-VI,MO,Jackson County,4,4,1980,34,1946,152,3.7,10.0,49.0,78.15,0.0,140.85,137.15,137.15,0.0,24.0,4.43,5.0,0.0,0.0,4.0,6.0,3.0,2.0,0.12,0.28,189.68,True,14.19,12.08,70.48,12.33,2.57,3.08,4,4,0,1.0,True
2017-2018,2923220,ORRICK R-XI,ORRICK R-XI,MO,Ray County,2,2,306,18,288,16,1.03,1.12,12.42,14.5,0.0,29.07,28.04,28.04,0.0,8.0,0.5,0.93,0.0,0.0,0.0,2.0,0.0,1.0,3.5,6.63,51.63,True,10.27,7.99,97.36,27.78,3.23,6.94,2,2,0,1.0,True
2017-2018,2923550,PARK HILL,PARK HILL,MO,Platte County,17,16,11878,441,11437,831,20.8,45.27,299.61,416.67,0.0,782.35,761.55,761.55,-0.0,132.98,4.5,29.0,0.0,0.0,17.0,34.75,0.0,6.0,91.1,392.32,1490.0,True,15.02,12.79,66.59,11.63,2.54,3.04,17,17,0,1.0,True
2017-2018,2923730,RAYMORE-PECULIAR R-II,RAYMORE-PECULIAR R-II,MO,Cass County,9,9,6251,171,6080,402,6.59,25.26,166.55,205.65,0.0,404.05,397.46,397.46,-0.0,70.0,9.49,15.86,0.0,0.0,9.27,20.41,10.0,4.0,14.37,154.0,711.45,True,15.3,13.01,65.37,11.51,2.61,3.36,9,9,0,1.0,True
2017-2018,2925230,PLATTE CO. R-III,PLATTE CO. R-III,MO,Platte County,7,6,4164,85,4079,298,5.1,18.37,138.93,128.59,0.0,290.99,285.89,285.89,0.0,50.0,7.0,11.6,0.0,0.0,1.52,13.0,0.0,5.0,0.0,0.0,379.11,True,14.27,12.14,70.09,12.26,2.84,3.19,7,7,0,1.0,True
2017-2018,2925330,PLEASANT HILL R-III,PLEASANT HILL R-III,MO,Cass County,5,5,2200,44,2156,163,3.03,9.55,64.5,62.63,0.0,139.71,136.68,136.68,0.0,22.67,3.75,6.96,0.0,0.0,5.75,6.41,0.0,3.0,17.75,24.0,230.0,True,15.77,13.53,63.4,10.51,3.23,2.97,5,5,0,1.0,True
2017-2018,2926070,RAYTOWN C-2,RAYTOWN C-2,MO,Jackson County,19,16,9424,719,8705,599,19.0,35.57,262.56,330.63,0.0,647.76,628.76,628.76,0.0,177.3,21.8,27.0,0.0,0.0,10.0,30.0,0.0,8.2,92.0,338.73,1352.79,True,13.84,10.8,72.23,20.37,3.1,3.45,19,19,0,1.0,True
2017-2018,2926480,RICHMOND R-XVI,RICHMOND R-XVI,MO,Ray County,4,4,1456,0,1456,105,2.5,5.0,46.7,52.65,0.0,106.85,104.35,104.35,0.0,15.0,1.6,5.0,0.0,0.0,2.0,6.0,2.0,2.0,8.0,22.42,170.87,True,13.95,12.2,71.67,10.3,3.43,4.12,4,4,0,1.0,True
2017-2018,2928410,SMITHVILLE R-II,SMITHVILLE R-II,MO,Clay County,4,4,2631,40,2591,160,6.0,10.07,58.81,91.71,0.0,166.59,160.59,160.59,0.0,43.5,5.1,5.9,0.0,0.0,3.9,9.8,0.9,3.0,17.5,20.5,276.69,True,16.13,12.7,61.98,16.79,2.28,3.78,4,4,0,1.0,True
2017-2018,2929670,STRASBURG C-3,STRASBURG C-3,MO,Cass County,1,1,118,0,118,7,0.0,1.23,11.77,0.0,0.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.1,21.1,True,9.08,9.08,110.17,0.0,0.0,0.0,1,1,0,1.0,True
2017-2018,2931710,WEST PLATTE CO. R-II,WEST PLATTE CO. R-II,MO,Platte County,2,2,657,53,604,47,2.43,4.59,26.91,28.08,0.0,62.01,59.58,59.58,0.0,7.43,4.0,1.8,0.0,0.0,1.95,2.86,0.0,1.0,5.0,11.42,97.47,True,10.14,9.01,98.64,12.3,2.98,4.74,2,2,0,1.0,True
2017-2018,2931800,MIDWAY R-I,MIDWAY R-I,MO,Cass County,2,2,429,0,429,36,0.07,2.25,17.18,19.34,0.0,38.84,38.77,38.77,0.0,9.0,0.5,2.0,0.0,0.0,1.9,2.0,0.0,1.0,4.0,9.0,68.24,True,11.07,8.98,90.37,20.98,4.66,4.66,2,2,0,1.0,True
2018-2019,2000018,School for Blind,School for Blind,KS,Wyandotte County,2,0,28,0,28,0,0.0,1.3,2.0,6.2,0.0,9.5,9.5,9.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,21.0,True,2.95,2.95,339.29,0.0,0.0,35.71,2,2,0,1.0,True
2018-2019,2000019,School for Deaf,School for Deaf,KS,Johnson County,2,0,114,14,100,2,3.0,5.0,7.0,15.2,0.0,30.2,27.2,27.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,35.2,True,3.68,3.68,272.0,0.0,0.0,20.0,2,2,0,1.0,True
2018-2019,2000025,Lansing Correctional Facility,Lansing Correctional Facility,KS,Leavenworth County,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,0,0,0,0.0,True
2018-2019,2003780,Basehor-Linwood,Basehor-Linwood,KS,Leavenworth County,5,5,2730,42,2688,202,2.0,30.7,50.6,85.2,0.0,168.5,166.5,166.5,0.0,42.4,0.5,5.9,0.0,0.0,2.0,9.0,9.3,5.0,4.0,44.2,290.8,True,16.14,12.87,61.94,15.77,2.19,3.35,5,5,0,1.0,True
2018-2019,2004050,Bonner Springs,Bonner Springs,KS,Wyandotte County,5,5,2739,68,2671,194,3.0,52.95,56.0,83.5,0.0,195.45,192.45,192.45,0.0,51.0,6.33,8.0,0.0,0.0,2.0,11.6,13.0,1.0,9.0,54.0,351.38,True,13.88,10.97,72.05,19.09,3.0,4.34,5,5,0,1.0,True
2018-2019,2005490,De Soto,De Soto,KS,Johnson County,12,12,7422,196,7226,482,7.0,98.0,128.5,260.3,0.0,493.8,486.8,486.8,0.0,95.3,9.0,17.8,0.0,0.0,12.0,26.0,21.8,4.0,10.0,106.9,796.6,True,14.84,12.41,67.37,13.19,2.46,3.6,12,12,0,1.0,True
2018-2019,2005640,Easton,Easton,KS,Leavenworth County,3,3,657,8,649,49,1.0,13.65,11.2,32.15,0.0,58.0,57.0,57.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.05,0.0,1.0,2.7,18.4,86.15,True,11.39,11.39,87.83,0.0,3.08,4.7,3,3,0,1.0,True
2018-2019,2006330,Ft Leavenworth,Ft Leavenworth,KS,Leavenworth County,4,4,1840,160,1680,239,9.0,37.0,61.5,22.5,0.0,130.0,121.0,121.0,0.0,36.9,8.0,4.0,0.0,0.0,4.0,5.0,3.2,3.0,7.0,42.7,243.8,True,13.88,10.64,72.02,21.96,2.38,2.98,4,4,0,1.0,True
2018-2019,2006420,Gardner Edgerton,Gardner Edgerton,KS,Johnson County,11,11,6120,300,5820,430,16.0,93.6,97.5,244.0,0.0,451.1,435.1,435.1,0.0,128.8,0.0,14.0,0.0,0.0,11.0,28.0,16.6,2.0,15.0,94.6,761.1,True,13.38,10.32,74.76,22.13,2.41,4.81,11,11,0,1.0,True
2018-2019,2007950,Kansas City,Kansas City,KS,Wyandotte County,47,47,23292,1459,21833,1703,84.0,400.25,464.83,699.98,0.0,1649.06,1565.06,1565.06,0.0,277.0,99.61,54.0,0.0,0.0,24.5,100.0,113.0,1.0,58.0,841.0,3217.17,True,13.95,11.85,71.68,12.69,2.47,4.58,47,47,0,1.0,True
2018-2019,2008340,Lansing,Lansing,KS,Leavenworth County,4,4,2563,54,2509,116,8.0,38.02,42.98,96.7,0.0,185.7,177.7,177.7,0.0,39.7,0.0,3.0,0.0,0.0,1.0,10.0,6.8,4.0,4.0,48.1,302.3,True,14.12,11.54,70.83,15.82,1.2,3.99,4,4,0,1.0,True
2018-2019,2008430,Leavenworth,Leavenworth,KS,Leavenworth County,7,6,3871,155,3716,269,7.0,76.9,76.0,107.0,0.0,266.9,259.9,259.9,0.0,106.0,6.0,10.0,0.0,0.0,2.0,20.0,16.0,2.0,9.0,101.0,538.9,True,14.3,10.16,69.94,28.53,2.69,5.38,7,7,0,1.0,True
2018-2019,2008970,Louisburg,Louisburg,KS,Miami County,4,4,1778,94,1684,112,4.0,14.5,31.6,59.7,0.0,109.8,105.8,105.8,0.0,15.0,0.0,1.0,0.0,0.0,2.0,6.0,8.0,1.1,4.0,66.0,212.9,True,15.92,13.94,62.83,8.91,0.59,3.56,4,4,0,1.0,True
2018-2019,2010140,Olathe,Olathe,KS,Johnson County,50,50,30022,989,29033,2112,69.7,434.6,552.7,1132.75,0.0,2189.75,2120.05,2120.05,0.0,668.7,39.3,84.0,0.0,0.0,51.7,94.9,106.7,10.0,34.9,530.7,3810.65,True,13.69,10.41,73.02,23.03,2.89,3.27,50,50,0,1.0,True
2018-2019,2010260,Osawatomie,Osawatomie,KS,Miami County,4,4,1164,95,1069,77,3.0,10.0,25.0,40.6,0.0,78.6,75.6,75.6,0.0,2.0,2.0,2.0,0.0,0.0,1.0,5.1,5.0,0.9,3.0,49.0,148.6,True,14.14,13.78,70.72,1.87,1.87,4.77,4,4,0,1.0,True
2018-2019,2010500,Paola,Paola,KS,Miami County,4,4,1963,42,1921,128,1.0,20.5,43.0,72.1,0.0,136.6,135.6,135.6,0.0,242.0,0.0,3.0,0.0,0.0,2.9,7.0,13.0,3.0,6.0,36.0,449.5,True,14.17,5.09,70.59,125.98,1.56,3.64,4,4,0,1.0,True
2018-2019,2010680,Piper-Kansas City,Piper-Kansas City,KS,Wyandotte County,4,4,2430,120,2310,170,7.0,29.0,44.0,72.3,0.0,152.3,145.3,145.3,0.0,32.0,2.8,6.0,0.0,0.0,2.0,9.0,6.0,1.0,4.0,37.7,252.8,True,15.9,13.03,62.9,13.85,2.6,3.9,4,4,0,1.0,True
2018-2019,2011640,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,44,44,27590,783,26807,2023,34.0,415.9,602.9,727.19,0.0,1779.99,1745.99,1745.99,0.0,521.0,46.5,30.5,0.0,0.0,34.0,87.7,83.0,9.4,52.5,510.4,3154.99,True,15.35,11.82,65.13,19.44,1.14,3.27,44,44,0,1.0,True
2018-2019,2011850,Spring Hill,Spring Hill,KS,Johnson County,8,6,4311,105,4206,317,2.0,50.9,70.0,131.6,0.0,254.5,252.5,252.5,0.0,72.4,7.0,2.0,0.0,0.0,1.0,12.0,15.0,3.0,8.4,56.4,431.7,True,16.66,12.95,60.03,17.21,0.48,2.85,8,8,0,1.0,True
2018-2019,2012000,Blue Valley,Blue Valley,KS,Johnson County,35,35,22783,477,22306,1550,26.8,257.2,453.07,857.16,0.0,1594.23,1567.43,1567.43,0.0,393.8,44.9,63.5,0.0,0.0,40.0,69.0,88.5,6.0,70.0,352.8,2722.73,True,14.23,11.37,70.27,17.65,2.85,3.09,35,35,0,1.0,True
2018-2019,2012210,Tonganoxie,Tonganoxie,KS,Leavenworth County,3,3,1945,22,1923,129,1.0,25.8,43.1,75.4,0.0,145.3,144.3,144.3,0.0,56.6,1.7,5.0,0.0,0.0,0.0,8.0,8.0,2.0,3.5,56.5,286.6,True,13.33,9.57,75.04,29.43,2.6,4.16,3,3,0,1.0,True
2018-2019,2012360,Turner-Kansas City,Turner-Kansas City,KS,Wyandotte County,7,7,4087,179,3908,314,6.0,54.5,82.6,124.9,0.0,268.0,262.0,262.0,0.0,58.0,8.0,9.0,0.0,0.0,0.0,20.0,16.5,4.0,9.0,94.0,486.5,True,14.92,12.21,67.04,14.84,2.3,5.12,7,7,0,1.0,True
2018-2019,2900009,DIVISION OF YOUTH SERVICE,DIVISION OF YOUTH SERVICE,MO,Clay County,5,4,620,0,620,0,0.0,0.0,0.0,115.5,0.0,115.5,115.5,115.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,116.5,True,5.37,5.37,186.29,0.0,0.0,1.61,41,5,36,0.122,False
2018-2019,2900011,B. BANNEKER ACADEMY,B. BANNEKER ACADEMY,MO,Jackson County,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,0,0,0,0.0,True
2018-2019,2900013,KC INTERNATIONAL ACADEMY,KC INTERNATIONAL ACADEMY,MO,Jackson County,1,1,620,0,620,73,0.0,8.45,58.85,0.0,0.0,67.3,67.3,67.3,0.0,2.0,1.0,1.8,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,81.1,True,9.21,8.95,108.55,3.23,2.9,1.61,1,1,0,1.0,True
2018-2019,2900014,HOGAN PREPARATORY ACADEMY,HOGAN PREPARATORY ACADEMY,MO,Jackson County,3,3,987,0,987,45,0.0,2.24,21.76,55.0,0.0,79.0,79.0,79.0,0.0,10.0,2.75,1.0,0.0,0.0,0.0,7.0,0.0,1.0,11.0,0.0,111.75,True,12.49,11.09,80.04,10.13,1.01,7.09,3,3,0,1.0,True
2018-2019,2900015,GORDON PARKS ELEM.,GORDON PARKS ELEM.,MO,Jackson County,1,1,151,0,151,31,0.0,2.46,17.59,0.0,0.0,20.05,20.05,20.05,0.0,2.75,1.2,1.0,0.0,0.0,0.65,1.0,0.0,0.0,1.0,1.0,28.65,True,7.53,6.62,132.78,18.21,6.62,6.62,1,1,0,1.0,True
2018-2019,2900016,GENESIS SCHOOL INC.,GENESIS SCHOOL INC.,MO,Jackson County,1,1,268,0,268,35,0.0,2.0,0.0,20.5,0.0,22.5,22.5,22.5,0.0,4.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,33.5,True,11.91,10.11,83.96,14.93,0.0,11.19,1,1,0,1.0,True
2018-2019,2900017,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson County,2,2,1069,0,1069,187,0.0,10.98,41.27,21.25,0.0,73.5,73.5,73.5,0.0,1.0,1.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,1.0,89.0,True,14.54,14.35,68.76,0.94,0.0,2.81,2,2,0,1.0,True
2018-2019,2900019,SCUOLA VITA NUOVA,SCUOLA VITA NUOVA,MO,Jackson County,1,1,279,0,279,43,0.0,2.42,20.58,0.0,0.0,23.0,23.0,23.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,39.0,True,12.13,10.33,82.44,14.34,3.58,14.34,1,1,0,1.0,True
2018-2019,2900022,MO SCHLS FOR THE SEV DISABLED,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,5,0,796,0,796,19,0.0,0.0,157.0,0.0,0.0,157.0,157.0,157.0,0.0,280.27,0.0,0.0,0.0,0.0,0.0,21.4,0.0,1.0,0.0,1.0,460.67,True,5.07,1.82,197.24,352.1,0.0,26.88,35,5,30,0.1429,False
2018-2019,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,2,2,699,30,669,72,1.0,5.23,31.07,17.5,0.0,54.8,53.8,53.8,0.0,13.0,2.5,2.0,0.0,0.0,0.0,4.9,0.0,1.0,0.0,0.0,78.2,True,12.43,10.01,80.42,19.43,2.99,7.32,2,2,0,1.0,True
2018-2019,2900025,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,2,2,574,0,574,38,0.0,2.17,12.48,16.76,0.0,31.41,31.41,31.41,0.0,11.0,1.5,2.0,0.0,0.0,0.0,1.5,0.0,1.5,3.0,4.0,55.91,True,18.27,13.53,54.72,19.16,3.48,2.61,2,2,0,1.0,True
2018-2019,2900027,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,3,3,1123,0,1123,110,0.0,6.97,35.03,36.3,0.0,78.3,78.3,78.3,0.0,6.0,0.0,2.7,0.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,99.0,True,14.34,13.32,69.72,5.34,2.4,7.12,3,3,0,1.0,True
