school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,school_ptr,enrollment_k12,classroom_teacher_fte,course_code,course_name,subject_area,course_level,num_classes,num_enrolled,num_certified,mean_class_size,certified_share,allocation_wedge
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,201164001539,2011640,Ray Marsh Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,16.7,468.0,28.2,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,291640003322,2916400,LINCOLN COLLEGE ACADEMY MIDDLE,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,22.04,573.0,26.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,201164001550,2011640,Rhein Benninghoven Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.77,414.0,30.2,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,200633000046,2006330,Bradley Elem,Ft Leavenworth,KS,Leavenworth County,20103,Town,Primary,Regular School,1,True,False,False,13.33,369.0,31.5,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,201164001554,2011640,Rosehill Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,14.85,454.0,32.4,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,290061203365,2900612,MIDDLE SCHOOL CAMPUS,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,8.66,115.0,13.28,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,291640000826,2916400,GEORGE MELCHER ELEMENTARY,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,15.27,310.0,20.3,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,290060303201,2900603,CROSSROADS - CENTRAL STREET,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,10.5,358.0,36.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,alg1,Algebra I,Math,Foundation Core,4.0,107.0,,26.75,,3.91
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,geom,Geometry,Math,Foundation Core,8.0,213.0,,26.625,,3.785
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,alg2,Algebra II,Math,Foundation Core,8.0,225.0,,28.125,,5.285
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,advm,Advanced Mathematics,Math,Advanced / Specialized,18.0,352.0,,19.555555555555557,,-3.2844444444444427
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,calc,Calculus,Math,Advanced / Specialized,1.0,12.0,,12.0,,-10.84
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,bio,Biology,Science,Foundation Core,17.0,450.0,,26.470588235294116,,3.630588235294116
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,chem,Chemistry,Science,Foundation Core,15.0,277.0,,18.466666666666665,,-4.373333333333335
2021-2022,2021-22,291640000844,2916400,LINCOLN COLLEGE PREP.,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,22.84,996.0,43.6,phys,Physics,Science,Advanced / Specialized,6.0,125.0,,20.833333333333332,,-2.0066666666666677
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,alg1,Algebra I,Math,Foundation Core,15.0,233.0,,15.533333333333333,,-1.7266666666666683
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,geom,Geometry,Math,Foundation Core,15.0,251.0,,16.733333333333334,,-0.5266666666666673
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,alg2,Algebra II,Math,Foundation Core,7.0,143.0,,20.428571428571427,,3.1685714285714255
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,advm,Advanced Mathematics,Math,Advanced / Specialized,0.0,,,,,
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,calc,Calculus,Math,Advanced / Specialized,3.0,17.0,,5.666666666666667,,-11.593333333333334
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,bio,Biology,Science,Foundation Core,17.0,308.0,,18.11764705882353,,0.8576470588235274
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,chem,Chemistry,Science,Foundation Core,6.0,93.0,,15.5,,-1.7600000000000016
2021-2022,2021-22,292607001525,2926070,RAYTOWN SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.26,1443.0,83.61,phys,Physics,Science,Advanced / Specialized,1.0,5.0,,5.0,,-12.260000000000002
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,292280001290,2922800,RAVENWOOD ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,11.06,363.0,32.81,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,alg1,Algebra I,Math,Foundation Core,21.0,374.0,,17.80952380952381,,3.019523809523811
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,geom,Geometry,Math,Foundation Core,25.0,489.0,,19.56,,4.77
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,alg2,Algebra II,Math,Foundation Core,26.0,426.0,,16.384615384615383,,1.594615384615384
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,advm,Advanced Mathematics,Math,Advanced / Specialized,20.0,258.0,,12.9,,-1.8899999999999988
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,calc,Calculus,Math,Advanced / Specialized,4.0,61.0,,15.25,,0.46000000000000085
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,bio,Biology,Science,Foundation Core,39.0,708.0,,18.153846153846153,,3.363846153846154
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,chem,Chemistry,Science,Foundation Core,35.0,580.0,,16.571428571428573,,1.7814285714285738
2021-2022,2021-22,201014001793,2010140,Olathe Northwest High School,Olathe,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,14.79,1908.0,129.0,phys,Physics,Science,Advanced / Specialized,13.0,285.0,,21.923076923076923,,7.133076923076924
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,alg1,Algebra I,Math,Foundation Core,,,,,,
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,geom,Geometry,Math,Foundation Core,,,,,,
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,alg2,Algebra II,Math,Foundation Core,,,,,,
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,calc,Calculus,Math,Advanced / Specialized,,,,,,
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,bio,Biology,Science,Foundation Core,,,,,,
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,chem,Chemistry,Science,Foundation Core,,,,,,
2021-2022,2021-22,201014001760,2010140,Clearwater Creek Elementary,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.96,518.0,33.9,phys,Physics,Science,Advanced / Specialized,,,,,,
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,alg1,Algebra I,Math,Foundation Core,22.0,494.0,,22.454545454545453,,4.724545454545453
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,geom,Geometry,Math,Foundation Core,16.0,342.0,,21.375,,3.6449999999999996
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,alg2,Algebra II,Math,Foundation Core,14.0,287.0,,20.5,,2.7699999999999996
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,advm,Advanced Mathematics,Math,Advanced / Specialized,13.0,148.0,,11.384615384615385,,-6.345384615384615
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,calc,Calculus,Math,Advanced / Specialized,4.0,10.0,,2.5,,-15.23
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,bio,Biology,Science,Foundation Core,19.0,784.0,,41.26315789473684,,23.533157894736842
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,chem,Chemistry,Science,Foundation Core,8.0,160.0,,20.0,,2.2699999999999996
2021-2022,2021-22,291548000724,2915480,WILLIAM CHRISMAN HIGH,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,17.73,1470.0,82.89,phys,Physics,Science,Advanced / Specialized,4.0,47.0,,11.75,,-5.98
