school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,lea_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,enrollment_k12,classroom_teacher_fte,school_ptr,classes_alg1,enrollment_alg1,certified_alg1,mean_class_size_alg1,certified_share_alg1,allocation_wedge_alg1,classes_geom,enrollment_geom,certified_geom,mean_class_size_geom,certified_share_geom,allocation_wedge_geom,classes_alg2,enrollment_alg2,certified_alg2,mean_class_size_alg2,certified_share_alg2,allocation_wedge_alg2,classes_advm,enrollment_advm,certified_advm,mean_class_size_advm,certified_share_advm,allocation_wedge_advm,classes_calc,enrollment_calc,certified_calc,mean_class_size_calc,certified_share_calc,allocation_wedge_calc,classes_bio,enrollment_bio,certified_bio,mean_class_size_bio,certified_share_bio,allocation_wedge_bio,classes_chem,enrollment_chem,certified_chem,mean_class_size_chem,certified_share_chem,allocation_wedge_chem,classes_phys,enrollment_phys,certified_phys,mean_class_size_phys,certified_share_phys,allocation_wedge_phys
2020-2021,2020-21,200795001433,2007950,Washington High,Kansas City,Kansas City,KS,Wyandotte County,20209,City,High,Regular School,1,True,False,False,1083.0,76.24,14.21,12.0,334.0,0.0,27.833333333333332,0.0,13.623333333333331,12.0,285.0,0.0,23.75,0.0,9.54,19.0,388.0,7.0,20.42105263157895,0.3684210526315789,6.211052631578948,1.0,22.0,0.0,22.0,0.0,7.789999999999999,0.0,,,,,,23.0,386.0,23.0,16.782608695652176,1.0,2.5726086956521748,8.0,157.0,6.0,19.625,0.75,5.414999999999999,0.0,,,,,
2020-2021,2020-21,200897000983,2008970,Louisburg High,Louisburg,Louisburg,KS,Miami County,20121,Town,High,Regular School,1,True,False,False,507.0,35.5,14.28,10.0,82.0,10.0,8.2,1.0,-6.08,13.0,147.0,13.0,11.307692307692308,1.0,-2.972307692307691,13.0,120.0,13.0,9.23076923076923,1.0,-5.049230769230769,0.0,,,,,,2.0,5.0,2.0,2.5,1.0,-11.78,14.0,153.0,14.0,10.928571428571429,1.0,-3.3514285714285705,8.0,78.0,8.0,9.75,1.0,-4.529999999999999,2.0,14.0,2.0,7.0,1.0,-7.279999999999999
2020-2021,2020-21,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,568.0,36.2,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291548000710,2915480,BRYANT ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,219.0,17.89,12.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292841000070,2928410,SMITHVILLE MIDDLE,SMITHVILLE R-II,SMITHVILLE R-II,MO,Clay County,29047,Suburb,Middle,Regular School,1,True,False,False,428.0,29.0,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291640002529,2916400,GLADSTONE ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,342.0,35.9,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014000137,2010140,Olathe North Sr High,Olathe,Olathe,KS,Johnson County,20091,Suburb,High,Regular School,1,True,False,False,2126.0,127.3,16.7,30.0,303.0,30.0,10.1,1.0,-6.6,23.0,274.0,23.0,11.91304347826087,1.0,-4.78695652173913,19.0,190.0,19.0,10.0,1.0,-6.699999999999999,38.0,457.0,38.0,12.026315789473685,1.0,-4.673684210526314,10.0,119.0,10.0,11.9,1.0,-4.799999999999999,36.0,429.0,36.0,11.916666666666666,1.0,-4.783333333333333,33.0,529.0,33.0,16.03030303030303,1.0,-0.6696969696969681,14.0,171.0,14.0,12.214285714285714,1.0,-4.485714285714286
2020-2021,2020-21,292280001279,2922800,MAPLEWOOD ELEMENTARY,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,263.0,23.28,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291854001010,2918540,RIDGEVIEW ELEM.,LIBERTY 53,LIBERTY 53,MO,Clay County,29047,Suburb,Primary,Regular School,1,True,False,False,394.0,33.28,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,200795001428,2007950,Hazel Grove Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,City,Primary,Regular School,1,True,False,False,534.0,35.17,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,290001302751,2900013,KC INTERNATIONAL-WALLACE,KC INTERNATIONAL ACADEMY,KC INTERNATIONAL ACADEMY,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,643.0,72.5,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291854001665,2918540,LIBERTY ACADEMY,LIBERTY 53,LIBERTY 53,MO,Clay County,29047,Suburb,High,Alternative,1,True,False,False,0.0,,,1.0,6.0,1.0,6.0,1.0,,1.0,3.0,1.0,3.0,1.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,1.0,0.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,,0.0,,,,,
2020-2021,2020-21,201200001757,2012000,Cedar Hills Elementary,Blue Valley,Blue Valley,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,596.0,30.5,19.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201164001560,2011640,Tomahawk Elem,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,249.0,24.6,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201050001726,2010500,Cottonwood Elem,Paola,Paola,KS,Miami County,20121,Town,Primary,Regular School,1,True,False,False,334.0,30.5,12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201200001715,2012000,Liberty View Elementary,Blue Valley,Blue Valley,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,418.0,25.4,16.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292283001297,2922830,NORTH PLATTE HIGH,NORTH PLATTE CO. R-I,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,High,Regular School,1,True,False,False,179.0,16.15,11.08,2.0,34.0,2.0,17.0,1.0,5.92,3.0,49.0,3.0,16.333333333333332,1.0,5.253333333333332,3.0,51.0,3.0,17.0,1.0,5.92,2.0,14.0,2.0,7.0,1.0,-4.08,1.0,10.0,1.0,10.0,1.0,-1.08,2.0,35.0,2.0,17.5,1.0,6.42,4.0,54.0,4.0,13.5,1.0,2.42,3.0,53.0,3.0,17.666666666666668,1.0,6.586666666666668
2020-2021,2020-21,200633000049,2006330,Patton Jr High,Ft Leavenworth,Ft Leavenworth,KS,Leavenworth County,20103,Town,Middle,Regular School,1,True,False,False,287.0,27.3,10.51,1.0,2.0,1.0,2.0,1.0,-8.51,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,
2020-2021,2020-21,201014000910,2010140,Heatherstone Elem,Olathe,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,392.0,28.1,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014001019,2010140,California Trail Middle School,Olathe,Olathe,KS,Johnson County,20091,Suburb,Middle,Regular School,1,True,False,False,661.0,51.7,12.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201200001644,2012000,Blue Valley North High,Blue Valley,Blue Valley,KS,Johnson County,20091,City,High,Regular School,1,True,False,False,1501.0,74.0,20.28,14.0,167.0,7.0,11.928571428571429,0.5,-8.351428571428572,22.0,354.0,10.0,16.09090909090909,0.45454545454545453,-4.189090909090911,23.0,353.0,12.0,15.347826086956522,0.5217391304347826,-4.93217391304348,28.0,430.0,14.0,15.357142857142858,0.5,-4.9228571428571435,11.0,107.0,5.0,9.727272727272727,0.45454545454545453,-10.552727272727275,30.0,439.0,12.0,14.633333333333333,0.4,-5.646666666666668,19.0,242.0,6.0,12.736842105263158,0.3157894736842105,-7.543157894736844,16.0,206.0,5.0,12.875,0.3125,-7.405000000000001
2020-2021,2020-21,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,362.0,32.23,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291830000984,2918300,WESTVIEW ELEM.,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,345.0,23.83,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292280001294,2922800,WINNWOOD ELEMENTARY,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,221.0,25.3,8.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291923001039,2919230,LONE JACK ELEM.,LONE JACK C-6,LONE JACK C-6,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,302.0,24.0,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,290531000078,2905310,CORDILL-MASON ELEM.,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,803.0,46.13,17.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014001670,2010140,Heritage Elementary,Olathe,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,330.0,28.1,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014001548,2010140,Chisholm Trail Middle School,Olathe,Olathe,KS,Johnson County,20091,Suburb,Middle,Regular School,1,True,False,False,706.0,51.3,13.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292373001426,2923730,PECULIAR ELEM.,RAYMORE-PECULIAR R-II,RAYMORE-PECULIAR R-II,MO,Cass County,29037,Suburb,Primary,Regular School,1,True,False,False,844.0,52.38,16.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014001668,2010140,Briarwood Elem,Olathe,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,327.0,29.2,12.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292648002444,2926480,RICHMOND MIDDLE,RICHMOND R-XVI,RICHMOND R-XVI,MO,Ray County,29177,Town,Middle,Regular School,1,True,False,False,358.0,23.36,15.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201164001537,2011640,Shawanoe Elem,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,430.0,31.7,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,290531002736,2905310,DELTA WOODS MIDDLE,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,798.0,46.86,17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291645000894,2916450,KEARNEY HIGH,KEARNEY R-I,KEARNEY R-I,MO,Clay County,29047,Town,High,Regular School,1,True,False,False,838.0,52.14,16.07,0.0,,,,,,10.0,152.0,10.0,15.2,1.0,-0.870000000000001,15.0,146.0,15.0,9.733333333333333,1.0,-6.336666666666668,15.0,126.0,15.0,8.4,1.0,-7.67,0.0,,,,,,17.0,249.0,17.0,14.647058823529411,1.0,-1.422941176470589,11.0,134.0,11.0,12.181818181818182,1.0,-3.8881818181818186,1.0,6.0,1.0,6.0,1.0,-10.07
2020-2021,2020-21,200795001427,2007950,D D Eisenhower Middle,Kansas City,Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,672.0,44.5,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,290001703331,2900017,ACADEMIE LAFAYETTE - ARMOUR,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,289.0,25.58,11.3,1.0,13.0,1.0,13.0,1.0,1.6999999999999993,1.0,7.0,1.0,7.0,1.0,-4.300000000000001,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,20.0,1.0,20.0,1.0,8.7,0.0,,,,,
2020-2021,2020-21,290002403184,2900024,BROOKSIDE CHARTER MIDDLE SCHL,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,29095,City,Middle,Regular School,1,True,True,False,207.0,18.5,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291854001009,2918540,MANOR HILL ELEM.,LIBERTY 53,LIBERTY 53,MO,Clay County,29047,Suburb,Primary,Regular School,1,True,False,False,323.0,33.25,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291854003113,2918540,KELLYBROOK ELEM SCHOOL,LIBERTY 53,LIBERTY 53,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,555.0,35.65,15.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,200549000898,2005490,Monticello Trails Middle School,De Soto,De Soto,KS,Johnson County,20091,Suburb,Middle,Regular School,1,True,False,False,690.0,44.0,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291640000882,2916400,WENDELL PHILLIPS ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,268.0,25.3,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291548003107,2915480,KORTE ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,400.0,25.01,17.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201200001269,2012000,Blue River Elementary,Blue Valley,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,457.0,27.5,16.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201164001528,2011640,Corinth Elem,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,517.0,30.3,17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014000136,2010140,Oregon Trail Middle School,Olathe,Olathe,KS,Johnson County,20091,Suburb,Middle,Regular School,1,True,False,False,679.0,60.1,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014000132,2010140,Ridgeview Elem,Olathe,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,182.0,25.5,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,200795001397,2007950,John Fiske Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,City,Primary,Regular School,1,True,False,False,524.0,23.17,22.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291165000071,2911650,EXCELSIOR SPRINGS TECH. HIGH,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,29047,Town,High,Career and Technical,1,True,False,False,140.0,29.0,4.83,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,
2020-2021,2020-21,201200001533,2012000,Blue Valley West High,Blue Valley,Blue Valley,KS,Johnson County,20091,Rural,High,Regular School,1,True,False,False,1595.0,78.4,20.34,13.0,159.0,6.0,12.23076923076923,0.46153846153846156,-8.10923076923077,28.0,386.0,13.0,13.785714285714286,0.4642857142857143,-6.554285714285713,21.0,355.0,12.0,16.904761904761905,0.5714285714285714,-3.4352380952380948,32.0,518.0,16.0,16.1875,0.5,-4.1525,9.0,95.0,5.0,10.555555555555555,0.5555555555555556,-9.784444444444444,25.0,481.0,10.0,19.24,0.4,-1.1000000000000014,17.0,284.0,6.0,16.705882352941178,0.35294117647058826,-3.6341176470588223,19.0,269.0,7.0,14.157894736842104,0.3684210526315789,-6.182105263157895
2020-2021,2020-21,291640000848,2916400,LONGFELLOW ELEMENTARY,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,182.0,17.5,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292280001288,2922800,OAKWOOD MANOR ELEMENTARY,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,Suburb,Primary,Regular School,1,True,False,False,237.0,21.67,10.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291640003097,2916400,SOUTHEAST HIGH SCHOOL,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,528.0,36.7,14.39,3.0,143.0,3.0,47.666666666666664,1.0,33.276666666666664,3.0,73.0,3.0,24.333333333333332,1.0,9.943333333333332,5.0,18.0,5.0,3.6,1.0,-10.790000000000001,1.0,21.0,1.0,21.0,1.0,6.609999999999999,0.0,,,,,,4.0,87.0,3.0,21.75,0.75,7.359999999999999,4.0,,4.0,,1.0,,4.0,207.0,3.0,51.75,0.75,37.36
2020-2021,2020-21,291548000725,2915480,WILLIAM SOUTHERN ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,400.0,26.07,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,290060403209,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,29095,City,Primary,Regular School,1,True,True,False,243.0,17.5,14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291376000605,2913760,HARRISONVILLE HIGH,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,29037,Town,High,Regular School,1,True,False,False,778.0,49.02,15.87,8.0,131.0,8.0,16.375,1.0,0.5050000000000008,6.0,121.0,6.0,20.166666666666668,1.0,4.296666666666669,6.0,113.0,6.0,18.833333333333332,1.0,2.963333333333333,0.0,,,,,,1.0,10.0,1.0,10.0,1.0,-5.869999999999999,13.0,219.0,10.0,16.846153846153847,0.7692307692307693,0.9761538461538475,4.0,66.0,4.0,16.5,1.0,0.6300000000000008,3.0,42.0,1.0,14.0,0.3333333333333333,-1.8699999999999992
2020-2021,2020-21,291165000418,2911650,EXCELSIOR SPRINGS MIDDLE,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,29047,Town,Middle,Regular School,1,True,False,False,612.0,40.14,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291548003366,2915480,CASSELL PARK ELEMENTARY,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,322.0,30.78,11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292280001264,2922800,CLARDY ELEMENTARY,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,447.0,28.43,15.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,292280002662,2922800,EARLY EDUCATION CENTER,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,Suburb,Prekindergarten,Regular School,1,True,False,False,0.0,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,200795001405,2007950,Noble Prentis Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,City,Primary,Regular School,1,True,False,False,238.0,13.5,17.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,200549002021,2005490,Belmont Elementary School,De Soto,De Soto,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,315.0,31.2,13.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,293180002224,2931800,MIDWAY HIGH,MIDWAY R-I,MIDWAY R-I,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,190.0,15.33,12.39,3.0,24.0,3.0,8.0,1.0,-4.390000000000001,2.0,23.0,2.0,11.5,1.0,-0.8900000000000006,2.0,23.0,2.0,11.5,1.0,-0.8900000000000006,2.0,18.0,2.0,9.0,1.0,-3.3900000000000006,0.0,,,,,,4.0,43.0,4.0,10.75,1.0,-1.6400000000000006,1.0,21.0,1.0,21.0,1.0,8.61,0.0,,,,,
2020-2021,2020-21,292280001286,2922800,OAK PARK HIGH,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,29047,City,High,Regular School,1,True,False,False,1657.0,91.07,18.19,70.0,312.0,67.0,4.457142857142857,0.9571428571428572,-13.732857142857144,34.0,458.0,27.0,13.470588235294118,0.7941176470588235,-4.7194117647058835,20.0,370.0,18.0,18.5,0.9,0.3099999999999987,9.0,184.0,9.0,20.444444444444443,1.0,2.2544444444444416,2.0,22.0,2.0,11.0,1.0,-7.190000000000001,117.0,762.0,113.0,6.512820512820513,0.9658119658119658,-11.677179487179489,60.0,477.0,52.0,7.95,0.8666666666666667,-10.240000000000002,1.0,12.0,1.0,12.0,1.0,-6.190000000000001
2020-2021,2020-21,292355001367,2923550,GRADEN ELEM.,PARK HILL,PARK HILL,MO,Platte County,29165,Suburb,Primary,Regular School,1,True,False,False,495.0,29.6,16.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291548002374,2915480,SANTA FE TRAIL ELEM.,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,282.0,26.14,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201014002077,2010140,Millbrooke Elementary,Olathe,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,382.0,30.7,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,200843002115,2008430,Richard Warren Intermediate School,Leavenworth,Leavenworth,KS,Leavenworth County,20103,Town,Middle,Regular School,3,True,False,False,448.0,30.4,14.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,201200000994,2012000,Prairie Star Middle,Blue Valley,Blue Valley,KS,Johnson County,20091,Suburb,Middle,Regular School,1,True,False,False,445.0,31.3,14.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,290825002810,2908250,CENTER ALTERNATIVE,CENTER 58,CENTER 58,MO,Jackson County,29095,City,High,Alternative,1,True,False,False,0.0,,,1.0,19.0,1.0,19.0,1.0,,1.0,8.0,1.0,8.0,1.0,,0.0,,,,,,0.0,,,,,,0.0,,,,,,1.0,19.0,1.0,19.0,1.0,,0.0,,,,,,0.0,,,,,
2020-2021,2020-21,291116000384,2911160,EAST LYNNE ELEM.,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,29037,Rural,Primary,Regular School,1,True,False,False,129.0,13.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291314000554,2913140,MARTIN CITY ELEM.,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,640.0,56.15,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291376000091,2913760,EARLY CHILDHOOD CTR.,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,29037,Town,Primary,Regular School,1,True,False,False,145.0,16.6,12.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,200834001230,2008340,Lansing High 9-12,Lansing,Lansing,KS,Leavenworth County,20103,Rural,High,Regular School,1,True,False,False,870.0,48.09,18.09,22.0,220.0,22.0,10.0,1.0,-8.09,11.0,235.0,11.0,21.363636363636363,1.0,3.2736363636363635,7.0,158.0,7.0,22.571428571428573,1.0,4.481428571428573,7.0,151.0,7.0,21.571428571428573,1.0,3.481428571428573,1.0,15.0,1.0,15.0,1.0,-3.09,10.0,237.0,10.0,23.7,1.0,5.609999999999999,4.0,117.0,4.0,29.25,1.0,11.16,2.0,24.0,2.0,12.0,1.0,-6.09
2020-2021,2020-21,292355003221,2923550,TIFFANY RIDGE ELEMENTARY SCHL,PARK HILL,PARK HILL,MO,Platte County,29165,City,Primary,Regular School,1,True,False,False,512.0,33.43,15.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-2021,2020-21,291854001005,2918540,FRANKLIN ELEM.,LIBERTY 53,LIBERTY 53,MO,Clay County,29047,Suburb,Primary,Regular School,1,True,False,False,264.0,21.02,12.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
