school_year,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,school_level,school_type,operational_status,is_operating,locale_code,locale_group,is_charter,is_virtual,enrollment_total,classroom_teacher_fte,school_ptr
2013-2014,291640002530,2916400,PRIMITIVO GARCIA ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,308.0,23.0,13.39
2013-2014,291640002602,2916400,B. BANNEKER ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,296.0,22.0,13.45
2013-2014,291640002603,2916400,TRAILWOODS ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,344.0,25.0,13.76
2013-2014,291640002606,2916400,HOLLIDAY MONTESSORI,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,436.0,26.0,16.77
2013-2014,291640002608,2916400,MANUAL CAREER  TECH. CTR.,KANSAS CITY 33,MO,Jackson,29095,High,Career and Technical,1,True,11,City,False,False,0.0,6.0,0.0
2013-2014,291640002609,2916400,SATCHEL PAIGE ELEM.,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,436.0,28.0,15.57
2013-2014,291640003082,2916400,M. L. KING  ELEMENTARY,KANSAS CITY 33,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,473.0,29.0,16.31
2013-2014,291640003093,2916400,SOUTHWEST EARLY COLLEGE CAMPUS,KANSAS CITY 33,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,635.0,41.0,15.49
2013-2014,291640003097,2916400,AFRICAN CENT COLLEGE PREP ACAD,KANSAS CITY 33,MO,Jackson,29095,High,Regular School,1,True,11,City,False,False,438.0,31.0,14.13
2013-2014,291640003220,2916400,SUCCESS ACADEMY,KANSAS CITY 33,MO,Jackson,29095,Other,Regular School,1,True,11,City,False,False,0.0,28.0,0.0
2013-2014,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay,29047,Primary,Regular School,1,True,31,Town,False,False,287.0,23.0,12.48
2013-2014,291645000894,2916450,KEARNEY HIGH,KEARNEY R-I,MO,Clay,29047,High,Regular School,1,True,31,Town,False,False,871.0,51.0,17.08
2013-2014,291645001434,2916450,SOUTHVIEW ELEM.,KEARNEY R-I,MO,Clay,29047,Primary,Regular School,1,True,31,Town,False,False,452.0,29.0,15.59
2013-2014,291645002531,2916450,KEARNEY JR. HIGH,KEARNEY R-I,MO,Clay,29047,Other,Regular School,1,True,31,Town,False,False,612.0,33.0,18.55
2013-2014,291645002532,2916450,HAWTHORNE ELEM.,KEARNEY R-I,MO,Clay,29047,Primary,Regular School,1,True,31,Town,False,False,280.0,22.0,12.73
2013-2014,291645002862,2916450,DOGWOOD ELEM.,KEARNEY R-I,MO,Clay,29047,Primary,Regular School,1,True,41,Rural,False,False,457.0,33.0,13.85
2013-2014,291645002872,2916450,KEARNEY MIDDLE,KEARNEY R-I,MO,Clay,29047,Middle,Regular School,1,True,31,Town,False,False,599.0,38.0,15.76
2013-2014,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray,29177,Middle,Regular School,1,True,42,Rural,False,False,373.0,26.0,14.35
2013-2014,291822000962,2918220,LAWSON HIGH,LAWSON R-XIV,MO,Ray,29177,High,Regular School,1,True,42,Rural,False,False,408.0,25.0,16.32
2013-2014,291822000964,2918220,SOUTHWEST ELEM.,LAWSON R-XIV,MO,Ray,29177,Primary,Regular School,1,True,42,Rural,False,False,391.0,32.0,12.22
2013-2014,291830000222,2918300,BERNARD C. CAMPBELL MIDDLE,LEES SUMMIT R-VII,MO,Jackson,29095,Middle,Regular School,1,True,23,Suburb,False,False,940.0,57.0,16.49
2013-2014,291830000523,2918300,RICHARDSON ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,630.0,33.0,19.09
2013-2014,291830000544,2918300,TRAILRIDGE ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,450.0,27.0,16.67
2013-2014,291830000976,2918300,GREENWOOD ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,467.0,27.0,17.3
2013-2014,291830000977,2918300,HAZEL GROVE ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,458.0,28.0,16.36
2013-2014,291830000978,2918300,LEES SUMMIT ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,298.0,19.0,15.68
2013-2014,291830000979,2918300,MASON ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,360.0,21.0,17.14
2013-2014,291830000980,2918300,MEADOW LANE ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,542.0,29.0,18.69
2013-2014,291830000981,2918300,PLEASANT LEA ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,560.0,34.0,16.47
2013-2014,291830000982,2918300,PLEASANT LEA MIDDLE,LEES SUMMIT R-VII,MO,Jackson,29095,Middle,Regular School,1,True,23,Suburb,False,False,883.0,60.0,14.72
2013-2014,291830000983,2918300,LEES SUMMIT SR. HIGH,LEES SUMMIT R-VII,MO,Jackson,29095,High,Regular School,1,True,23,Suburb,False,False,1856.0,130.0,14.28
2013-2014,291830000984,2918300,WESTVIEW ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,387.0,24.0,16.12
2013-2014,291830001481,2918300,LEES SUMMIT NORTH HIGH,LEES SUMMIT R-VII,MO,Jackson,29095,High,Regular School,1,True,23,Suburb,False,False,1911.0,116.0,16.47
2013-2014,291830001971,2918300,CEDAR CREEK ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,517.0,29.0,17.83
2013-2014,291830002291,2918300,PRAIRIE VIEW ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,944.0,59.0,16.0
2013-2014,291830002311,2918300,HIGHLAND PARK ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,496.0,33.0,15.03
2013-2014,291830002612,2918300,GREAT BEGINNINGS EARLY ED CTR.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,229.0,24.0,9.54
2013-2014,291830002614,2918300,HILLTOP SCHOOL,LEES SUMMIT R-VII,MO,Jackson,29095,Other,Alternative,1,True,21,Suburb,False,False,34.0,3.0,11.33
2013-2014,291830002669,2918300,UNDERWOOD ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,504.0,27.0,18.67
2013-2014,291830002775,2918300,HAWTHORN HILL ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,562.0,32.0,17.56
2013-2014,291830002776,2918300,WOODLAND ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,352.0,22.0,16.0
2013-2014,291830002795,2918300,LEES SUMMIT WEST HIGH,LEES SUMMIT R-VII,MO,Jackson,29095,High,Regular School,1,True,41,Rural,False,False,1875.0,105.0,17.86
2013-2014,291830002806,2918300,SUMMIT LAKES MIDDLE,LEES SUMMIT R-VII,MO,Jackson,29095,Middle,Regular School,1,True,23,Suburb,False,False,965.0,63.0,15.32
2013-2014,291830002867,2918300,LONGVIEW FARM ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,23,Suburb,False,False,589.0,34.0,17.32
2013-2014,291830003010,2918300,SUMMIT POINTE ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,554.0,32.0,17.31
2013-2014,291830003134,2918300,SUNSET VALLEY ELEM.,LEES SUMMIT R-VII,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,481.0,30.0,16.03
2013-2014,291830003135,2918300,MILLER PARK CENTER,LEES SUMMIT R-VII,MO,Jackson,29095,Other,Regular School,1,True,23,Suburb,False,False,0.0,,
2013-2014,291854001004,2918540,ALEXANDER DONIPHAN ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,385.0,28.0,13.75
2013-2014,291854001005,2918540,FRANKLIN ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,337.0,20.0,16.85
2013-2014,291854001007,2918540,LEWIS AND CLARK ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,589.0,28.0,21.04
2013-2014,291854001008,2918540,LIBERTY JR. HIGH,LIBERTY 53,MO,Clay,29047,Other,Regular School,1,True,21,Suburb,False,False,,,
2013-2014,291854001009,2918540,MANOR HILL ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,421.0,35.0,12.03
2013-2014,291854001010,2918540,RIDGEVIEW ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,470.0,35.0,13.43
2013-2014,291854001011,2918540,LIBERTY HIGH,LIBERTY 53,MO,Clay,29047,High,Regular School,1,True,21,Suburb,False,False,1785.0,111.0,16.08
2013-2014,291854001665,2918540,LIBERTY ACADEMY,LIBERTY 53,MO,Clay,29047,High,Alternative,1,True,21,Suburb,False,False,0.0,,
2013-2014,291854002615,2918540,EARLY CHILD. EDUCATION CTR.,LIBERTY 53,MO,Clay,29047,Primary,Alternative,1,True,11,City,False,False,264.0,21.0,12.57
2013-2014,291854002616,2918540,LIBERTY MIDDLE SCHOOL,LIBERTY 53,MO,Clay,29047,Middle,Regular School,1,True,21,Suburb,False,False,680.0,44.0,15.45
2013-2014,291854002658,2918540,JUVENILE JUSTICE CTR.,LIBERTY 53,MO,Clay,29047,Other,Alternative,1,True,21,Suburb,False,False,0.0,,
2013-2014,291854002729,2918540,LILLIAN SCHUMACHER ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,655.0,38.0,17.24
2013-2014,291854002791,2918540,SOUTH VALLEY JR. HIGH,LIBERTY 53,MO,Clay,29047,Other,Regular School,1,True,21,Suburb,False,False,,,
2013-2014,291854002800,2918540,SOUTH VALLEY MIDDLE,LIBERTY 53,MO,Clay,29047,Middle,Regular School,1,True,21,Suburb,False,False,611.0,39.0,15.67
2013-2014,291854002804,2918540,SHOAL CREEK ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,856.0,48.0,17.83
2013-2014,291854002863,2918540,LIBERTY OAKS ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,589.0,38.0,15.5
2013-2014,291854002902,2918540,WARREN HILLS ELEM.,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,721.0,40.0,18.02
2013-2014,291854003113,2918540,KELLYBROOK ELEM SCHOOL,LIBERTY 53,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,700.0,40.0,17.5
2013-2014,291854003148,2918540,LIBERTY NORTH HIGH SCHOOL,LIBERTY 53,MO,Clay,29047,High,Regular School,1,True,41,Rural,False,False,1438.0,91.0,15.8
2013-2014,291854003226,2918540,DISCOVERY MIDDLE SCHOOL,LIBERTY 53,MO,Clay,29047,Middle,Regular School,3,True,21,Suburb,False,False,611.0,41.0,14.9
2013-2014,291854003238,2918540,HERITAGE MIDDLE SCHOOL,LIBERTY 53,MO,Clay,29047,Middle,Regular School,3,True,21,Suburb,False,False,709.0,48.0,14.77
2013-2014,291923001039,2919230,LONE JACK ELEM.,LONE JACK C-6,MO,Jackson,29095,Primary,Regular School,1,True,41,Rural,False,False,326.0,22.0,14.82
2013-2014,291923001040,2919230,LONE JACK HIGH,LONE JACK C-6,MO,Jackson,29095,High,Regular School,1,True,41,Rural,False,False,278.0,22.0,12.64
2013-2014,291923002739,2919230,LONE JACK PRIMARY,LONE JACK C-6,MO,Jackson,29095,Other,Regular School,2,False,41,Rural,False,False,,,
2013-2014,292106001151,2921060,MISSOURI CITY ELEM.,MISSOURI CITY 56,MO,Clay,29047,Primary,Regular School,1,True,42,Rural,False,False,21.0,4.0,5.25
2013-2014,292280001258,2922800,ANTIOCH MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Middle,Regular School,1,True,21,Suburb,False,False,882.0,64.0,13.78
2013-2014,292280001260,2922800,BRIARCLIFF ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,307.0,19.0,16.16
2013-2014,292280001262,2922800,CHAPEL HILL ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,538.0,29.0,18.55
2013-2014,292280001263,2922800,CHOUTEAU ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,371.0,20.0,18.55
2013-2014,292280001264,2922800,CLARDY ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,455.0,25.0,18.2
2013-2014,292280001266,2922800,CRESTVIEW ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,540.0,34.0,15.88
2013-2014,292280001267,2922800,DAVIDSON ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,381.0,20.0,19.05
2013-2014,292280001268,2922800,EASTGATE MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Middle,Regular School,1,True,11,City,False,False,681.0,54.0,12.61
2013-2014,292280001272,2922800,GASHLAND ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,250.0,12.0,20.83
2013-2014,292280001274,2922800,GRACEMOR ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,860.0,44.0,19.55
2013-2014,292280001275,2922800,LAKEWOOD ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,232.0,12.0,19.33
2013-2014,292280001277,2922800,LINDEN WEST ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,550.0,29.0,18.97
2013-2014,292280001278,2922800,MAPLE PARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Middle,Regular School,1,True,11,City,False,False,828.0,61.0,13.57
2013-2014,292280001279,2922800,MAPLEWOOD ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,338.0,19.0,17.79
2013-2014,292280001280,2922800,MEADOWBROOK ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,597.0,34.0,17.56
2013-2014,292280001281,2922800,NASHUA ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,378.0,21.0,18.0
2013-2014,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Middle,Regular School,1,True,11,City,False,False,1059.0,69.0,15.35
2013-2014,292280001284,2922800,NORTH KANSAS CITY HIGH,NORTH KANSAS CITY 74,MO,Clay,29047,High,Regular School,1,True,21,Suburb,False,False,1505.0,98.0,15.36
2013-2014,292280001286,2922800,OAK PARK HIGH,NORTH KANSAS CITY 74,MO,Clay,29047,High,Regular School,1,True,11,City,False,False,1413.0,85.0,16.62
2013-2014,292280001288,2922800,OAKWOOD MANOR ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,345.0,19.0,18.16
2013-2014,292280001290,2922800,RAVENWOOD ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,379.0,21.0,18.05
2013-2014,292280001291,2922800,TOPPING ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,364.0,22.0,16.55
2013-2014,292280001292,2922800,WEST ENGLEWOOD ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,447.0,24.0,18.62
2013-2014,292280001293,2922800,WINNETONKA HIGH,NORTH KANSAS CITY 74,MO,Clay,29047,High,Regular School,1,True,11,City,False,False,1325.0,88.0,15.06
2013-2014,292280001294,2922800,WINNWOOD ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,383.0,21.0,18.24
2013-2014,292280002535,2922800,CTR. FOR EDUC. DEVELOPMENT,NORTH KANSAS CITY 74,MO,Clay,29047,Other,Alternative,1,True,11,City,False,False,0.0,1.0,0.0
2013-2014,292280002621,2922800,FOX HILL ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,526.0,28.0,18.79
2013-2014,292280002662,2922800,PLEASANT VALLEY EARLY CHILD.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,21,Suburb,False,False,224.0,22.0,10.18
2013-2014,292280002730,2922800,NORTHGATE MIDDLE,NORTH KANSAS CITY 74,MO,Clay,29047,Middle,Regular School,1,True,11,City,False,False,808.0,54.0,14.96
2013-2014,292280002731,2922800,NORTHVIEW ELEM.,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,11,City,False,False,771.0,38.0,20.29
2013-2014,292280003083,2922800,STALEY HIGH,NORTH KANSAS CITY 74,MO,Clay,29047,High,Regular School,1,True,41,Rural,False,False,1443.0,81.0,17.81
2013-2014,292280003115,2922800,BELL PRAIRIE ELEMENTARY,NORTH KANSAS CITY 74,MO,Clay,29047,Primary,Regular School,1,True,41,Rural,False,False,546.0,33.0,16.55
2013-2014,292283001295,2922830,NORTH PLATTE ELEM.,NORTH PLATTE CO. R-I,MO,Platte,29165,Primary,Regular School,1,True,42,Rural,False,False,220.0,17.0,12.94
2013-2014,292283001297,2922830,NORTH PLATTE HIGH,NORTH PLATTE CO. R-I,MO,Platte,29165,High,Regular School,1,True,42,Rural,False,False,202.0,16.0,12.62
2013-2014,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte,29165,Middle,Regular School,1,True,42,Rural,False,False,89.0,8.0,11.12
2013-2014,292283002021,2922830,NORTH PLATTE INTERMEDIATE,NORTH PLATTE CO. R-I,MO,Platte,29165,Middle,Regular School,1,True,42,Rural,False,False,113.0,10.0,11.3
2013-2014,292283002817,2922830,PLATTE VALLEY COOP.,NORTH PLATTE CO. R-I,MO,Platte,29165,Other,Special Education,1,True,42,Rural,False,False,0.0,1.0,0.0
2013-2014,292301000141,2923010,OAK GROVE PRIMARY,OAK GROVE R-VI,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,429.0,33.0,13.0
2013-2014,292301001316,2923010,OAK GROVE ELEM.,OAK GROVE R-VI,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,451.0,31.0,14.55
2013-2014,292301001317,2923010,OAK GROVE HIGH,OAK GROVE R-VI,MO,Jackson,29095,High,Regular School,1,True,21,Suburb,False,False,649.0,39.0,16.64
2013-2014,292301001318,2923010,OAK GROVE MIDDLE,OAK GROVE R-VI,MO,Jackson,29095,Middle,Regular School,1,True,21,Suburb,False,False,465.0,35.0,13.29
2013-2014,292322001335,2923220,ORRICK ELEM.,ORRICK R-XI,MO,Ray,29177,Primary,Regular School,1,True,42,Rural,False,False,190.0,15.0,12.67
2013-2014,292322001336,2923220,ORRICK HIGH,ORRICK R-XI,MO,Ray,29177,High,Regular School,1,True,42,Rural,False,False,179.0,12.0,14.92
2013-2014,292355000615,2923550,ENGLISH LANDING ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,499.0,32.0,15.59
2013-2014,292355001366,2923550,ALFRED L. RENNER ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,383.0,30.0,12.77
2013-2014,292355001367,2923550,GRADEN ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,21,Suburb,False,False,505.0,31.0,16.29
2013-2014,292355001369,2923550,PLAZA MIDDLE,PARK HILL,MO,Platte,29165,Middle,Regular School,1,True,11,City,False,False,817.0,52.0,15.71
2013-2014,292355001370,2923550,LINE CREEK ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,467.0,30.0,15.57
2013-2014,292355001371,2923550,PARK HILL HIGH,PARK HILL,MO,Platte,29165,High,Regular School,1,True,11,City,False,False,1736.0,110.0,15.78
2013-2014,292355001372,2923550,SOUTHEAST ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,432.0,28.0,15.43
2013-2014,292355001373,2923550,THOMAS B. CHINN ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,441.0,29.0,15.21
2013-2014,292355001374,2923550,UNION CHAPEL ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,21,Suburb,False,False,492.0,31.0,15.87
2013-2014,292355002025,2923550,PRAIRIE POINT ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,492.0,30.0,16.4
2013-2014,292355002413,2923550,PARK HILL SOUTH HIGH,PARK HILL,MO,Platte,29165,High,Regular School,1,True,21,Suburb,False,False,1564.0,105.0,14.9
2013-2014,292355002418,2923550,CONGRESS MIDDLE,PARK HILL,MO,Platte,29165,Middle,Regular School,1,True,11,City,False,False,881.0,54.0,16.31
2013-2014,292355002537,2923550,RUSSELL JONES ED CENTER,PARK HILL,MO,Platte,29165,Other,Special Education,1,True,11,City,False,False,0.0,8.0,0.0
2013-2014,292355002623,2923550,LAKEVIEW MIDDLE,PARK HILL,MO,Platte,29165,Middle,Regular School,1,True,11,City,False,False,780.0,56.0,13.93
2013-2014,292355002841,2923550,HAWTHORN ELEM.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,497.0,32.0,15.53
2013-2014,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,130.0,14.0,9.29
2013-2014,292355003221,2923550,TIFFANY RIDGE ELEMENTARY SCHL,PARK HILL,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,515.0,30.0,17.17
2013-2014,292373000088,2923730,RAYMORE-PECULIAR EAST MIDDLE,RAYMORE-PECULIAR R-II,MO,Cass,29037,Middle,Regular School,1,True,41,Rural,False,False,992.0,61.0,16.26
2013-2014,292373001424,2923730,RAYMORE-PECULIAR SR. HIGH,RAYMORE-PECULIAR R-II,MO,Cass,29037,High,Regular School,1,True,21,Suburb,False,False,1887.0,106.0,17.8
2013-2014,292373001426,2923730,PECULIAR ELEM.,RAYMORE-PECULIAR R-II,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,327.0,23.0,14.22
2013-2014,292373001427,2923730,RAYMORE ELEM.,RAYMORE-PECULIAR R-II,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,584.0,34.0,17.18
2013-2014,292373001959,2923730,TIMBER CREEK ELEM.,RAYMORE-PECULIAR R-II,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,388.0,27.0,14.37
2013-2014,292373002271,2923730,SHULL ELEM.,RAYMORE-PECULIAR R-II,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,229.0,17.0,13.47
2013-2014,292373002723,2923730,STONEGATE ELEM.,RAYMORE-PECULIAR R-II,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,350.0,26.0,13.46
2013-2014,292373002889,2923730,BRIDLE RIDGE INTERMEDIATE,RAYMORE-PECULIAR R-II,MO,Cass,29037,Middle,Regular School,1,True,21,Suburb,False,False,479.0,32.0,14.97
2013-2014,292373002913,2923730,CREEKMOOR ELEM.,RAYMORE-PECULIAR R-II,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,467.0,31.0,15.06
2013-2014,292373003024,2923730,EAGLE GLEN INTERMEDIATE,RAYMORE-PECULIAR R-II,MO,Cass,29037,Middle,Regular School,1,True,21,Suburb,False,False,442.0,30.0,14.73
2013-2014,292523001451,2925230,BARRY SCH.,PLATTE CO. R-III,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,609.0,41.0,14.85
2013-2014,292523001453,2925230,PAXTON SCH.,PLATTE CO. R-III,MO,Platte,29165,Middle,Regular School,1,True,31,Town,False,False,410.0,25.0,16.4
2013-2014,292523001454,2925230,RISING STAR ELEM.,PLATTE CO. R-III,MO,Platte,29165,Primary,Regular School,1,True,31,Town,False,False,163.0,10.0,16.3
2013-2014,292523001455,2925230,PLATTE CITY MIDDLE,PLATTE CO. R-III,MO,Platte,29165,Middle,Regular School,1,True,31,Town,False,False,584.0,38.0,15.37
2013-2014,292523001456,2925230,PLATTE COUNTY HIGH,PLATTE CO. R-III,MO,Platte,29165,High,Regular School,1,True,31,Town,False,False,1061.0,63.0,16.84
2013-2014,292523002024,2925230,DONALD D. SIEGRIST ELEM.,PLATTE CO. R-III,MO,Platte,29165,Primary,Regular School,1,True,31,Town,False,False,619.0,42.0,14.74
2013-2014,292523002298,2925230,NORTHLAND CAREER CTR.,PLATTE CO. R-III,MO,Platte,29165,High,Career and Technical,1,True,31,Town,False,False,0.0,17.0,0.0
2013-2014,292523003086,2925230,PATHFINDER ELEM.,PLATTE CO. R-III,MO,Platte,29165,Primary,Regular School,1,True,11,City,False,False,390.0,25.0,15.6
2013-2014,292533001459,2925330,PLEASANT HILL MIDDLE,PLEASANT HILL R-III,MO,Cass,29037,Middle,Regular School,1,True,31,Town,False,False,303.0,21.0,14.43
2013-2014,292533001460,2925330,PLEASANT HILL PRIMARY,PLEASANT HILL R-III,MO,Cass,29037,Primary,Regular School,1,True,31,Town,False,False,506.0,33.0,15.33
2013-2014,292533001461,2925330,PLEASANT HILL HIGH,PLEASANT HILL R-III,MO,Cass,29037,High,Regular School,1,True,31,Town,False,False,693.0,40.0,17.32
2013-2014,292533002803,2925330,PLEASANT HILL ELEM.,PLEASANT HILL R-III,MO,Cass,29037,Primary,Regular School,1,True,31,Town,False,False,303.0,21.0,14.43
2013-2014,292533002897,2925330,PLEASANT HILL INTERMEDIATE,PLEASANT HILL R-III,MO,Cass,29037,Middle,Regular School,1,True,41,Rural,False,False,316.0,22.0,14.36
2013-2014,292607000545,2926070,BLUE RIDGE ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,406.0,28.0,14.5
2013-2014,292607000945,2926070,NEW TRAILS EARLY LEARNING CTR.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,21,Suburb,False,False,180.0,14.0,12.86
2013-2014,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson,29095,High,Career and Technical,1,True,21,Suburb,False,False,0.0,17.0,0.0
2013-2014,292607001518,2926070,EASTWOOD HILLS ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,388.0,28.0,13.86
2013-2014,292607001519,2926070,FLEETRIDGE ELEM.,RAYTOWN C-2,MO,Jackson,29095,Primary,Regular School,1,True,11,City,False,False,375.0,23.0,16.3
