school_year,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,school_level,school_type,operational_status,is_operating,locale_code,locale_group,is_charter,is_virtual,enrollment_total,classroom_teacher_fte,school_ptr
2013-2014,201050001627,2010500,SUNFLOWER ELEM,PAOLA,KS,Miami,20121,Primary,Regular School,1,True,32,Town,False,False,444.0,30.0,14.8
2013-2014,201050001726,2010500,COTTONWOOD ELEM,PAOLA,KS,Miami,20121,Primary,Regular School,1,True,32,Town,False,False,456.0,28.0,16.29
2013-2014,201068000026,2010680,PIPER HIGH,PIPER-KANSAS CITY,KS,Wyandotte,20209,High,Regular School,1,True,12,City,False,False,572.0,36.0,15.89
2013-2014,201068001681,2010680,PIPER MIDDLE,PIPER-KANSAS CITY,KS,Wyandotte,20209,Middle,Regular School,1,True,12,City,False,False,410.0,27.0,15.19
2013-2014,201068001937,2010680,PIPER ELEMENTARY SCHOOL,PIPER-KANSAS CITY,KS,Wyandotte,20209,Primary,Regular School,1,True,41,Rural,False,False,665.0,38.0,17.5
2013-2014,201068002041,2010680,PIPER EAST ELEMENTARY SCHOOL,PIPER-KANSAS CITY,KS,Wyandotte,20209,Middle,Regular School,1,True,12,City,False,False,286.0,16.0,17.88
2013-2014,201164000932,2011640,SUNFLOWER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,583.0,35.0,16.66
2013-2014,201164001516,2011640,EAST ANTIOCH ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,375.0,23.0,16.3
2013-2014,201164001518,2011640,APACHE ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,556.0,37.0,15.03
2013-2014,201164001521,2011640,BELINDER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,504.0,29.0,17.38
2013-2014,201164001522,2011640,BLUEJACKET-FLINT,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,468.0,31.0,15.1
2013-2014,201164001523,2011640,BRIARWOOD ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,590.0,34.0,17.35
2013-2014,201164001524,2011640,BROOKRIDGE ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,644.0,40.0,16.1
2013-2014,201164001525,2011640,BROOKWOOD ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,371.0,23.0,16.13
2013-2014,201164001527,2011640,COMANCHE ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,512.0,36.0,14.22
2013-2014,201164001528,2011640,CORINTH ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,512.0,28.0,18.29
2013-2014,201164001529,2011640,CRESTVIEW ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,331.0,24.0,13.79
2013-2014,201164001534,2011640,HIGHLANDS ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,290.0,20.0,14.5
2013-2014,201164001535,2011640,JOHN DIEMER ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,266.0,17.0,15.65
2013-2014,201164001537,2011640,SHAWANOE ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,358.0,27.0,13.26
2013-2014,201164001539,2011640,RAY MARSH ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,511.0,30.0,17.03
2013-2014,201164001542,2011640,MILL CREEK ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,368.0,22.0,16.73
2013-2014,201164001544,2011640,NIEMAN ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,567.0,38.0,14.92
2013-2014,201164001546,2011640,OVERLAND PARK ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,410.0,28.0,14.64
2013-2014,201164001547,2011640,PAWNEE ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,449.0,27.0,16.63
2013-2014,201164001549,2011640,PRAIRIE ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,431.0,26.0,16.58
2013-2014,201164001550,2011640,RHEIN BENNINGHOVEN ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,645.0,37.0,17.43
2013-2014,201164001552,2011640,ROESLAND ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,373.0,25.0,14.92
2013-2014,201164001554,2011640,ROSEHILL ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,570.0,39.0,14.62
2013-2014,201164001555,2011640,RUSHTON ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,358.0,25.0,14.32
2013-2014,201164001556,2011640,SANTA FE TRAIL ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,290.0,20.0,14.5
2013-2014,201164001560,2011640,TOMAHAWK ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,303.0,21.0,14.43
2013-2014,201164001561,2011640,TRAILWOOD ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,372.0,23.0,16.17
2013-2014,201164001563,2011640,WESTWOOD VIEW ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,284.0,18.0,15.78
2013-2014,201164001565,2011640,WESTRIDGE MIDDLE,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Middle,Regular School,1,True,12,City,False,False,910.0,54.0,16.85
2013-2014,201164001566,2011640,HOCKER GROVE MIDDLE,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Middle,Regular School,1,True,21,Suburb,False,False,793.0,52.0,15.25
2013-2014,201164001568,2011640,INDIAN HILLS MIDDLE,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Middle,Regular School,1,True,21,Suburb,False,False,820.0,46.0,17.83
2013-2014,201164001571,2011640,INDIAN WOODS MIDDLE,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Middle,Regular School,1,True,12,City,False,False,750.0,46.0,16.3
2013-2014,201164001573,2011640,TRAILRIDGE MIDDLE,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Middle,Regular School,1,True,21,Suburb,False,False,759.0,46.0,16.5
2013-2014,201164001574,2011640,SHAWNEE MISSION EAST HIGH,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,High,Regular School,1,True,21,Suburb,False,False,1665.0,88.0,18.92
2013-2014,201164001575,2011640,SHAWNEE MISSION NORTH HIGH,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,High,Regular School,1,True,12,City,False,False,1574.0,104.0,15.13
2013-2014,201164001576,2011640,SHAWNEE MISSION NORTHWEST HIGH,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,High,Regular School,1,True,21,Suburb,False,False,1782.0,103.0,17.3
2013-2014,201164001577,2011640,SHAWNEE MISSION SOUTH HIGH,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,High,Regular School,1,True,12,City,False,False,1362.0,77.0,17.69
2013-2014,201164001578,2011640,SHAWNEE MISSION WEST HIGH,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Other,Regular School,1,True,12,City,False,False,1802.0,97.0,18.58
2013-2014,201164001656,2011640,CHRISTA MCAULIFFE ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,453.0,28.0,16.18
2013-2014,201164001682,2011640,BROKEN ARROW ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,441.0,28.0,15.75
2013-2014,201164001683,2011640,RISING STAR ELEM,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,620.0,39.0,15.9
2013-2014,201164001893,2011640,OAK PARK-CARPENTER ELEMENTARY,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,521.0,33.0,15.79
2013-2014,201164001897,2011640,MERRIAM PARK ELEMENTARY,SHAWNEE MISSION PUB SCH,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,499.0,32.0,15.59
2013-2014,201185000118,2011850,SPRING HILL HIGH SCHOOL,SPRING HILL,KS,Johnson,20091,High,Regular School,1,True,41,Rural,False,False,670.0,42.0,15.95
2013-2014,201185000119,2011850,SPRING HILL MIDDLE SCHOOL,SPRING HILL,KS,Miami,20121,Middle,Regular School,1,True,31,Town,False,False,496.0,37.0,13.41
2013-2014,201185001852,2011850,PRAIRIE CREEK ELEMENTARY,SPRING HILL,KS,Johnson,20091,Primary,Regular School,1,True,41,Rural,False,False,322.0,23.0,14.0
2013-2014,201185001885,2011850,SPRING HILL ELEMENTARY SCHOOL,SPRING HILL,KS,Johnson,20091,Primary,Regular School,1,True,31,Town,False,False,481.0,38.0,12.66
2013-2014,201185001890,2011850,SPRING HILL INTERMEDIATE SCHOOL,SPRING HILL,KS,Miami,20121,Other,Regular School,2,False,31,Town,False,False,,,
2013-2014,201185001918,2011850,INSIGHT SCHOOL OF KS AT HILLTOP ED CENTER,SPRING HILL,KS,Johnson,20091,High,Regular School,1,True,41,Rural,True,False,542.0,21.0,25.81
2013-2014,201185002068,2011850,KANSAS VIRTUAL ACADEMY (KSVA),SPRING HILL,KS,Johnson,20091,Primary,Regular School,3,True,41,Rural,False,False,148.0,5.0,29.6
2013-2014,201185002072,2011850,WOLF CREEK ELEMENTARY SCHOOL,SPRING HILL,KS,Johnson,20091,Primary,Regular School,3,True,41,Rural,False,False,434.0,23.0,18.87
2013-2014,201200000012,2012000,HARMONY MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,12,City,False,False,581.0,37.0,15.7
2013-2014,201200000033,2012000,HARMONY ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,574.0,33.0,17.39
2013-2014,201200000111,2012000,STANLEY ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,415.0,30.0,13.83
2013-2014,201200000112,2012000,BLUE VALLEY HIGH,BLUE VALLEY,KS,Johnson,20091,High,Regular School,1,True,21,Suburb,False,False,1464.0,85.0,17.22
2013-2014,201200000114,2012000,STILWELL ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,41,Rural,False,False,342.0,24.0,14.25
2013-2014,201200000115,2012000,BLUE VALLEY MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,12,City,False,False,527.0,35.0,15.06
2013-2014,201200000534,2012000,PRAIRIE STAR ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,519.0,33.0,15.73
2013-2014,201200000541,2012000,BLUE VALLEY NORTHWEST HIGH,BLUE VALLEY,KS,Johnson,20091,High,Regular School,1,True,12,City,False,False,1607.0,91.0,17.66
2013-2014,201200000892,2012000,HEARTLAND ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,421.0,29.0,14.52
2013-2014,201200000994,2012000,PRAIRIE STAR MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,21,Suburb,False,False,559.0,42.0,13.31
2013-2014,201200001269,2012000,BLUE RIVER ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,506.0,29.0,17.45
2013-2014,201200001291,2012000,PLEASANT RIDGE MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,41,Rural,False,False,599.0,39.0,15.36
2013-2014,201200001400,2012000,SUNSET RIDGE ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,525.0,34.0,15.44
2013-2014,201200001473,2012000,LAKEWOOD ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,626.0,35.0,17.89
2013-2014,201200001533,2012000,BLUE VALLEY WEST HIGH,BLUE VALLEY,KS,Johnson,20091,High,Regular School,1,True,41,Rural,False,False,1365.0,85.0,16.06
2013-2014,201200001582,2012000,LEAWOOD ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,458.0,30.0,15.27
2013-2014,201200001593,2012000,MORSE ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,417.0,26.0,16.04
2013-2014,201200001605,2012000,INDIAN VALLEY ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,469.0,31.0,15.13
2013-2014,201200001606,2012000,LEAWOOD MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,21,Suburb,False,False,468.0,32.0,14.62
2013-2014,201200001644,2012000,BLUE VALLEY NORTH HIGH,BLUE VALLEY,KS,Johnson,20091,High,Regular School,1,True,12,City,False,False,1536.0,86.0,17.86
2013-2014,201200001645,2012000,VALLEY PARK ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,499.0,35.0,14.26
2013-2014,201200001657,2012000,OAK HILL ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,462.0,32.0,14.44
2013-2014,201200001671,2012000,OXFORD MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,12,City,False,False,581.0,39.0,14.9
2013-2014,201200001677,2012000,MISSION TRAIL ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,469.0,29.0,16.17
2013-2014,201200001684,2012000,COTTONWOOD POINT ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,428.0,30.0,14.27
2013-2014,201200001685,2012000,OVERLAND TRAIL ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,600.0,38.0,15.79
2013-2014,201200001686,2012000,OVERLAND TRAIL MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,12,City,False,False,669.0,40.0,16.73
2013-2014,201200001700,2012000,LAKEWOOD MIDDLE,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,12,City,False,False,696.0,44.0,15.82
2013-2014,201200001715,2012000,LIBERTY VIEW ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,21,Suburb,False,False,554.0,33.0,16.79
2013-2014,201200001757,2012000,CEDAR HILLS ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,41,Rural,False,False,551.0,35.0,15.74
2013-2014,201200001841,2012000,SUNRISE POINT ELEMENTARY,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,447.0,31.0,14.42
2013-2014,201200001934,2012000,TIMBER CREEK ELEMENTARY SCHOOL,BLUE VALLEY,KS,Johnson,20091,Primary,Regular School,1,True,12,City,False,False,697.0,40.0,17.43
2013-2014,201200001990,2012000,BLUE VALLEY SOUTHWEST HIGH SCHOOL,BLUE VALLEY,KS,Johnson,20091,High,Regular School,1,True,41,Rural,False,False,1069.0,67.0,15.96
2013-2014,201200002045,2012000,AUBRY BEND MIDDLE SCHOOL,BLUE VALLEY,KS,Johnson,20091,Middle,Regular School,1,True,41,Rural,False,False,700.0,43.0,16.28
2013-2014,201221001205,2012210,TONGANOXIE HIGH,TONGANOXIE,KS,Leavenworth,20103,High,Regular School,1,True,31,Town,False,False,603.0,46.0,13.11
2013-2014,201221001864,2012210,TONGANOXIE ELEM,TONGANOXIE,KS,Leavenworth,20103,Primary,Regular School,1,True,31,Town,False,False,712.0,50.0,14.24
2013-2014,201221001865,2012210,TONGANOXIE MIDDLE SCHOOL,TONGANOXIE,KS,Leavenworth,20103,Middle,Regular School,1,True,31,Town,False,False,629.0,42.0,14.98
2013-2014,201236000017,2012360,JUNCTION ELEMENTARY,TURNER-KANSAS CITY,KS,Wyandotte,20209,Primary,Regular School,1,True,12,City,False,False,327.0,17.0,19.24
2013-2014,201236000020,2012360,OAK GROVE ELEM,TURNER-KANSAS CITY,KS,Wyandotte,20209,Primary,Regular School,1,True,12,City,False,False,517.0,28.0,18.46
2013-2014,201236000022,2012360,TURNER ELEM,TURNER-KANSAS CITY,KS,Wyandotte,20209,Primary,Regular School,1,True,12,City,False,False,604.0,33.0,18.3
2013-2014,201236000024,2012360,TURNER HIGH,TURNER-KANSAS CITY,KS,Wyandotte,20209,High,Regular School,1,True,12,City,False,False,1088.0,71.0,15.32
2013-2014,201236001475,2012360,MIDLAND TRAIL,TURNER-KANSAS CITY,KS,Wyandotte,20209,Primary,Regular School,1,True,12,City,False,False,589.0,33.0,17.85
2013-2014,201236001520,2012360,TURNER MIDDLE SCHOOL,TURNER-KANSAS CITY,KS,Wyandotte,20209,Middle,Regular School,1,True,12,City,False,False,618.0,39.0,15.85
2013-2014,201236001859,2012360,TURNER SIXTH GRADE ACADEMY,TURNER-KANSAS CITY,KS,Wyandotte,20209,Middle,Regular School,1,True,12,City,False,False,288.0,19.0,15.16
2013-2014,290000901270,2900009,NORTHWEST REG. YOUTH CTR.,DIVISION OF YOUTH SERVICE,MO,Clay,29047,Other,Alternative,1,True,11,City,False,False,24.0,6.0,4.0
2013-2014,290000901285,2900009,LANGSFORD HOUSE,DIVISION OF YOUTH SERVICE,MO,Jackson,29095,Other,Alternative,1,True,23,Suburb,False,False,9.0,1.0,9.0
2013-2014,290000901287,2900009,ALTERNATIVE RESOURCE CTR.,DIVISION OF YOUTH SERVICE,MO,Jackson,29095,Other,Alternative,1,True,11,City,False,False,11.0,2.0,5.5
2013-2014,290000901289,2900009,WATKINS MILL PARK CAMP,DIVISION OF YOUTH SERVICE,MO,Clay,29047,Other,Alternative,1,True,42,Rural,False,False,59.0,7.0,8.43
2013-2014,290000901593,2900009,S.T.A.R. DAY TREATMENT CTR.,DIVISION OF YOUTH SERVICE,MO,Clay,29047,Other,Alternative,1,True,21,Suburb,False,False,0.0,,
2013-2014,290001102750,2900011,B. BANNEKER ACADEMY,B. BANNEKER ACADEMY,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,398.0,33.0,12.06
2013-2014,290001302751,2900013,DELLA LAMB ELEM.,DELLA LAMB ELEM.,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,589.0,54.0,10.91
2013-2014,290001402743,2900014,HOGAN PREPARATORY ACADEMY,HOGAN PREPARATORY ACADEMY,MO,Jackson,29095,High,Regular School,1,True,11,City,True,False,381.0,30.0,12.7
2013-2014,290001403196,2900014,HOGAN PREPARATORY ACAD MIDDLE,HOGAN PREPARATORY ACADEMY,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,385.0,22.0,17.5
2013-2014,290001403222,2900014,HOGAN PREPARATORY ACADEMY ELEM,HOGAN PREPARATORY ACADEMY,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,313.0,22.0,14.23
2013-2014,290001502752,2900015,GORDON PARKS ELEM.,GORDON PARKS ELEM.,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,80.0,8.0,10.0
2013-2014,290001602746,2900016,GENESIS SCHOOL INC.,GENESIS SCHOOL INC.,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,252.0,14.0,18.0
2013-2014,290001702753,2900017,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,830.0,57.0,14.56
2013-2014,290001902754,2900019,SCUOLA VITA NUOVA CHARTER,SCUOLA VITA NUOVA,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,171.0,16.0,10.69
2013-2014,290002203045,2900022,LAKEVIEW WOODS SCHOOL,MO SCHLS FOR THE SEV DISABLED,MO,Jackson,29095,Other,Special Education,1,True,21,Suburb,False,False,39.0,7.0,5.57
2013-2014,290002203048,2900022,MAPLE VALLEY SCHOOL,MO SCHLS FOR THE SEV DISABLED,MO,Clay,29047,Other,Special Education,1,True,11,City,False,False,54.0,10.0,5.4
2013-2014,290002203051,2900022,B W SHEPERD SCHOOL,MO SCHLS FOR THE SEV DISABLED,MO,Jackson,29095,Other,Special Education,1,True,11,City,False,False,28.0,6.0,4.67
2013-2014,290002203066,2900022,BRIARWOOD SCHOOL,MO SCHLS FOR THE SEV DISABLED,MO,Cass,29037,Other,Special Education,1,True,31,Town,False,False,8.0,1.0,8.0
2013-2014,290002203076,2900022,DALE M THOMPSON/TRAILS WEST S,MO SCHLS FOR THE SEV DISABLED,MO,Jackson,29095,Other,Special Education,1,True,11,City,False,False,22.0,4.0,5.5
2013-2014,290002402838,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,407.0,27.0,15.07
2013-2014,290002403184,2900024,BROOKSIDE CHARTER MIDDLE SCHL,BROOKSIDE CHARTER SCH.,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,154.0,13.0,11.85
2013-2014,290002502748,2900025,ALLEN VILLAGE SCHOOL,ALLEN VILLAGE,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,505.0,28.0,18.04
2013-2014,290002503233,2900025,ALLEN VILLAGE HIGH SCHOOL,ALLEN VILLAGE,MO,Jackson,29095,High,Regular School,3,True,11,City,True,False,98.0,6.0,16.33
2013-2014,290002602839,2900026,DERRICK THOMAS ELEM. ACADEMY,DERRICK THOMAS ACADEMY,MO,Jackson,29095,Other,Regular School,2,False,11,City,True,False,,,
2013-2014,290002602987,2900026,DERRICK THOMAS JR. ACADEMY,DERRICK THOMAS ACADEMY,MO,Jackson,29095,Other,Regular School,2,False,11,City,True,False,,,
2013-2014,290002603188,2900026,DERRICK THOMAS COLLEGE PREP,DERRICK THOMAS ACADEMY,MO,Jackson,29095,Other,Regular School,2,False,11,City,True,False,,,
2013-2014,290002702808,2900027,UNIVERSITY ACADEMY-UPPER,UNIVERSITY ACADEMY,MO,Jackson,29095,High,Regular School,1,True,11,City,True,False,204.0,15.0,13.6
2013-2014,290002702914,2900027,UNIVERSITY ACADEMY-MIDDLE,UNIVERSITY ACADEMY,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,222.0,17.0,13.06
2013-2014,290002702915,2900027,UNIVERSITY ACADEMY-LOWER,UNIVERSITY ACADEMY,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,624.0,39.0,16.0
2013-2014,290002802749,2900028,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,536.0,37.0,14.49
2013-2014,290002902741,2900029,ALTA VISTA CHARTER SCHOOL,ALTA VISTA CHARTER SCH.,MO,Jackson,29095,High,Regular School,1,True,11,City,True,False,277.0,22.0,12.59
2013-2014,290002903166,2900029,ALTA VISTA MIDDLE SCHOOL,ALTA VISTA CHARTER SCH.,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,189.0,22.0,8.59
2013-2014,290002903216,2900029,ALTA VISTA ELEMENTARY SCHOOL,ALTA VISTA CHARTER SCH.,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,120.0,11.0,10.91
2013-2014,290003103013,2900031,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,261.0,25.0,10.44
2013-2014,290058703140,2900587,PATHWAY ACADEMY ELEMENTARY,PATHWAY ACADEMY,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,458.0,28.0,16.36
2013-2014,290058803123,2900588,HOPE ACADEMY,HOPE ACADEMY,MO,Jackson,29095,High,Regular School,1,True,11,City,True,False,367.0,12.0,30.58
2013-2014,290058803206,2900588,HOPE ACADEMY - BENNINGTON CAMP,HOPE ACADEMY,MO,Jackson,29095,High,Regular School,1,True,11,City,True,False,266.0,10.0,26.6
2013-2014,290059003127,2900590,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,603.0,38.0,15.87
2013-2014,290059003180,2900590,FRONTIER SCHL OF EXCELLENCE-M,FRONTIER SCHOOL OF INNOVATION,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,84.0,9.0,9.33
2013-2014,290059003181,2900590,FRONTIER SCHL OF EXCELLENCE-U,FRONTIER SCHOOL OF INNOVATION,MO,Jackson,29095,High,Regular School,1,True,11,City,True,False,125.0,10.0,12.5
2013-2014,290059003182,2900590,FRONTIER SCHL OF INNOVATION-M,FRONTIER SCHOOL OF INNOVATION,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,198.0,15.0,13.2
2013-2014,290059003232,2900590,FRONTIER STEM HIGH SCHOOL,FRONTIER SCHOOL OF INNOVATION,MO,Jackson,29095,Other,Regular School,3,True,11,City,True,False,49.0,3.0,16.33
2013-2014,290059303176,2900593,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson,29095,High,Regular School,1,True,11,City,True,False,255.0,22.0,11.59
2013-2014,290059703195,2900597,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson,29095,Middle,Regular School,1,True,11,City,True,False,369.0,32.0,11.53
2013-2014,290060103194,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,105.0,10.0,10.5
2013-2014,290060303201,2900603,CROSSROADS ACAD OF KANSAS CITY,CROSSROADS ACAD OF KANSAS CITY,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,231.0,21.0,11.0
2013-2014,290060403209,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson,29095,Primary,Regular School,1,True,11,City,True,False,101.0,7.0,14.43
2013-2014,290320000024,2903200,CASS CO. ELEM.,ARCHIE R-V,MO,Cass,29037,Primary,Regular School,1,True,42,Rural,False,False,283.0,21.0,13.48
2013-2014,290320000025,2903200,ARCHIE HIGH,ARCHIE R-V,MO,Cass,29037,High,Regular School,1,True,42,Rural,False,False,284.0,23.0,12.35
2013-2014,290462000051,2904620,CAMBRIDGE ELEM.,BELTON 124,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,321.0,22.0,14.59
2013-2014,290462000052,2904620,GLADDEN ELEM.,BELTON 124,MO,Cass,29037,Primary,Regular School,1,True,21,Suburb,False,False,351.0,25.0,14.04
