school_year,crdc_wave,data_source,nces_school_id,school_name,enrollment_crdc,idea_count,idea_share,section_504_count,section_504_share,lep_count,lep_share,accommodations_count,accommodations_share,chronic_absent_count,chronic_absent_rate,district_name,state,county_name,locale_group,school_level,school_type,is_virtual,is_operating,enrollment_total,enrollment_k12,classroom_teacher_fte,school_ptr,frl_eligible,frl_rate,is_balanced_school
2015-2016,2015-16,CRDC,201221001864,Tonganoxie Elem,848.0,91.0,0.10731132075471699,2.0,0.0023584905660377358,10.0,0.01179245283018868,93.0,0.10966981132075472,,,Tonganoxie,KS,Leavenworth County,Town,Primary,Regular School,False,True,871.0,852.0,58.8,14.81,317.0,0.3639,True
2015-2016,2015-16,CRDC,201221001865,Tonganoxie Middle School,473.0,74.0,0.15644820295983086,16.0,0.03382663847780127,4.0,0.008456659619450317,90.0,0.19027484143763213,,,Tonganoxie,KS,Leavenworth County,Town,Middle,Regular School,False,True,473.0,473.0,33.5,14.12,170.0,0.3594,True
2015-2016,2015-16,CRDC,201236000017,Junction Elementary,302.0,37.0,0.12251655629139073,2.0,0.006622516556291391,75.0,0.24834437086092714,39.0,0.1291390728476821,,,Turner-Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,298.0,261.0,18.2,16.37,236.0,0.7919,True
2015-2016,2015-16,CRDC,201236000020,Oak Grove Elem,555.0,43.0,0.07747747747747748,5.0,0.009009009009009009,126.0,0.22702702702702704,48.0,0.08648648648648649,,,Turner-Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,557.0,519.0,30.0,18.57,421.0,0.7558,True
2015-2016,2015-16,CRDC,201236000022,Turner Elem,669.0,50.0,0.07473841554559044,0.0,0.0,158.0,0.23617339312406577,50.0,0.07473841554559044,,,Turner-Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,665.0,593.0,35.5,18.73,531.0,0.7985,True
2015-2016,2015-16,CRDC,201236000024,Turner High,1091.0,129.0,0.11824014665444546,19.0,0.017415215398716773,177.0,0.1622364802933089,148.0,0.13565536205316223,,,Turner-Kansas City,KS,Wyandotte County,City,High,Regular School,False,True,1081.0,1081.0,74.0,14.61,778.0,0.7197,True
2015-2016,2015-16,CRDC,201236001475,Midland Trail,600.0,72.0,0.12,0.0,0.0,200.0,0.3333333333333333,72.0,0.12,,,Turner-Kansas City,KS,Wyandotte County,City,Primary,Regular School,False,True,604.0,539.0,34.2,17.66,504.0,0.8344,True
2015-2016,2015-16,CRDC,201236001520,Turner Middle School,627.0,66.0,0.10526315789473684,10.0,0.01594896331738437,155.0,0.24720893141945774,76.0,0.12121212121212122,,,Turner-Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,625.0,625.0,41.3,15.13,499.0,0.7984,True
2015-2016,2015-16,CRDC,201236001859,Turner Sixth Grade Academy,315.0,39.0,0.12380952380952381,0.0,0.0,78.0,0.24761904761904763,39.0,0.12380952380952381,,,Turner-Kansas City,KS,Wyandotte County,City,Middle,Regular School,False,True,316.0,316.0,19.1,16.54,257.0,0.8133,True
2015-2016,2015-16,CRDC,290000901270,NORTHWEST REG. YOUTH CTR.,48.0,4.0,0.08333333333333333,0.0,0.0,0.0,0.0,4.0,0.08333333333333333,,,DIVISION OF YOUTH SERVICE,MO,Clay County,City,Other,Regular School,False,True,29.0,29.0,5.33,5.44,26.0,0.8966,True
2015-2016,2015-16,CRDC,290000901285,LANGSFORD HOUSE,16.0,4.0,0.25,0.0,0.0,0.0,0.0,4.0,0.25,,,DIVISION OF YOUTH SERVICE,MO,Jackson County,Suburb,Other,Regular School,False,True,8.0,8.0,1.5,5.33,8.0,1.0,True
2015-2016,2015-16,CRDC,290000901287,ALTERNATIVE RESOURCE CTR.,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,DIVISION OF YOUTH SERVICE,MO,Jackson County,City,Other,Alternative,False,True,6.0,6.0,1.33,4.51,6.0,1.0,True
2015-2016,2015-16,CRDC,290000901289,WATKINS MILL PARK CAMP,117.0,18.0,0.15384615384615385,0.0,0.0,0.0,0.0,18.0,0.15384615384615385,,,DIVISION OF YOUTH SERVICE,MO,Clay County,Rural,Other,Regular School,False,True,49.0,49.0,7.34,6.68,46.0,0.9388,True
2015-2016,2015-16,CRDC,290001302751,DELLA LAMB @ WALLACE,437.0,40.0,0.09153318077803203,4.0,0.009153318077803204,272.0,0.6224256292906178,44.0,0.10068649885583524,,,DELLA LAMB ELEM.,MO,Jackson County,City,Primary,Regular School,False,True,417.0,417.0,54.0,7.72,414.0,0.9928,True
2015-2016,2015-16,CRDC,290001402743,HOGAN PREPARATORY ACADEMY,328.0,44.0,0.13414634146341464,7.0,0.021341463414634148,2.0,0.006097560975609756,51.0,0.15548780487804878,,,HOGAN PREPARATORY ACADEMY,MO,Jackson County,City,High,Regular School,False,True,354.0,354.0,35.3,10.03,351.0,0.9915,True
2015-2016,2015-16,CRDC,290001403196,HOGAN PREPARATORY ACAD MIDDLE,282.0,44.0,0.15602836879432624,4.0,0.014184397163120567,0.0,0.0,48.0,0.1702127659574468,,,HOGAN PREPARATORY ACADEMY,MO,Jackson County,City,Middle,Regular School,False,True,326.0,326.0,26.5,12.3,323.0,0.9908,True
2015-2016,2015-16,CRDC,290001403222,HOGAN PREPARATORY ACADEMY ELEM,294.0,35.0,0.11904761904761904,4.0,0.013605442176870748,0.0,0.0,39.0,0.1326530612244898,,,HOGAN PREPARATORY ACADEMY,MO,Jackson County,City,Primary,Regular School,False,True,320.0,320.0,24.6,13.01,317.0,0.9906,True
2015-2016,2015-16,CRDC,290001502752,GORDON PARKS ELEM.,187.0,4.0,0.0213903743315508,0.0,0.0,13.0,0.06951871657754011,4.0,0.0213903743315508,,,GORDON PARKS ELEM.,MO,Jackson County,City,Primary,Regular School,False,True,173.0,173.0,22.0,7.86,173.0,1.0,True
2015-2016,2015-16,CRDC,290001602746,GENESIS SCHOOL INC.,283.0,42.0,0.14840989399293286,9.0,0.03180212014134275,5.0,0.0176678445229682,51.0,0.18021201413427562,,,GENESIS SCHOOL INC.,MO,Jackson County,City,Primary,Regular School,False,True,285.0,285.0,19.0,15.0,282.0,0.9895,True
2015-2016,2015-16,CRDC,290001702753,ACADEMIE LAFAYETTE-OAK,444.0,27.0,0.060810810810810814,13.0,0.02927927927927928,21.0,0.0472972972972973,40.0,0.09009009009009009,,,ACADEMIE LAFAYETTE,MO,Jackson County,City,Middle,Regular School,False,True,444.0,444.0,33.5,13.25,81.0,0.1824,True
2015-2016,2015-16,CRDC,290001703259,ACADEMIE LAFAYETTE-CHERRY,465.0,7.0,0.015053763440860216,5.0,0.010752688172043012,16.0,0.034408602150537634,12.0,0.025806451612903226,,,ACADEMIE LAFAYETTE,MO,Jackson County,City,Primary,Regular School,False,True,463.0,463.0,30.6,15.13,103.0,0.2225,True
2015-2016,2015-16,CRDC,290001902754,SCUOLA VITA NUOVA CHARTER,214.0,4.0,0.018691588785046728,2.0,0.009345794392523364,149.0,0.6962616822429907,6.0,0.028037383177570093,,,SCUOLA VITA NUOVA,MO,Jackson County,City,Primary,Regular School,False,True,202.0,202.0,19.9,10.15,191.0,0.9455,True
2015-2016,2015-16,CRDC,290002203045,LAKEVIEW WOODS SCHOOL,43.0,36.0,0.8372093023255814,0.0,0.0,0.0,0.0,36.0,0.8372093023255814,,,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,Suburb,Other,Special Education,False,True,39.0,39.0,9.0,4.33,31.0,0.7949,True
2015-2016,2015-16,CRDC,290002203048,MAPLE VALLEY SCHOOL,59.0,41.0,0.6949152542372882,0.0,0.0,0.0,0.0,41.0,0.6949152542372882,,,MO SCHLS FOR THE SEV DISABLED,MO,Clay County,City,Other,Special Education,False,True,51.0,51.0,12.0,4.25,13.0,0.2549,True
2015-2016,2015-16,CRDC,290002203066,BRIARWOOD SCHOOL,12.0,8.0,0.6666666666666666,0.0,0.0,0.0,0.0,8.0,0.6666666666666666,,,MO SCHLS FOR THE SEV DISABLED,MO,Cass County,Rural,Other,Special Education,False,True,10.0,10.0,2.2,4.55,0.0,0.0,True
2015-2016,2015-16,CRDC,290002203076,DALE M THOMPSON/TRAILS WEST S,43.0,31.0,0.7209302325581395,0.0,0.0,0.0,0.0,31.0,0.7209302325581395,,,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,City,Other,Special Education,False,True,37.0,37.0,8.8,4.2,28.0,0.7568,True
2015-2016,2015-16,CRDC,290002402838,BROOKSIDE CHARTER SCH.,362.0,17.0,0.04696132596685083,0.0,0.0,2.0,0.0055248618784530384,17.0,0.04696132596685083,,,BROOKSIDE CHARTER SCH.,MO,Jackson County,City,Primary,Regular School,False,True,363.0,363.0,28.81,12.6,360.0,0.9917,True
2015-2016,2015-16,CRDC,290002403184,BROOKSIDE CHARTER MIDDLE SCHL,172.0,13.0,0.0755813953488372,0.0,0.0,2.0,0.011627906976744186,13.0,0.0755813953488372,,,BROOKSIDE CHARTER SCH.,MO,Jackson County,City,Middle,Regular School,False,True,171.0,171.0,15.19,11.26,168.0,0.9825,True
2015-2016,2015-16,CRDC,290002502748,ALLEN VILLAGE SCHOOL,512.0,34.0,0.06640625,10.0,0.01953125,140.0,0.2734375,44.0,0.0859375,,,ALLEN VILLAGE,MO,Jackson County,City,Primary,Regular School,False,True,511.0,511.0,32.13,15.9,450.0,0.8806,True
2015-2016,2015-16,CRDC,290002503233,ALLEN VILLAGE HIGH SCHOOL,164.0,8.0,0.04878048780487805,8.0,0.04878048780487805,17.0,0.10365853658536585,16.0,0.0975609756097561,,,ALLEN VILLAGE,MO,Jackson County,City,High,Regular School,False,True,161.0,161.0,12.1,13.31,144.0,0.8944,True
2015-2016,2015-16,CRDC,290002702808,UNIVERSITY ACADEMY-UPPER,197.0,4.0,0.02030456852791878,10.0,0.050761421319796954,2.0,0.01015228426395939,14.0,0.07106598984771574,,,UNIVERSITY ACADEMY,MO,Jackson County,City,High,Regular School,False,True,196.0,196.0,15.15,12.94,133.0,0.6786,True
2015-2016,2015-16,CRDC,290002702914,UNIVERSITY ACADEMY-MIDDLE,192.0,7.0,0.036458333333333336,8.0,0.041666666666666664,0.0,0.0,15.0,0.078125,,,UNIVERSITY ACADEMY,MO,Jackson County,City,Middle,Regular School,False,True,190.0,190.0,17.3,10.98,145.0,0.7632,True
2015-2016,2015-16,CRDC,290002702915,UNIVERSITY ACADEMY-LOWER,614.0,29.0,0.04723127035830619,15.0,0.024429967426710098,0.0,0.0,44.0,0.07166123778501629,,,UNIVERSITY ACADEMY,MO,Jackson County,City,Primary,Regular School,False,True,615.0,615.0,40.55,15.17,484.0,0.787,True
2015-2016,2015-16,CRDC,290002802749,LEE A. TOLBERT COM. ACADEMY,541.0,47.0,0.08687615526802218,0.0,0.0,2.0,0.0036968576709796672,47.0,0.08687615526802218,,,LEE A. TOLBERT COM. ACADEMY,MO,Jackson County,City,Primary,Regular School,False,True,540.0,540.0,37.51,14.4,514.0,0.9519,True
2015-2016,2015-16,CRDC,290002902741,ALTA VISTA CHARTER SCHOOL,370.0,27.0,0.07297297297297298,0.0,0.0,265.0,0.7162162162162162,27.0,0.07297297297297298,,,ALTA VISTA CHARTER SCH.,MO,Jackson County,City,High,Regular School,False,True,359.0,359.0,28.13,12.76,314.0,0.8747,True
2015-2016,2015-16,CRDC,290002903166,ALTA VISTA MIDDLE SCHOOL,202.0,14.0,0.06930693069306931,0.0,0.0,136.0,0.6732673267326733,14.0,0.06930693069306931,,,ALTA VISTA CHARTER SCH.,MO,Jackson County,City,Middle,Regular School,False,True,195.0,195.0,20.5,9.51,191.0,0.9795,True
2015-2016,2015-16,CRDC,290002903216,ALTA VISTA ELEMENTARY SCHOOL,317.0,60.0,0.1892744479495268,0.0,0.0,250.0,0.7886435331230284,60.0,0.1892744479495268,,,ALTA VISTA CHARTER SCH.,MO,Jackson County,City,Primary,Regular School,False,True,295.0,295.0,24.0,12.29,287.0,0.9729,True
2015-2016,2015-16,CRDC,290059003127,FRONTIER SCHOOL OF INNOVATION,695.0,37.0,0.053237410071942444,0.0,0.0,374.0,0.5381294964028777,37.0,0.053237410071942444,,,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,City,Primary,Regular School,False,True,689.0,689.0,43.9,15.69,652.0,0.9463,True
2015-2016,2015-16,CRDC,290059003180,FRONTIER SCHOOLL OF EXCELLENCE-M,131.0,8.0,0.061068702290076333,0.0,0.0,44.0,0.33587786259541985,8.0,0.061068702290076333,,,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,City,Middle,Regular School,False,True,124.0,124.0,10.46,11.85,114.0,0.9194,True
2015-2016,2015-16,CRDC,290059003181,FRONTIER SCHL OF EXCELLENCE-U,189.0,14.0,0.07407407407407407,0.0,0.0,25.0,0.13227513227513227,14.0,0.07407407407407407,,,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,City,High,Regular School,False,True,192.0,192.0,14.34,13.39,174.0,0.9062,True
2015-2016,2015-16,CRDC,290059003182,FRONTIER SCHL OF INNOVATION-M,318.0,14.0,0.0440251572327044,0.0,0.0,75.0,0.2358490566037736,14.0,0.0440251572327044,,,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,City,Middle,Regular School,False,True,317.0,317.0,21.4,14.81,301.0,0.9495,True
2015-2016,2015-16,CRDC,290059003232,FRONTIER STEM HIGH SCHOOL,184.0,0.0,0.0,0.0,0.0,38.0,0.20652173913043478,0.0,0.0,,,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,City,Other,Regular School,False,True,182.0,182.0,14.0,13.0,179.0,0.9835,True
2015-2016,2015-16,CRDC,290059303176,DELASALLE CHARTER SCHOOL,217.0,19.0,0.08755760368663594,4.0,0.018433179723502304,19.0,0.08755760368663594,23.0,0.10599078341013825,,,DELASALLE CHARTER SCHOOL,MO,Jackson County,City,High,Regular School,False,True,227.0,227.0,20.0,11.35,224.0,0.9868,True
2015-2016,2015-16,CRDC,290059703195,EWING MARION KAUFFMAN MIDDLE,642.0,32.0,0.04984423676012461,15.0,0.02336448598130841,39.0,0.06074766355140187,47.0,0.07320872274143302,,,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,City,Middle,Regular School,False,True,639.0,639.0,55.91,11.43,556.0,0.8701,True
2015-2016,2015-16,CRDC,290059703277,EWING MARION KAUFFMAN HIGH,50.0,0.0,0.0,4.0,0.08,11.0,0.22,4.0,0.08,,,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,City,Other,Regular School,False,True,51.0,51.0,7.81,6.53,45.0,0.8824,False
2015-2016,2015-16,CRDC,290060103194,HOPE LEADERSHIP ACADEMY,118.0,20.0,0.1694915254237288,2.0,0.01694915254237288,2.0,0.01694915254237288,22.0,0.1864406779661017,,,HOPE LEADERSHIP ACADEMY,MO,Jackson County,City,Primary,Regular School,False,True,120.0,120.0,11.0,10.91,120.0,1.0,True
2015-2016,2015-16,CRDC,290060303201,CROSSROADS ACAD OF KANSAS CITY,349.0,27.0,0.07736389684813753,13.0,0.03724928366762178,35.0,0.10028653295128939,40.0,0.11461318051575932,,,CROSSROADS ACAD OF KANSAS CITY,MO,Jackson County,City,Primary,Regular School,False,True,349.0,349.0,26.6,13.12,185.0,0.5301,True
2015-2016,2015-16,CRDC,290060403209,ACADEMY FOR INTEGRATED ARTS,125.0,4.0,0.032,0.0,0.0,0.0,0.0,4.0,0.032,,,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,City,Primary,Regular School,False,True,120.0,120.0,8.0,15.0,112.0,0.9333,True
2015-2016,2015-16,CRDC,290320000024,CASS CO. ELEM.,242.0,29.0,0.11983471074380166,14.0,0.05785123966942149,4.0,0.01652892561983471,43.0,0.17768595041322313,,,ARCHIE R-V,MO,Cass County,Rural,Primary,Regular School,False,True,242.0,234.0,16.97,14.26,103.0,0.4256,True
2015-2016,2015-16,CRDC,290320000025,ARCHIE HIGH,306.0,30.0,0.09803921568627451,7.0,0.02287581699346405,4.0,0.013071895424836602,37.0,0.12091503267973856,,,ARCHIE R-V,MO,Cass County,Rural,Other,Regular School,False,True,304.0,304.0,26.05,11.67,78.0,0.2566,True
2015-2016,2015-16,CRDC,290462000051,CAMBRIDGE ELEM.,318.0,41.0,0.1289308176100629,0.0,0.0,42.0,0.1320754716981132,41.0,0.1289308176100629,,,BELTON 124,MO,Cass County,Suburb,Primary,Regular School,False,True,318.0,318.0,23.0,13.83,185.0,0.5818,True
2015-2016,2015-16,CRDC,290462000052,GLADDEN ELEM.,367.0,60.0,0.16348773841961853,0.0,0.0,17.0,0.04632152588555858,60.0,0.16348773841961853,,,BELTON 124,MO,Cass County,Suburb,Primary,Regular School,False,True,360.0,360.0,25.0,14.4,212.0,0.5889,True
2015-2016,2015-16,CRDC,290462000053,HILLCREST STEAM ACADEMY,505.0,53.0,0.10495049504950495,0.0,0.0,10.0,0.019801980198019802,53.0,0.10495049504950495,,,BELTON 124,MO,Cass County,Suburb,Primary,Regular School,False,True,508.0,508.0,30.0,16.93,242.0,0.4764,True
2015-2016,2015-16,CRDC,290462000055,BELTON HIGH,964.0,72.0,0.07468879668049792,0.0,0.0,24.0,0.024896265560165973,72.0,0.07468879668049792,,,BELTON 124,MO,Cass County,Rural,High,Regular School,False,True,1359.0,1359.0,80.87,16.8,593.0,0.4364,True
2015-2016,2015-16,CRDC,290462002724,MILL CREEK UPPER ELEM.,587.0,97.0,0.16524701873935263,0.0,0.0,33.0,0.056218057921635436,97.0,0.16524701873935263,,,BELTON 124,MO,Cass County,Rural,Middle,Regular School,False,True,578.0,578.0,38.88,14.87,317.0,0.5484,True
2015-2016,2015-16,CRDC,290462002725,GRACE EARLY CHILD.  ED. CTR.,293.0,65.0,0.22184300341296928,0.0,0.0,0.0,0.0,65.0,0.22184300341296928,,,BELTON 124,MO,Cass County,Suburb,Primary,Regular School,False,True,263.0,0.0,15.03,17.5,121.0,0.4601,True
2015-2016,2015-16,CRDC,290462002988,KENTUCKY TRAIL ELEM.,480.0,59.0,0.12291666666666666,0.0,0.0,11.0,0.022916666666666665,59.0,0.12291666666666666,,,BELTON 124,MO,Cass County,Suburb,Primary,Regular School,False,True,477.0,477.0,31.0,15.39,232.0,0.4864,True
2015-2016,2015-16,CRDC,290462003025,BELTON MIDDLE SCHOOL/FC,1092.0,139.0,0.12728937728937728,0.0,0.0,34.0,0.031135531135531136,139.0,0.12728937728937728,,,BELTON 124,MO,Cass County,Suburb,Middle,Regular School,False,True,756.0,756.0,42.93,17.61,400.0,0.5291,True
2015-2016,2015-16,CRDC,290531000078,CORDILL-MASON ELEM.,750.0,61.0,0.08133333333333333,17.0,0.02266666666666667,6.0,0.008,78.0,0.104,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,748.0,735.0,45.0,16.62,175.0,0.234,True
2015-2016,2015-16,CRDC,290531000080,FRANKLIN SMITH ELEM.,504.0,67.0,0.13293650793650794,18.0,0.03571428571428571,17.0,0.03373015873015873,85.0,0.16865079365079366,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,339.0,324.0,31.95,10.61,152.0,0.4484,True
2015-2016,2015-16,CRDC,290531000082,JAMES LEWIS ELEM.,478.0,77.0,0.16108786610878661,22.0,0.04602510460251046,4.0,0.008368200836820083,99.0,0.20711297071129708,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,477.0,458.0,32.2,14.81,137.0,0.2872,True
2015-2016,2015-16,CRDC,290531000083,JAMES WALKER ELEM.,484.0,48.0,0.09917355371900827,9.0,0.01859504132231405,8.0,0.01652892561983471,57.0,0.11776859504132231,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,511.0,490.0,31.72,16.11,239.0,0.4677,True
2015-2016,2015-16,CRDC,290531000084,JOHN NOWLIN ELEM.,434.0,61.0,0.14055299539170507,12.0,0.027649769585253458,12.0,0.027649769585253458,73.0,0.16820276497695852,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,440.0,427.0,30.0,14.67,136.0,0.3091,True
2015-2016,2015-16,CRDC,290531000085,BLUE SPRINGS HIGH,1840.0,193.0,0.10489130434782609,52.0,0.02826086956521739,4.0,0.002173913043478261,245.0,0.1331521739130435,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,High,Regular School,False,True,2548.0,2548.0,105.21,24.22,588.0,0.2308,True
2015-2016,2015-16,CRDC,290531000086,THOMAS J. ULTICAN ELEM.,481.0,85.0,0.17671517671517672,11.0,0.02286902286902287,4.0,0.008316008316008316,96.0,0.1995841995841996,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,488.0,475.0,34.18,14.28,206.0,0.4221,True
2015-2016,2015-16,CRDC,290531000087,WILLIAM YATES ELEM.,438.0,53.0,0.12100456621004566,13.0,0.02968036529680365,36.0,0.0821917808219178,66.0,0.1506849315068493,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,430.0,421.0,28.4,15.14,173.0,0.4023,True
2015-2016,2015-16,CRDC,290531000170,BLUE SPRINGS SOUTH HIGH,1510.0,101.0,0.06688741721854305,90.0,0.059602649006622516,8.0,0.005298013245033113,191.0,0.12649006622516556,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,High,Regular School,False,True,2041.0,2041.0,94.53,21.59,327.0,0.1602,True
2015-2016,2015-16,CRDC,290531000200,VALLEY VIEW HIGH,143.0,8.0,0.055944055944055944,12.0,0.08391608391608392,0.0,0.0,20.0,0.13986013986013987,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,High,Alternative,False,True,0.0,0.0,16.36,0.0,,,True
2015-2016,2015-16,CRDC,290531000270,LIGGETT TRAIL EDUCATION CENTER,185.0,161.0,0.8702702702702703,2.0,0.010810810810810811,0.0,0.0,163.0,0.8810810810810811,,,BLUE SPRINGS R-IV,MO,Jackson County,Rural,Other,Regular School,False,True,0.0,0.0,19.0,0.0,,,True
2015-2016,2015-16,CRDC,290531000943,BRITTANY HILL MIDDLE,826.0,82.0,0.09927360774818401,36.0,0.043583535108958835,2.0,0.002421307506053269,118.0,0.14285714285714285,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Middle,Regular School,False,True,835.0,835.0,48.22,17.32,230.0,0.2754,True
2015-2016,2015-16,CRDC,290531001706,MORELAND RIDGE MIDDLE,931.0,94.0,0.10096670247046187,55.0,0.05907626208378088,6.0,0.00644468313641246,149.0,0.16004296455424274,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Middle,Regular School,False,True,926.0,926.0,51.58,17.95,262.0,0.2829,True
2015-2016,2015-16,CRDC,290531002367,DANIEL YOUNG ELEM.,339.0,46.0,0.13569321533923304,7.0,0.02064896755162242,2.0,0.0058997050147492625,53.0,0.15634218289085547,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,334.0,316.0,24.5,13.63,118.0,0.3533,True
2015-2016,2015-16,CRDC,290531002488,WILLIAM BRYANT ELEM.,362.0,38.0,0.10497237569060773,6.0,0.016574585635359115,2.0,0.0055248618784530384,44.0,0.12154696132596685,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,370.0,360.0,23.7,15.61,116.0,0.3135,True
2015-2016,2015-16,CRDC,290531002549,LUCY FRANKLIN ELEM.,589.0,68.0,0.11544991511035653,22.0,0.03735144312393888,6.0,0.010186757215619695,90.0,0.15280135823429541,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,597.0,586.0,34.4,17.35,94.0,0.1575,True
2015-2016,2015-16,CRDC,290531002682,CHAPEL LAKES ELEM.,507.0,36.0,0.07100591715976332,10.0,0.01972386587771203,7.0,0.013806706114398421,46.0,0.09072978303747535,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,525.0,513.0,29.6,17.74,92.0,0.1752,True
2015-2016,2015-16,CRDC,290531002736,DELTA WOODS MIDDLE,773.0,68.0,0.08796895213454076,34.0,0.04398447606727038,10.0,0.0129366106080207,102.0,0.13195342820181113,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Middle,Regular School,False,True,757.0,757.0,45.99,16.46,142.0,0.1876,True
2015-2016,2015-16,CRDC,290531002737,SUNNY POINTE ELEM.,575.0,83.0,0.1443478260869565,9.0,0.01565217391304348,14.0,0.02434782608695652,92.0,0.16,,,BLUE SPRINGS R-IV,MO,Jackson County,Rural,Primary,Regular School,False,True,587.0,577.0,35.3,16.63,221.0,0.3765,True
2015-2016,2015-16,CRDC,290531002835,PAUL KINDER MIDDLE SCHOOL,760.0,96.0,0.12631578947368421,35.0,0.046052631578947366,2.0,0.002631578947368421,131.0,0.1723684210526316,,,BLUE SPRINGS R-IV,MO,Jackson County,Rural,Middle,Regular School,False,True,760.0,760.0,41.2,18.45,231.0,0.3039,True
2015-2016,2015-16,CRDC,290531002836,VOY SPEARS JR. ELEM.,540.0,36.0,0.06666666666666667,16.0,0.02962962962962963,10.0,0.018518518518518517,52.0,0.0962962962962963,,,BLUE SPRINGS R-IV,MO,Jackson County,Suburb,Primary,Regular School,False,True,564.0,552.0,33.6,16.79,39.0,0.0691,True
2015-2016,2015-16,CRDC,290825000223,BOONE ELEM.,325.0,61.0,0.18769230769230769,2.0,0.006153846153846154,14.0,0.043076923076923075,63.0,0.19384615384615383,,,CENTER 58,MO,Jackson County,City,Primary,Regular School,False,True,326.0,326.0,29.07,11.21,207.0,0.635,True
2015-2016,2015-16,CRDC,290825000224,CENTER ELEM.,357.0,24.0,0.06722689075630252,6.0,0.01680672268907563,0.0,0.0,30.0,0.08403361344537816,,,CENTER 58,MO,Jackson County,City,Primary,Regular School,False,True,358.0,358.0,25.4,14.09,355.0,0.9916,True
2015-2016,2015-16,CRDC,290825000225,CENTER SR. HIGH,626.0,85.0,0.13578274760383385,13.0,0.020766773162939296,8.0,0.012779552715654952,98.0,0.15654952076677317,,,CENTER 58,MO,Jackson County,City,High,Regular School,False,True,696.0,696.0,58.35,11.93,488.0,0.7011,True
2015-2016,2015-16,CRDC,290825000226,INDIAN CREEK ELEM.,307.0,20.0,0.06514657980456026,7.0,0.02280130293159609,40.0,0.13029315960912052,27.0,0.08794788273615635,,,CENTER 58,MO,Jackson County,City,Primary,Regular School,False,True,303.0,303.0,20.95,14.46,300.0,0.9901,True
2015-2016,2015-16,CRDC,290825000228,RED BRIDGE ELEM.,274.0,22.0,0.08029197080291971,0.0,0.0,34.0,0.12408759124087591,22.0,0.08029197080291971,,,CENTER 58,MO,Jackson County,City,Primary,Regular School,False,True,275.0,275.0,21.2,12.97,119.0,0.4327,True
2015-2016,2015-16,CRDC,290825000230,CENTER MIDDLE,534.0,77.0,0.1441947565543071,8.0,0.0149812734082397,13.0,0.024344569288389514,85.0,0.15917602996254682,,,CENTER 58,MO,Jackson County,City,Middle,Regular School,False,True,531.0,531.0,50.0,10.62,399.0,0.7514,True
2015-2016,2015-16,CRDC,290825002755,EARLY CHILDHOOD EDUC. CTR.,169.0,44.0,0.2603550295857988,0.0,0.0,0.0,0.0,44.0,0.2603550295857988,,,CENTER 58,MO,Jackson County,City,Primary,Regular School,False,True,175.0,0.0,10.18,17.19,172.0,0.9829,True
2015-2016,2015-16,CRDC,290825002810,CENTER ALTERNATIVE,70.0,7.0,0.1,6.0,0.08571428571428572,0.0,0.0,13.0,0.18571428571428572,,,CENTER 58,MO,Jackson County,City,High,Alternative,False,True,0.0,0.0,,,,,True
