school_year,crdc_wave,data_source,nces_school_id,school_name,enrollment_crdc,idea_count,idea_share,section_504_count,section_504_share,lep_count,lep_share,accommodations_count,accommodations_share,chronic_absent_count,chronic_absent_rate,district_name,state,county_name,locale_group,school_level,school_type,is_virtual,is_operating,enrollment_total,enrollment_k12,classroom_teacher_fte,school_ptr,frl_eligible,frl_rate,is_balanced_school
2020-2021,2020-21,CRDC,291308002866,Prairie Branch Elem.,536.0,55.0,0.10261194029850747,29.0,0.054104477611940295,0.0,0.0,84.0,0.15671641791044777,107.0,0.19962686567164178,GRAIN VALLEY R-V,MO,Jackson County,Suburb,Primary,Regular School,False,True,536.0,536.0,37.58,14.26,56.0,0.1045,True
2020-2021,2020-21,CRDC,291308002976,Stony Point Elem.,493.0,72.0,0.1460446247464503,19.0,0.038539553752535496,0.0,0.0,91.0,0.1845841784989858,155.0,0.3144016227180527,GRAIN VALLEY R-V,MO,Jackson County,Suburb,Primary,Regular School,False,True,493.0,493.0,39.15,12.59,104.0,0.211,True
2020-2021,2020-21,CRDC,291308003161,Grain Valley North Middle Schl,504.0,43.0,0.08531746031746032,20.0,0.03968253968253968,2.0,0.003968253968253968,63.0,0.125,147.0,0.2916666666666667,GRAIN VALLEY R-V,MO,Jackson County,Rural,Middle,Regular School,False,True,504.0,504.0,37.18,13.56,98.0,0.1944,True
2020-2021,2020-21,CRDC,291308003169,Grain Valley Early Childhd Ctr,96.0,55.0,0.5729166666666666,0.0,0.0,0.0,0.0,55.0,0.5729166666666666,,,GRAIN VALLEY R-V,MO,Jackson County,Rural,Prekindergarten,Regular School,False,True,86.0,0.0,9.0,9.56,,,True
2020-2021,2020-21,CRDC,291314000548,Belvidere Elem.,284.0,24.0,0.08450704225352113,4.0,0.014084507042253521,28.0,0.09859154929577464,28.0,0.09859154929577464,,,GRANDVIEW C-4,MO,Jackson County,Suburb,Primary,Regular School,False,True,283.0,283.0,21.84,12.96,199.0,0.7032,True
2020-2021,2020-21,CRDC,291314000549,Butcher-Greene Elem.,296.0,33.0,0.11148648648648649,5.0,0.016891891891891893,61.0,0.20608108108108109,38.0,0.12837837837837837,,,GRANDVIEW C-4,MO,Jackson County,Suburb,Primary,Regular School,False,True,297.0,297.0,22.41,13.25,250.0,0.8418,True
2020-2021,2020-21,CRDC,291314000550,Conn-West Elem.,321.0,43.0,0.13395638629283488,1.0,0.003115264797507788,47.0,0.14641744548286603,44.0,0.13707165109034267,,,GRANDVIEW C-4,MO,Jackson County,Suburb,Primary,Regular School,False,True,325.0,325.0,24.68,13.17,259.0,0.7969,True
2020-2021,2020-21,CRDC,291314000551,Grandview Middle,567.0,57.0,0.10052910052910052,13.0,0.02292768959435626,59.0,0.10405643738977072,70.0,0.12345679012345678,,,GRANDVIEW C-4,MO,Jackson County,Suburb,Middle,Regular School,False,True,571.0,571.0,39.26,14.54,436.0,0.7636,True
2020-2021,2020-21,CRDC,291314000554,Martin City Elem.,564.0,120.0,0.2127659574468085,13.0,0.02304964539007092,121.0,0.21453900709219859,133.0,0.23581560283687944,,,GRANDVIEW C-4,MO,Jackson County,City,Primary,Regular School,False,True,640.0,640.0,56.15,11.4,496.0,0.775,True
2020-2021,2020-21,CRDC,291314000555,Meadowmere Elem.,218.0,35.0,0.16055045871559634,3.0,0.013761467889908258,46.0,0.21100917431192662,38.0,0.1743119266055046,2.0,0.009174311926605505,GRANDVIEW C-4,MO,Jackson County,Suburb,Primary,Regular School,False,True,370.0,370.0,24.42,15.15,258.0,0.6973,True
2020-2021,2020-21,CRDC,291314000556,Grandview Sr. High,1107.0,122.0,0.1102077687443541,27.0,0.024390243902439025,58.0,0.052393857271906055,149.0,0.13459801264679314,11.0,0.00993676603432701,GRANDVIEW C-4,MO,Jackson County,Suburb,High,Regular School,False,True,1150.0,1150.0,68.97,16.67,845.0,0.7348,True
2020-2021,2020-21,CRDC,291314000948,Grandview Alternative Sch.,74.0,36.0,0.4864864864864865,4.0,0.05405405405405406,0.0,0.0,40.0,0.5405405405405406,,,GRANDVIEW C-4,MO,Jackson County,Suburb,Other,Alternative,False,True,0.0,0.0,8.3,0.0,,,True
2020-2021,2020-21,CRDC,291368000596,Hardin-Central Elem.,124.0,1.0,0.008064516129032258,0.0,0.0,0.0,0.0,1.0,0.008064516129032258,6.0,0.04838709677419355,HARDIN-CENTRAL C-2,MO,Ray County,Rural,Primary,Regular School,False,True,128.0,109.0,5.4,23.7,62.0,0.4844,True
2020-2021,2020-21,CRDC,291368000597,Hardin-Central High,109.0,9.0,0.08256880733944955,0.0,0.0,0.0,0.0,9.0,0.08256880733944955,29.0,0.26605504587155965,HARDIN-CENTRAL C-2,MO,Ray County,Rural,High,Regular School,False,True,109.0,109.0,7.67,14.21,35.0,0.3211,True
2020-2021,2020-21,CRDC,291376000091,Early Childhood Ctr.,207.0,19.0,0.09178743961352658,0.0,0.0,1.0,0.004830917874396135,19.0,0.09178743961352658,33.0,0.15942028985507245,HARRISONVILLE R-IX,MO,Cass County,Town,Primary,Regular School,False,True,206.0,145.0,16.6,12.41,66.0,0.3204,True
2020-2021,2020-21,CRDC,291376000602,Harrisonville Elem.,439.0,45.0,0.10250569476082004,0.0,0.0,8.0,0.018223234624145785,45.0,0.10250569476082004,57.0,0.12984054669703873,HARRISONVILLE R-IX,MO,Cass County,Town,Primary,Regular School,False,True,434.0,434.0,32.9,13.19,180.0,0.4147,True
2020-2021,2020-21,CRDC,291376000604,Mceowen Elem.,339.0,32.0,0.0943952802359882,0.0,0.0,8.0,0.02359882005899705,32.0,0.0943952802359882,66.0,0.19469026548672566,HARRISONVILLE R-IX,MO,Cass County,Town,Primary,Regular School,False,True,337.0,337.0,23.7,14.22,146.0,0.4332,True
2020-2021,2020-21,CRDC,291376000605,Harrisonville High,784.0,89.0,0.11352040816326531,0.0,0.0,8.0,0.01020408163265306,89.0,0.11352040816326531,259.0,0.33035714285714285,HARRISONVILLE R-IX,MO,Cass County,Town,High,Regular School,False,True,778.0,778.0,49.02,15.87,269.0,0.3458,True
2020-2021,2020-21,CRDC,291376002659,Harrisonville Middle,526.0,60.0,0.11406844106463879,0.0,0.0,8.0,0.015209125475285171,60.0,0.11406844106463879,151.0,0.2870722433460076,HARRISONVILLE R-IX,MO,Cass County,Town,Middle,Regular School,False,True,521.0,521.0,39.9,13.06,212.0,0.4069,True
2020-2021,2020-21,CRDC,291434000651,Compass Elementary,307.0,32.0,0.10423452768729642,3.0,0.009771986970684038,39.0,0.1270358306188925,35.0,0.11400651465798045,6.0,0.019543973941368076,HICKMAN MILLS C-1,MO,Jackson County,City,Primary,Regular School,False,True,302.0,302.0,24.53,12.31,299.0,0.9901,True
2020-2021,2020-21,CRDC,291434000652,Dobbs Elem.,323.0,39.0,0.12074303405572756,2.0,0.006191950464396285,66.0,0.2043343653250774,41.0,0.12693498452012383,2.0,0.006191950464396285,HICKMAN MILLS C-1,MO,Jackson County,City,Primary,Regular School,False,True,324.0,324.0,27.08,11.96,321.0,0.9907,True
2020-2021,2020-21,CRDC,291434000655,Ingels Elem.,303.0,52.0,0.1716171617161716,0.0,0.0,24.0,0.07920792079207921,52.0,0.1716171617161716,2.0,0.006600660066006601,HICKMAN MILLS C-1,MO,Jackson County,City,Primary,Regular School,False,True,302.0,302.0,28.45,10.62,299.0,0.9901,True
2020-2021,2020-21,CRDC,291434000659,Millennium At Sante Fe,300.0,25.0,0.08333333333333333,0.0,0.0,40.0,0.13333333333333333,25.0,0.08333333333333333,15.0,0.05,HICKMAN MILLS C-1,MO,Jackson County,City,Primary,Regular School,False,True,297.0,297.0,23.07,12.87,294.0,0.9899,True
2020-2021,2020-21,CRDC,291434000663,Truman Elem.,316.0,39.0,0.12341772151898735,0.0,0.0,52.0,0.16455696202531644,39.0,0.12341772151898735,4.0,0.012658227848101266,HICKMAN MILLS C-1,MO,Jackson County,City,Primary,Regular School,False,True,314.0,314.0,25.22,12.45,311.0,0.9904,True
2020-2021,2020-21,CRDC,291434000664,Warford Elem.,388.0,67.0,0.17268041237113402,5.0,0.01288659793814433,32.0,0.08247422680412371,72.0,0.18556701030927836,,,HICKMAN MILLS C-1,MO,Jackson County,City,Primary,Regular School,False,True,387.0,387.0,29.08,13.31,384.0,0.9922,True
2020-2021,2020-21,CRDC,291434002287,Crittenton Treatment Center,36.0,11.0,0.3055555555555556,0.0,0.0,0.0,0.0,11.0,0.3055555555555556,,,HICKMAN MILLS C-1,MO,Jackson County,City,Other,Regular School,False,True,0.0,0.0,1.0,0.0,,,True
2020-2021,2020-21,CRDC,291434002979,Freda Markley Early Childhood,106.0,24.0,0.22641509433962265,0.0,0.0,0.0,0.0,24.0,0.22641509433962265,,,HICKMAN MILLS C-1,MO,Jackson County,Rural,Prekindergarten,Regular School,False,True,,,16.0,,106.0,,True
2020-2021,2020-21,CRDC,291434003156,Ruskin High School,1141.0,140.0,0.12269938650306748,2.0,0.0017528483786152498,28.0,0.024539877300613498,142.0,0.12445223488168274,80.0,0.07011393514460999,HICKMAN MILLS C-1,MO,Jackson County,City,High,Regular School,False,True,1240.0,1240.0,94.54,13.12,1237.0,0.9976,True
2020-2021,2020-21,CRDC,291434003162,Smith-Hale Middle,1130.0,145.0,0.12831858407079647,4.0,0.0035398230088495575,59.0,0.05221238938053097,149.0,0.13185840707964602,8.0,0.007079646017699115,HICKMAN MILLS C-1,MO,Jackson County,City,Middle,Regular School,False,True,1157.0,1157.0,79.24,14.6,1154.0,0.9974,False
2020-2021,2020-21,CRDC,291434003246,Ervin Elementary School,576.0,74.0,0.1284722222222222,1.0,0.001736111111111111,30.0,0.052083333333333336,75.0,0.13020833333333334,10.0,0.017361111111111112,HICKMAN MILLS C-1,MO,Jackson County,City,Primary,Regular School,False,True,578.0,458.0,48.11,12.01,575.0,0.9948,True
2020-2021,2020-21,CRDC,291434003370,Burke Alternative Program,95.0,39.0,0.4105263157894737,0.0,0.0,2.0,0.021052631578947368,39.0,0.4105263157894737,,,HICKMAN MILLS C-1,MO,Jackson County,City,Other,Regular School,False,True,0.0,0.0,,,,,False
2020-2021,2020-21,CRDC,291548000707,Thomas Hart Benton Elem.,328.0,27.0,0.08231707317073171,0.0,0.0,23.0,0.0701219512195122,27.0,0.08231707317073171,142.0,0.4329268292682927,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,422.0,409.0,29.71,14.2,351.0,0.8318,True
2020-2021,2020-21,CRDC,291548000708,Blackburn Elem.,332.0,20.0,0.060240963855421686,0.0,0.0,5.0,0.015060240963855422,20.0,0.060240963855421686,46.0,0.13855421686746988,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,400.0,370.0,31.3,12.78,189.0,0.4725,True
2020-2021,2020-21,CRDC,291548000709,Bridger Middle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,284.0,INDEPENDENCE 30,MO,Jackson County,Suburb,Middle,Regular School,False,True,752.0,752.0,46.75,16.09,546.0,0.7261,True
2020-2021,2020-21,CRDC,291548000710,Bryant Elem.,137.0,12.0,0.08759124087591241,0.0,0.0,21.0,0.15328467153284672,12.0,0.08759124087591241,42.0,0.30656934306569344,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,219.0,219.0,17.89,12.24,147.0,0.6712,True
2020-2021,2020-21,CRDC,291548000711,Glendale Elem.,339.0,23.0,0.06784660766961652,0.0,0.0,14.0,0.04129793510324484,23.0,0.06784660766961652,93.0,0.2743362831858407,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,404.0,391.0,27.31,14.79,266.0,0.6584,True
2020-2021,2020-21,CRDC,291548000713,John W. Luff Elem.,292.0,10.0,0.03424657534246575,0.0,0.0,19.0,0.06506849315068493,10.0,0.03424657534246575,50.0,0.17123287671232876,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,359.0,346.0,25.04,14.34,225.0,0.6267,True
2020-2021,2020-21,CRDC,291548000714,Mill Creek Elem.,232.0,13.0,0.05603448275862069,0.0,0.0,15.0,0.06465517241379311,13.0,0.05603448275862069,66.0,0.28448275862068967,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,256.0,236.0,18.32,13.97,196.0,0.7656,True
2020-2021,2020-21,CRDC,291548000716,Ott Elem.,363.0,26.0,0.07162534435261708,0.0,0.0,22.0,0.06060606060606061,26.0,0.07162534435261708,70.0,0.1928374655647383,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,422.0,410.0,28.38,14.87,306.0,0.7251,True
2020-2021,2020-21,CRDC,291548000718,Procter Elem.,142.0,14.0,0.09859154929577464,0.0,0.0,30.0,0.2112676056338028,14.0,0.09859154929577464,62.0,0.43661971830985913,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,214.0,214.0,16.81,12.73,175.0,0.8178,True
2020-2021,2020-21,CRDC,291548000719,Randall Elem.,182.0,17.0,0.09340659340659341,0.0,0.0,13.0,0.07142857142857142,17.0,0.09340659340659341,151.0,0.8296703296703297,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,296.0,286.0,22.35,13.24,260.0,0.8784,True
2020-2021,2020-21,CRDC,291548000720,Spring Branch Elem.,249.0,35.0,0.14056224899598393,0.0,0.0,10.0,0.040160642570281124,35.0,0.14056224899598393,71.0,0.285140562248996,INDEPENDENCE 30,MO,Jackson County,Rural,Primary,Regular School,False,True,275.0,264.0,23.19,11.86,186.0,0.6764,True
2020-2021,2020-21,CRDC,291548000721,Sycamore Hills Elem.,449.0,25.0,0.0556792873051225,0.0,0.0,46.0,0.10244988864142539,25.0,0.0556792873051225,63.0,0.1403118040089087,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,493.0,471.0,32.37,15.23,289.0,0.5862,True
2020-2021,2020-21,CRDC,291548000722,Truman High,1421.0,137.0,0.0964109781843772,18.0,0.012667135819845179,86.0,0.06052076002814919,155.0,0.10907811400422238,612.0,0.4306826178747361,INDEPENDENCE 30,MO,Jackson County,Suburb,High,Regular School,False,True,1562.0,1562.0,87.28,17.9,828.0,0.5301,True
2020-2021,2020-21,CRDC,291548000724,William Chrisman High,1322.0,87.0,0.06580937972768533,8.0,0.006051437216338881,35.0,0.0264750378214826,95.0,0.0718608169440242,548.0,0.4145234493192133,INDEPENDENCE 30,MO,Jackson County,Suburb,High,Regular School,False,True,1461.0,1461.0,75.88,19.25,1039.0,0.7112,True
2020-2021,2020-21,CRDC,291548000725,William Southern Elem.,288.0,21.0,0.07291666666666667,0.0,0.0,20.0,0.06944444444444445,21.0,0.07291666666666667,74.0,0.2569444444444444,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,421.0,400.0,26.07,16.15,280.0,0.6651,True
2020-2021,2020-21,CRDC,291548001485,Hanthorn Early Education,106.0,42.0,0.39622641509433965,0.0,0.0,0.0,0.0,42.0,0.39622641509433965,,,INDEPENDENCE 30,MO,Jackson County,Suburb,Prekindergarten,Regular School,False,True,148.0,0.0,8.0,18.5,117.0,0.7905,True
2020-2021,2020-21,CRDC,291548001707,Independence Academy,140.0,84.0,0.6,2.0,0.014285714285714285,5.0,0.03571428571428571,86.0,0.6142857142857143,,,INDEPENDENCE 30,MO,Jackson County,Suburb,High,Alternative,False,True,0.0,0.0,37.0,0.0,,,True
2020-2021,2020-21,CRDC,291548002339,Bingham Middle,596.0,46.0,0.07718120805369127,1.0,0.0016778523489932886,22.0,0.03691275167785235,47.0,0.07885906040268456,330.0,0.5536912751677853,INDEPENDENCE 30,MO,Jackson County,Suburb,Middle,Regular School,False,True,804.0,804.0,46.91,17.14,632.0,0.7861,True
2020-2021,2020-21,CRDC,291548002374,Santa Fe Trail Elem.,258.0,12.0,0.046511627906976744,0.0,0.0,19.0,0.07364341085271318,12.0,0.046511627906976744,101.0,0.39147286821705424,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,316.0,282.0,26.14,12.09,250.0,0.7911,True
2020-2021,2020-21,CRDC,291548002807,Pioneer Ridge Middle,578.0,26.0,0.04498269896193772,1.0,0.0017301038062283738,18.0,0.031141868512110725,27.0,0.04671280276816609,215.0,0.3719723183391003,INDEPENDENCE 30,MO,Jackson County,Suburb,Middle,Regular School,False,True,823.0,823.0,45.44,18.11,488.0,0.593,True
2020-2021,2020-21,CRDC,291548003090,Clifford H. Nowlin Middle,784.0,58.0,0.07397959183673469,2.0,0.002551020408163265,125.0,0.15943877551020408,60.0,0.07653061224489796,291.0,0.3711734693877551,INDEPENDENCE 30,MO,Jackson County,Suburb,Middle,Regular School,False,True,908.0,908.0,54.9,16.54,793.0,0.8733,True
2020-2021,2020-21,CRDC,291548003091,Three Trails Elem.,231.0,15.0,0.06493506493506493,0.0,0.0,46.0,0.19913419913419914,15.0,0.06493506493506493,78.0,0.33766233766233766,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,310.0,310.0,23.63,13.12,232.0,0.7484,True
2020-2021,2020-21,CRDC,291548003096,Van Horn High,972.0,69.0,0.07098765432098765,9.0,0.009259259259259259,81.0,0.08333333333333333,78.0,0.08024691358024691,439.0,0.45164609053497945,INDEPENDENCE 30,MO,Jackson County,Suburb,High,Regular School,False,True,1083.0,1083.0,58.24,18.6,899.0,0.8301,True
2020-2021,2020-21,CRDC,291548003098,Sugar Creek Elem.,48.0,2.0,0.041666666666666664,0.0,0.0,7.0,0.14583333333333334,2.0,0.041666666666666664,21.0,0.4375,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,135.0,125.0,9.9,13.64,112.0,0.8296,True
2020-2021,2020-21,CRDC,291548003099,Fairmount Elem.,202.0,24.0,0.1188118811881188,0.0,0.0,48.0,0.2376237623762376,24.0,0.1188118811881188,94.0,0.46534653465346537,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,292.0,292.0,21.54,13.56,249.0,0.8527,True
2020-2021,2020-21,CRDC,291548003107,Korte Elem.,383.0,35.0,0.09138381201044386,0.0,0.0,72.0,0.18798955613577023,35.0,0.09138381201044386,130.0,0.3394255874673629,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,431.0,400.0,25.01,17.23,343.0,0.7958,True
2020-2021,2020-21,CRDC,291548003157,Sunshine Center,84.0,22.0,0.2619047619047619,0.0,0.0,1.0,0.011904761904761904,22.0,0.2619047619047619,,,INDEPENDENCE 30,MO,Jackson County,Suburb,Prekindergarten,Regular School,False,True,113.0,0.0,4.0,28.25,86.0,0.7611,True
2020-2021,2020-21,CRDC,291548003210,Abraham Mallinson Elementary,165.0,4.0,0.024242424242424242,0.0,0.0,35.0,0.21212121212121213,4.0,0.024242424242424242,48.0,0.2909090909090909,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,299.0,299.0,19.98,14.96,251.0,0.8395,True
2020-2021,2020-21,CRDC,291548003213,Little Blue Elementary,241.0,29.0,0.12033195020746888,0.0,0.0,8.0,0.03319502074688797,29.0,0.12033195020746888,76.0,0.3153526970954357,INDEPENDENCE 30,MO,Jackson County,Rural,Primary,Regular School,False,True,283.0,274.0,25.51,11.09,154.0,0.5442,True
2020-2021,2020-21,CRDC,291548003366,Cassell Park Elementary,293.0,13.0,0.04436860068259386,0.0,0.0,71.0,0.24232081911262798,13.0,0.04436860068259386,70.0,0.23890784982935154,INDEPENDENCE 30,MO,Jackson County,Suburb,Primary,Regular School,False,True,339.0,322.0,30.78,11.01,279.0,0.823,False
2020-2021,2020-21,CRDC,291640000557,Border Star Montessori,341.0,22.0,0.06451612903225806,1.0,0.002932551319648094,1.0,0.002932551319648094,23.0,0.06744868035190615,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,345.0,227.0,19.7,17.51,342.0,0.9913,True
2020-2021,2020-21,CRDC,291640000808,Faxon Elementary,251.0,41.0,0.16334661354581673,2.0,0.00796812749003984,43.0,0.17131474103585656,43.0,0.17131474103585656,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,248.0,248.0,22.25,11.15,245.0,0.9879,True
2020-2021,2020-21,CRDC,291640000818,Carver Dual Language School,370.0,28.0,0.07567567567567568,2.0,0.005405405405405406,223.0,0.6027027027027027,30.0,0.08108108108108109,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,369.0,362.0,27.05,13.64,366.0,0.9919,True
2020-2021,2020-21,CRDC,291640000826,George Melcher Elementary,339.0,43.0,0.12684365781710916,4.0,0.011799410029498525,20.0,0.058997050147492625,47.0,0.13864306784660768,2.0,0.0058997050147492625,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,334.0,334.0,28.55,11.7,331.0,0.991,True
2020-2021,2020-21,CRDC,291640000837,James Elementary,228.0,29.0,0.12719298245614036,1.0,0.0043859649122807015,142.0,0.6228070175438597,30.0,0.13157894736842105,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,229.0,229.0,23.0,9.96,226.0,0.9869,True
2020-2021,2020-21,CRDC,291640000838,John T. Hartman Elementary,329.0,61.0,0.18541033434650456,2.0,0.0060790273556231,14.0,0.0425531914893617,63.0,0.19148936170212766,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,335.0,314.0,22.2,15.09,332.0,0.991,True
2020-2021,2020-21,CRDC,291640000840,Central High School,470.0,91.0,0.19361702127659575,6.0,0.01276595744680851,13.0,0.027659574468085105,97.0,0.20638297872340425,18.0,0.03829787234042553,KANSAS CITY 33,MO,Jackson County,City,High,Regular School,False,True,515.0,515.0,38.8,13.27,512.0,0.9942,True
2020-2021,2020-21,CRDC,291640000844,Lincoln College Prep.,949.0,11.0,0.011591148577449948,1.0,0.001053740779768177,16.0,0.01685985247629083,12.0,0.012644889357218124,,,KANSAS CITY 33,MO,Jackson County,City,High,Regular School,False,True,974.0,974.0,45.33,21.49,971.0,0.9969,True
2020-2021,2020-21,CRDC,291640000860,Northeast High,554.0,92.0,0.16606498194945848,5.0,0.009025270758122744,166.0,0.2996389891696751,97.0,0.17509025270758122,4.0,0.007220216606498195,KANSAS CITY 33,MO,Jackson County,City,High,Regular School,False,True,577.0,577.0,41.5,13.9,574.0,0.9948,True
2020-2021,2020-21,CRDC,291640000862,Paseo Acad. Of Performing Arts,592.0,117.0,0.19763513513513514,4.0,0.006756756756756757,62.0,0.10472972972972973,121.0,0.20439189189189189,,,KANSAS CITY 33,MO,Jackson County,City,High,Regular School,False,True,604.0,604.0,43.48,13.89,601.0,0.995,True
2020-2021,2020-21,CRDC,291640000863,Phillis Wheatley Elementary,362.0,50.0,0.13812154696132597,5.0,0.013812154696132596,108.0,0.2983425414364641,55.0,0.15193370165745856,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,364.0,364.0,37.0,9.84,361.0,0.9918,True
2020-2021,2020-21,CRDC,291640000864,Pitcher Elementary,276.0,36.0,0.13043478260869565,0.0,0.0,43.0,0.15579710144927536,36.0,0.13043478260869565,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,278.0,260.0,24.7,11.26,275.0,0.9892,True
2020-2021,2020-21,CRDC,291640000865,Contract,29.0,25.0,0.8620689655172413,2.0,0.06896551724137931,0.0,0.0,27.0,0.9310344827586207,,,KANSAS CITY 33,MO,Jackson County,City,Other,Regular School,False,True,10.0,0.0,,,7.0,0.7,True
2020-2021,2020-21,CRDC,291640000880,East High School,941.0,95.0,0.10095642933049948,5.0,0.005313496280552604,414.0,0.4399574920297556,100.0,0.10626992561105207,,,KANSAS CITY 33,MO,Jackson County,City,High,Regular School,False,True,985.0,985.0,72.13,13.66,982.0,0.997,True
2020-2021,2020-21,CRDC,291640000882,Wendell Phillips Elementary,288.0,53.0,0.1840277777777778,3.0,0.010416666666666666,70.0,0.24305555555555555,56.0,0.19444444444444445,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,277.0,268.0,25.3,10.95,274.0,0.9892,True
2020-2021,2020-21,CRDC,291640000887,Whittier Elementary,353.0,16.0,0.0453257790368272,3.0,0.0084985835694051,201.0,0.5694050991501416,19.0,0.053824362606232294,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,362.0,362.0,30.2,11.99,359.0,0.9917,True
2020-2021,2020-21,CRDC,291640001718,Ac Prep Elementary,427.0,44.0,0.10304449648711944,0.0,0.0,1.0,0.00234192037470726,44.0,0.10304449648711944,3.0,0.00702576112412178,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,433.0,380.0,32.8,13.2,430.0,0.9931,True
2020-2021,2020-21,CRDC,291640002375,Rogers Elementary,482.0,54.0,0.11203319502074689,3.0,0.006224066390041493,180.0,0.37344398340248963,57.0,0.11825726141078838,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,495.0,470.0,42.65,11.61,492.0,0.9939,True
2020-2021,2020-21,CRDC,291640002376,Foreign Language Academy,678.0,33.0,0.048672566371681415,1.0,0.0014749262536873156,207.0,0.3053097345132743,34.0,0.05014749262536873,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,682.0,682.0,47.18,14.46,679.0,0.9956,True
2020-2021,2020-21,CRDC,291640002529,Gladstone Elementary,356.0,43.0,0.12078651685393259,0.0,0.0,171.0,0.4803370786516854,43.0,0.12078651685393259,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,357.0,342.0,35.9,9.94,354.0,0.9916,True
2020-2021,2020-21,CRDC,291640002530,Primitivo Garcia Elementary,271.0,25.0,0.09225092250922509,1.0,0.0036900369003690036,58.0,0.2140221402214022,26.0,0.0959409594095941,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,282.0,254.0,25.25,11.17,279.0,0.9894,True
2020-2021,2020-21,CRDC,291640002602,B. Banneker Elementary,357.0,41.0,0.11484593837535013,2.0,0.0056022408963585435,14.0,0.0392156862745098,43.0,0.12044817927170869,2.0,0.0056022408963585435,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,366.0,366.0,27.0,13.56,363.0,0.9918,True
2020-2021,2020-21,CRDC,291640002603,Trailwoods Elementary,320.0,28.0,0.0875,5.0,0.015625,160.0,0.5,33.0,0.103125,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,316.0,295.0,28.25,11.19,313.0,0.9905,True
2020-2021,2020-21,CRDC,291640002606,Holliday Montessori,348.0,39.0,0.11206896551724138,2.0,0.005747126436781609,2.0,0.005747126436781609,41.0,0.11781609195402298,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,350.0,207.0,20.1,17.41,347.0,0.9914,True
2020-2021,2020-21,CRDC,291640002608,Manual Career  Tech. Ctr.,104.0,6.0,0.057692307692307696,0.0,0.0,20.0,0.19230769230769232,6.0,0.057692307692307696,,,KANSAS CITY 33,MO,Jackson County,City,High,Career and Technical,False,True,0.0,0.0,11.0,0.0,,,True
2020-2021,2020-21,CRDC,291640003082,M. L. King  Elementary,466.0,72.0,0.15450643776824036,6.0,0.012875536480686695,16.0,0.034334763948497854,78.0,0.16738197424892703,,,KANSAS CITY 33,MO,Jackson County,City,Primary,Regular School,False,True,475.0,352.0,49.2,9.65,472.0,0.9937,True
2020-2021,2020-21,CRDC,291640003097,Southeast High School,505.0,76.0,0.1504950495049505,0.0,0.0,7.0,0.013861386138613862,76.0,0.1504950495049505,4.0,0.007920792079207921,KANSAS CITY 33,MO,Jackson County,City,High,Regular School,False,True,528.0,528.0,36.7,14.39,525.0,0.9943,True
