SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,School administrators,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Secondary Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Student Support Services Staff (w/o Psychology),0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Guidance Counselors,0.50,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,LEA Staff,3.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Other Staff,8.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,School Staff,5.20,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,Teachers,15.80,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EAST LYNNE 40,01,,MO-019147,2911160,No Category Codes,32.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,All Other Support Staff,1.51,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Elementary School Counselors,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Elementary Teachers,72.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Instructional Coordinators and Supervisors to the Staff,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Kindergarten Teachers,10.55,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,LEA Administrators,4.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Librarians/media specialists,3.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Library/Media Support Staff,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Paraprofessionals/Instructional Aides,42.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Pre-kindergarten Teachers,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,School administrators,12.05,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Secondary School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Secondary Teachers,102.62,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Student Support Services Staff (w/o Psychology),14.45,Category Set A,Reported
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Guidance Counselors,7.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,LEA Staff,12.75,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Other Staff,1.51,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,School Staff,73.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,Teachers,193.37,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,EXCELSIOR SPRINGS 40,01,,MO-024089,2911650,No Category Codes,287.63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,All Other Support Staff,194.88,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Elementary School Counselors,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Elementary Teachers,158.78,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Instructional Coordinators and Supervisors to the Staff,3.10,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Kindergarten Teachers,20.98,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,LEA Administrative Support Staff,70.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,LEA Administrators,7.25,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Librarians/media specialists,11.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Paraprofessionals/Instructional Aides,87.80,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Pre-kindergarten Teachers,10.29,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,School administrators,15.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,School Counselors,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Secondary School Counselors,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Secondary Teachers,166.72,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Student Support Services Staff (w/o Psychology),32.95,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Guidance Counselors,16.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,LEA Staff,80.35,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Other Staff,194.88,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,School Staff,147.65,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,Teachers,356.77,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FORT OSAGE R-I,01,,MO-048066,2912290,No Category Codes,795.65,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,All Other Support Staff,165.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Elementary School Counselors,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Elementary Teachers,156.54,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Instructional Coordinators and Supervisors to the Staff,10.60,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Kindergarten Teachers,17.67,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,LEA Administrative Support Staff,36.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,LEA Administrators,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Librarians/media specialists,6.88,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Paraprofessionals/Instructional Aides,79.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Pre-kindergarten Teachers,10.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,School administrators,19.33,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,School Counselors,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,School Psychologists,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Secondary School Counselors,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Secondary Teachers,172.12,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Student Support Services Staff (w/o Psychology),26.57,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Guidance Counselors,12.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,LEA Staff,49.60,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Other Staff,165.75,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,School Staff,134.28,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,Teachers,356.33,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRAIN VALLEY R-V,01,,MO-048069,2913080,No Category Codes,717.96,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,All Other Support Staff,60.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Elementary School Counselors,4.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Elementary Teachers,120.54,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Instructional Coordinators and Supervisors to the Staff,12.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Kindergarten Teachers,16.46,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,LEA Administrative Support Staff,43.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,LEA Administrators,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Librarians/media specialists,4.25,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Paraprofessionals/Instructional Aides,44.44,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Pre-kindergarten Teachers,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,School administrators,13.95,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,School Counselors,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,School Psychologists,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Secondary School Counselors,2.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Secondary Teachers,114.54,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Student Support Services Staff (w/o Psychology),18.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Guidance Counselors,11.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,LEA Staff,59.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Other Staff,60.50,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,School Staff,85.39,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,Teachers,259.54,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GRANDVIEW C-4,01,,MO-048074,2913140,No Category Codes,475.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Elementary School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Elementary Teachers,9.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Instructional Coordinators and Supervisors to the Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Kindergarten Teachers,1.13,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Paraprofessionals/Instructional Aides,2.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Pre-kindergarten Teachers,1.04,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,School administrators,1.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Secondary Teachers,12.58,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Student Support Services Staff (w/o Psychology),2.06,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Guidance Counselors,1.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,LEA Staff,1.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,School Staff,6.86,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,Teachers,24.15,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARDIN-CENTRAL C-2,01,,MO-089088,2913680,No Category Codes,33.01,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,All Other Support Staff,13.56,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Elementary School Counselors,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Elementary Teachers,54.64,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Instructional Coordinators and Supervisors to the Staff,6.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Kindergarten Teachers,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,LEA Administrative Support Staff,25.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,LEA Administrators,5.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Librarians/media specialists,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Paraprofessionals/Instructional Aides,24.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Pre-kindergarten Teachers,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,School administrators,7.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,School Counselors,3.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Secondary School Counselors,2.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Secondary Teachers,99.51,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Student Support Services Staff (w/o Psychology),18.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Guidance Counselors,9.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,LEA Staff,36.75,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Other Staff,13.56,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,School Staff,53.80,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,Teachers,165.15,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,HARRISONVILLE R-IX,01,,MO-019149,2913760,No Category Codes,278.26,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,All Other Support Staff,111.10,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Elementary School Counselors,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Elementary Teachers,151.06,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Instructional Coordinators and Supervisors to the Staff,17.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Kindergarten Teachers,23.79,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,LEA Administrative Support Staff,76.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,LEA Administrators,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Librarians/media specialists,10.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Paraprofessionals/Instructional Aides,54.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,Pre-kindergarten Teachers,30.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,HICKMAN MILLS C-1,01,,MO-048072,2914340,School Administrative Support Staff,0.00,Category Set A,Reported
