SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,TEACHERS,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,RICHARDSON ELEM.,01,,MO-048071,2918300,MO-048071-5025048071,291830000523,2900523,36.64,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,TRAILRIDGE ELEM.,01,,MO-048071,2918300,MO-048071-5035048071,291830000544,2900544,25.39,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GREENWOOD ELEM.,01,,MO-048071,2918300,MO-048071-4020048071,291830000976,2900976,20.60,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HAZEL GROVE ELEM.,01,,MO-048071,2918300,MO-048071-4040048071,291830000977,2900977,23.19,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT ELEM.,01,,MO-048071,2918300,MO-048071-4060048071,291830000978,2900978,20.89,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MASON ELEM.,01,,MO-048071,2918300,MO-048071-4080048071,291830000979,2900979,32.37,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MEADOW LANE ELEM.,01,,MO-048071,2918300,MO-048071-4090048071,291830000980,2900980,33.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT LEA ELEM.,01,,MO-048071,2918300,MO-048071-5010048071,291830000981,2900981,26.94,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT LEA MIDDLE,01,,MO-048071,2918300,MO-048071-3080048071,291830000982,2900982,66.58,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT SR. HIGH,01,,MO-048071,2918300,MO-048071-1050048071,291830000983,2900983,149.84,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WESTVIEW ELEM.,01,,MO-048071,2918300,MO-048071-5020048071,291830000984,2900984,19.72,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT NORTH HIGH,01,,MO-048071,2918300,MO-048071-1070048071,291830001481,2901481,115.59,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CEDAR CREEK ELEM.,01,,MO-048071,2918300,MO-048071-4030048071,291830001971,2901971,39.66,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PRAIRIE VIEW ELEM.,01,,MO-048071,2918300,MO-048071-5030048071,291830002291,2902291,41.86,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HIGHLAND PARK ELEM.,01,,MO-048071,2918300,MO-048071-5060048071,291830002311,2902311,30.64,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GREAT BEGINNINGS EARLY ED CTR.,01,,MO-048071,2918300,MO-048071-7500048071,291830002612,2902612,31.73,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HILLTOP SCHOOL,01,,MO-048071,2918300,MO-048071-1015048071,291830002614,2902614,3.52,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,UNDERWOOD ELEM.,01,,MO-048071,2918300,MO-048071-5040048071,291830002669,2902669,34.83,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HAWTHORN HILL ELEM.,01,,MO-048071,2918300,MO-048071-5080048071,291830002775,2902775,25.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WOODLAND ELEM.,01,,MO-048071,2918300,MO-048071-6000048071,291830002776,2902776,28.64,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT WEST HIGH,01,,MO-048071,2918300,MO-048071-1085048071,291830002795,2902795,120.65,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUMMIT LAKES MIDDLE,01,,MO-048071,2918300,MO-048071-3050048071,291830002806,2902806,65.08,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LONGVIEW FARM ELEM.,01,,MO-048071,2918300,MO-048071-4070048071,291830002867,2902867,23.25,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUMMIT POINTE ELEM.,01,,MO-048071,2918300,MO-048071-6010048071,291830003010,2903010,32.90,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNSET VALLEY ELEM.,01,,MO-048071,2918300,MO-048071-5045048071,291830003134,2903134,25.14,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MILLER PARK CENTER,01,,MO-048071,2918300,MO-048071-1030048071,291830003135,2903135,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,East Trails Middle School,01,,MO-048071,2918300,MO-048071-3020048071,291830003407,2903407,67.06,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,R-7 Online Academy,01,,MO-048071,2918300,MO-048071-8000048071,291830003408,2903408,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ALEXANDER DONIPHAN ELEM.,01,,MO-024090,2918540,MO-024090-4020024090,291854001004,2901004,31.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FRANKLIN ELEM.,01,,MO-024090,2918540,MO-024090-4040024090,291854001005,2901005,19.52,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEWIS AND CLARK ELEM.,01,,MO-024090,2918540,MO-024090-4060024090,291854001007,2901007,32.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MANOR HILL ELEM.,01,,MO-024090,2918540,MO-024090-4080024090,291854001009,2901009,29.60,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RIDGEVIEW ELEM.,01,,MO-024090,2918540,MO-024090-4100024090,291854001010,2901010,36.20,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY HIGH,01,,MO-024090,2918540,MO-024090-1050024090,291854001011,2901011,120.08,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY ACADEMY,01,,MO-024090,2918540,MO-024090-1020024090,291854001665,2901665,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EARLY CHILD. EDUCATION CTR.,01,,MO-024090,2918540,MO-024090-7500024090,291854002615,2902615,24.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3050024090,291854002616,2902616,50.42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,JUVENILE JUSTICE CTR.,01,,MO-024090,2918540,MO-024090-1015024090,291854002658,2902658,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LILLIAN SCHUMACHER ELEM.,01,,MO-024090,2918540,MO-024090-4120024090,291854002729,2902729,37.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTH VALLEY MIDDLE,01,,MO-024090,2918540,MO-024090-3070024090,291854002800,2902800,56.88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHOAL CREEK ELEM.,01,,MO-024090,2918540,MO-024090-4140024090,291854002804,2902804,53.94,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY OAKS ELEM.,01,,MO-024090,2918540,MO-024090-4160024090,291854002863,2902863,39.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WARREN HILLS ELEM.,01,,MO-024090,2918540,MO-024090-4180024090,291854002902,2902902,39.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KELLYBROOK ELEM SCHOOL,01,,MO-024090,2918540,MO-024090-4200024090,291854003113,2903113,36.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY NORTH HIGH SCHOOL,01,,MO-024090,2918540,MO-024090-1070024090,291854003148,2903148,129.84,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DISCOVERY MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3080024090,291854003226,2903226,48.73,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HERITAGE MIDDLE SCHOOL,01,,MO-024090,2918540,MO-024090-3090024090,291854003238,2903238,52.24,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EPIC ELEMENTARY,01,,MO-024090,2918540,MO-024090-4220024090,291854003253,2903253,18.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LONE JACK ELEM.,01,,MO-048075,2919230,MO-048075-4020048075,291923001039,2901039,24.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LONE JACK HIGH,01,,MO-048075,2919230,MO-048075-1050048075,291923001040,2901040,31.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY ELEM.,01,,MO-024091,2921060,MO-024091-4020024091,292106001151,2901151,3.30,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ANTIOCH MIDDLE,01,,MO-024093,2922800,MO-024093-3000024093,292280001258,2901258,59.36,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BRIARCLIFF ELEMENTARY,01,,MO-024093,2922800,MO-024093-4060024093,292280001260,2901260,23.05,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CHAPEL HILL ELEMENTARY,01,,MO-024093,2922800,MO-024093-4080024093,292280001262,2901262,39.45,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CHOUTEAU ELEMENTARY,01,,MO-024093,2922800,MO-024093-4100024093,292280001263,2901263,26.16,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CLARDY ELEMENTARY,01,,MO-024093,2922800,MO-024093-4120024093,292280001264,2901264,29.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CRESTVIEW ELEMENTARY,01,,MO-024093,2922800,MO-024093-4160024093,292280001266,2901266,35.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DAVIDSON ELEMENTARY,01,,MO-024093,2922800,MO-024093-4180024093,292280001267,2901267,41.19,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EASTGATE 6TH GRADE CENTER,01,,MO-024093,2922800,MO-024093-3100024093,292280001268,2901268,49.56,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GASHLAND ELEMENTARY,01,,MO-024093,2922800,MO-024093-4280024093,292280001272,2901272,13.88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRACEMOR ELEMENTARY,01,,MO-024093,2922800,MO-024093-4320024093,292280001274,2901274,49.62,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LAKEWOOD ELEMENTARY,01,,MO-024093,2922800,MO-024093-4340024093,292280001275,2901275,13.71,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LINDEN WEST ELEMENTARY,01,,MO-024093,2922800,MO-024093-4380024093,292280001277,2901277,32.56,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MAPLE PARK MIDDLE,01,,MO-024093,2922800,MO-024093-3150024093,292280001278,2901278,55.15,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MAPLEWOOD ELEMENTARY,01,,MO-024093,2922800,MO-024093-4400024093,292280001279,2901279,27.89,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MEADOWBROOK ELEMENTARY,01,,MO-024093,2922800,MO-024093-4420024093,292280001280,2901280,36.88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NASHUA ELEMENTARY,01,,MO-024093,2922800,MO-024093-4440024093,292280001281,2901281,30.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NEW MARK MIDDLE,01,,MO-024093,2922800,MO-024093-3180024093,292280001282,2901282,62.57,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY HIGH,01,,MO-024093,2922800,MO-024093-1050024093,292280001284,2901284,105.71,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OAK PARK HIGH,01,,MO-024093,2922800,MO-024093-1075024093,292280001286,2901286,98.56,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OAKWOOD MANOR ELEMENTARY,01,,MO-024093,2922800,MO-024093-4500024093,292280001288,2901288,24.81,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAVENWOOD ELEMENTARY,01,,MO-024093,2922800,MO-024093-4540024093,292280001290,2901290,26.22,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,TOPPING ELEMENTARY,01,,MO-024093,2922800,MO-024093-4560024093,292280001291,2901291,24.37,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WEST ENGLEWOOD ELEMENTARY,01,,MO-024093,2922800,MO-024093-4570024093,292280001292,2901292,31.71,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WINNETONKA HIGH,01,,MO-024093,2922800,MO-024093-1090024093,292280001293,2901293,88.47,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WINNWOOD ELEMENTARY,01,,MO-024093,2922800,MO-024093-4580024093,292280001294,2901294,23.04,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CTR. FOR EDUC. DEVELOPMENT,01,,MO-024093,2922800,MO-024093-1020024093,292280002535,2902535,34.99,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FOX HILL ELEMENTARY,01,,MO-024093,2922800,MO-024093-4200024093,292280002621,2902621,37.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EARLY EDUCATION CENTER,01,,MO-024093,2922800,MO-024093-7500024093,292280002662,2902662,55.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTHGATE MIDDLE,01,,MO-024093,2922800,MO-024093-3200024093,292280002730,2902730,54.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTHVIEW ELEMENTARY,01,,MO-024093,2922800,MO-024093-4110024093,292280002731,2902731,40.96,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,STALEY HIGH,01,,MO-024093,2922800,MO-024093-1080024093,292280003083,2903083,104.71,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BELL PRAIRIE ELEMENTARY,01,,MO-024093,2922800,MO-024093-4040024093,292280003115,2903115,42.63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GATEWAY 6TH GRADE CENTER,01,,MO-024093,2922800,MO-024093-3160024093,292280003321,2903321,58.84,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RISING HILL ELEMENTARY,01,,MO-024093,2922800,MO-024093-4020024093,292280003335,2903335,28.70,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE ELEM.,01,,MO-083001,2922830,MO-083001-4020083001,292283001295,2901295,9.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE HIGH,01,,MO-083001,2922830,MO-083001-1050083001,292283001297,2901297,16.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE JR. HIGH,01,,MO-083001,2922830,MO-083001-2050083001,292283002016,2902016,10.15,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE INTERMEDIATE,01,,MO-083001,2922830,MO-083001-4030083001,292283002021,2902021,10.25,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLATTE VALLEY COOP.,01,,MO-083001,2922830,MO-083001-1010083001,292283002817,2902817,0.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE PRIMARY,01,,MO-048070,2923010,MO-048070-4040048070,292301000141,2900141,38.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE ELEM.,01,,MO-048070,2923010,MO-048070-4020048070,292301001316,2901316,31.96,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE HIGH,01,,MO-048070,2923010,MO-048070-1050048070,292301001317,2901317,39.38,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE MIDDLE,01,,MO-048070,2923010,MO-048070-3000048070,292301001318,2901318,36.33,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ORRICK ELEM.,01,,MO-089087,2923220,MO-089087-4020089087,292322001335,2901335,12.93,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ORRICK HIGH,01,,MO-089087,2923220,MO-089087-1050089087,292322001336,2901336,14.67,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ENGLISH LANDING ELEM.,01,,MO-083005,2923550,MO-083005-5040083005,292355000615,2900615,32.42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ALFRED L. RENNER ELEM.,01,,MO-083005,2923550,MO-083005-4080083005,292355001366,2901366,31.63,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GRADEN ELEM.,01,,MO-083005,2923550,MO-083005-4040083005,292355001367,2901367,27.20,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLAZA MIDDLE,01,,MO-083005,2923550,MO-083005-3050083005,292355001369,2901369,54.45,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LINE CREEK ELEM.,01,,MO-083005,2923550,MO-083005-4060083005,292355001370,2901370,28.12,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PARK HILL HIGH,01,,MO-083005,2923550,MO-083005-1050083005,292355001371,2901371,111.23,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTHEAST ELEM.,01,,MO-083005,2923550,MO-083005-5000083005,292355001372,2901372,40.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,THOMAS B. CHINN ELEM.,01,,MO-083005,2923550,MO-083005-4020083005,292355001373,2901373,39.13,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,UNION CHAPEL ELEM.,01,,MO-083005,2923550,MO-083005-5020083005,292355001374,2901374,36.10,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PRAIRIE POINT ELEM.,01,,MO-083005,2923550,MO-083005-5060083005,292355002025,2902025,32.13,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PARK HILL SOUTH HIGH,01,,MO-083005,2923550,MO-083005-1080083005,292355002413,2902413,111.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CONGRESS MIDDLE,01,,MO-083005,2923550,MO-083005-3030083005,292355002418,2902418,51.75,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RUSSELL JONES ED CENTER,01,,MO-083005,2923550,MO-083005-6000083005,292355002537,2902537,10.83,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LAKEVIEW MIDDLE,01,,MO-083005,2923550,MO-083005-3000083005,292355002623,2902623,54.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HAWTHORN ELEM.,01,,MO-083005,2923550,MO-083005-5080083005,292355002841,2902841,32.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GERNER FAMILY EARLY ED CTR.,01,,MO-083005,2923550,MO-083005-7500083005,292355003087,2903087,19.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,TIFFANY RIDGE ELEMENTARY SCHL,01,,MO-083005,2923550,MO-083005-5090083005,292355003221,2903221,36.12,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEAD INNOVATION STUDIO,01,,MO-083005,2923550,MO-083005-1020083005,292355003313,2903313,44.71,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WALDEN MIDDLE,01,,MO-083005,2923550,MO-083005-3060083005,292355003359,2903359,56.05,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HOPEWELL ELEMENTARY,01,,MO-083005,2923550,MO-083005-5095083005,292355003368,2903368,38.42,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR EAST MIDDLE,01,,MO-019142,2923730,MO-019142-3000019142,292373000088,2900088,51.74,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR SR. HIGH,01,,MO-019142,2923730,MO-019142-1050019142,292373001424,2901424,102.03,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PECULIAR ELEM.,01,,MO-019142,2923730,MO-019142-4020019142,292373001426,2901426,32.66,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYMORE ELEM.,01,,MO-019142,2923730,MO-019142-4040019142,292373001427,2901427,27.34,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,TIMBER CREEK ELEM.,01,,MO-019142,2923730,MO-019142-4070019142,292373001959,2901959,26.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,STONEGATE ELEM.,01,,MO-019142,2923730,MO-019142-4060019142,292373002723,2902723,24.55,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BRIDLE RIDGE ELEMENTARY,01,,MO-019142,2923730,MO-019142-5000019142,292373002889,2902889,26.34,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,CREEKMOOR ELEM.,01,,MO-019142,2923730,MO-019142-4090019142,292373002913,2902913,30.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EAGLE GLEN ELEMENTARY,01,,MO-019142,2923730,MO-019142-4080019142,292373003024,2903024,29.70,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYMORE-PECULIAR SOUTH MIDDLE,01,,MO-019142,2923730,MO-019142-3010019142,292373003312,2903312,47.96,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SHULL EARLY LEARNING CENTER,01,,MO-019142,2923730,MO-019142-7500019142,292373003316,2903316,17.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,Raymore-Peculiar Ninth Gr Cntr,01,,MO-019142,2923730,MO-019142-1070019142,292373003434,2903434,31.46,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLATTE CITY MIDDLE,01,,MO-083003,2925230,MO-083003-3000083003,292523001455,2901455,47.26,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLATTE COUNTY HIGH,01,,MO-083003,2925230,MO-083003-1050083003,292523001456,2901456,80.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DONALD D. SIEGRIST ELEM.,01,,MO-083003,2925230,MO-083003-4030083003,292523002024,2902024,45.30,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTHLAND CAREER CTR.,01,,MO-083003,2925230,MO-083003-1100083003,292523002298,2902298,13.20,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PATHFINDER ELEM.,01,,MO-083003,2925230,MO-083003-4020083003,292523003086,2903086,33.82,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,COMPASS ELEMENTARY,01,,MO-083003,2925230,MO-083003-4060083003,292523003288,2903288,39.39,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,Platte Purchase Middle School,01,,MO-083003,2925230,MO-083003-3020083003,292523003442,2903442,29.28,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,Barry School,01,,MO-083003,2925230,MO-083003-4070083003,292523003443,2903443,30.22,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL MIDDLE,01,,MO-019148,2925330,MO-019148-3000019148,292533001459,2901459,27.01,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL PRIMARY,01,,MO-019148,2925330,MO-019148-4020019148,292533001460,2901460,33.40,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL HIGH,01,,MO-019148,2925330,MO-019148-1050019148,292533001461,2901461,46.70,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL ELEM.,01,,MO-019148,2925330,MO-019148-4040019148,292533002803,2902803,23.39,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,PLEASANT HILL INTERMEDIATE,01,,MO-019148,2925330,MO-019148-4060019148,292533002897,2902897,22.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,BLUE RIDGE ELEM.,01,,MO-048073,2926070,MO-048073-4020048073,292607000545,2900545,24.49,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NEW TRAILS EARLY LEARNING CTR.,01,,MO-048073,2926070,MO-048073-7500048073,292607000945,2900945,13.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,HERNDON CAREER CTR.,01,,MO-048073,2926070,MO-048073-1100048073,292607001515,2901515,19.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,EASTWOOD HILLS ELEM.,01,,MO-048073,2926070,MO-048073-4060048073,292607001518,2901518,23.90,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FLEETRIDGE ELEM.,01,,MO-048073,2926070,MO-048073-4070048073,292607001519,2901519,24.54,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LAUREL HILLS ELEM.,01,,MO-048073,2926070,MO-048073-4080048073,292607001520,2901520,28.95,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORFLEET ELEM.,01,,MO-048073,2926070,MO-048073-5000048073,292607001521,2901521,27.27,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN MIDDLE,01,,MO-048073,2926070,MO-048073-3000048073,292607001523,2901523,45.98,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTH MIDDLE,01,,MO-048073,2926070,MO-048073-3010048073,292607001524,2901524,32.29,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN SR. HIGH,01,,MO-048073,2926070,MO-048073-1050048073,292607001525,2901525,79.79,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN SOUTH SR. HIGH,01,,MO-048073,2926070,MO-048073-1075048073,292607001526,2901526,62.77,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ROBINSON ELEM.,01,,MO-048073,2926070,MO-048073-5040048073,292607001528,2901528,24.73,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SOUTHWOOD ELEM.,01,,MO-048073,2926070,MO-048073-5060048073,292607001530,2901530,26.90,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SPRING VALLEY ELEM.,01,,MO-048073,2926070,MO-048073-5080048073,292607001531,2901531,23.49,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,WESTRIDGE ELEM.,01,,MO-048073,2926070,MO-048073-6000048073,292607001532,2901532,23.19,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN EDUCATION CTR.,01,,MO-048073,2926070,MO-048073-1020048073,292607001973,2901973,14.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTHWOOD SCH.,01,,MO-048073,2926070,MO-048073-7010048073,292607002984,2902984,11.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RAYTOWN CENTRAL MIDDLE,01,,MO-048073,2926070,MO-048073-3020048073,292607003085,2903085,34.17,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LITTLE BLUE ELEMENTARY,01,,MO-048073,2926070,MO-048073-4090048073,292607003125,2903125,28.85,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,THREE TRAILS PRESCHOOL,01,,MO-048073,2926070,MO-048073-7510048073,292607003318,2903318,12.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DEAR ELEM.,01,,MO-089089,2926480,MO-089089-4020089089,292648001552,2901552,28.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RICHMOND HIGH,01,,MO-089089,2926480,MO-089089-1050089089,292648001554,2901554,32.68,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,SUNRISE ELEM.,01,,MO-089089,2926480,MO-089089-4030089089,292648001878,2901878,34.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,RICHMOND MIDDLE,01,,MO-089089,2926480,MO-089089-3000089089,292648002444,2902444,24.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,Smithville Middle,01,,MO-024087,2928410,MO-024087-3000024087,292841000070,2900070,30.70,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,Maple Elementary,01,,MO-024087,2928410,MO-024087-4020024087,292841001753,2901753,32.17,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,Smithville High,01,,MO-024087,2928410,MO-024087-1050024087,292841001754,2901754,51.53,Education Unit Total,Reported
